"Name"	"Account No."	"IA Code"	"Type"	"Plan"	"Telephone 1"	"Telephone 2"	"Balance"	"Currency"	"Margin"	"Total Value"
"SERGE ALICK"	"800211-RE"	"AC42"	"E - Margin Long"	""	"(450) 555-3598"	"(450) 555-2043"	"0.00"	"CAD"	"0.00"	"0.00"
"SERGE ALICK"	"800211-SF"	"AC42"	"E - Margin Long"	""	"(450) 555-3598"	"(450) 555-2043"	"0.00"	"CAD"	"0.00"	"0.00"
"SERGE ALICK"	"800212-FS"	"BD88"	"S - Retirement Savings Plan"	""	"(450) 555-3598"	"(450) 555-2043"	"39,718.57"	"CAD"	"n/a"	"430,453.94"
"SERGE ALICK"	"800212-JW"	"BD88"	"W - Spousal - Retirement Income Funds"	""	"(450) 555-3598"	"(450) 555-2043"	"86.40"	"CAD"	"n/a"	"8,132.32"
"SERGE ALICK"	"800212-RE"	"BD88"	"E - Margin Long"	""	"(450) 555-3598"	"(450) 555-2043"	"14,561.61"	"CAD"	"0.00"	"229,168.09"
"SERGE ALICK"	"800212-SF"	"BD88"	"E - Margin Long"	""	"(450) 555-3598"	"(450) 555-2043"	"(8,176.24)"	"USD"	"0.00"	"72,258.61"
"SHERMANN ASSURAN"	"800242-GT"	"AC42"	"T - Retirement Income Funds"	""	"(450) 555-6685"	"(450) 555-4013"	"7,584.18"	"CAD"	"n/a"	"342,826.58"
"SHERMANN ASSURAN"	"800242-JW"	"AC42"	"W - Spousal - Retirement Income Funds"	""	"(450) 555-6685"	"(450) 555-4013"	"(5,318.26)"	"CAD"	"n/a"	"10,806.90"
"SHERMANN ASSURAN"	"800242-RE"	"AC42"	"E - Margin Long"	""	"(450) 555-6685"	"(450) 555-4013"	"96.78"	"CAD"	"0.00"	"242,878.26"
"SIDDALL BOUDRIAS"	"800015-NA"	"AC44"	"A - Cash"	""	"(450) 555-3117"	"(450) 555-9586"	"0.00"	"CAD"	"n/a"	"0.00"
"SIDDALL BOUDRIAS"	"800015-OB"	"AC44"	"A - Cash"	""	"(450) 555-3117"	"(450) 555-9586"	"0.00"	"USD"	"n/a"	"0.00"
"SIDDALL BOUDRIAS"	"800015-RE"	"AC44"	"E - Margin Long"	""	"(450) 555-3117"	"(450) 555-9586"	"0.00"	"CAD"	"0.00"	"0.00"
"SIDDALL BOUDRIAS"	"800015-SF"	"AC44"	"E - Margin Long"	""	"(450) 555-3117"	"(450) 555-9586"	"0.00"	"USD"	"0.00"	"0.00"
"SIMARD AUGUSTINE"	"800070-FS"	"BD88"	"S - Retirement Savings Plan"	""	"(450) 555-1061"	"(450) 555-6970"	"0.00"	"CAD"	"n/a"	"0.00"
"SINAGRA AILLEEN"	"800266-FS"	"BD77"	"S - Retirement Savings Plan"	""	"(450) 555-0496"	"(450) 555-2389"	"184.78"	"CAD"	"n/a"	"438,654.19"
"SINAGRA AILLEEN"	"800266-JW"	"BD77"	"W - Spousal - Retirement Income Funds"	""	"(450) 555-0496"	"(450) 555-2389"	"0.00"	"CAD"	"n/a"	"0.00"
"SINAGRA AILLEEN"	"800266-LV"	"BD77"	"N -"	""	"(450) 555-0496"	"(450) 555-2389"	"79.78"	"CAD"	"n/a"	"209,116.86"
"SINAGRA AILLEEN"	"800266-RE"	"BD77"	"E - Margin Long"	""	"(450) 555-0496"	"(450) 555-2389"	"0.55"	"CAD"	"0.00"	"174,331.65"
"SINNAEVE CANARDS"	"800233-FS"	"BD88"	"S - Retirement Savings Plan"	""	"(450) 555-8821"	"(450) 555-0001"	"0.00"	"CAD"	"n/a"	"0.00"
"SINNAEVE CANARDS"	"800233-GT"	"BD88"	"T - Retirement Income Funds"	""	"(450) 555-8821"	"(450) 555-0001"	"1,958.30"	"CAD"	"n/a"	"237,032.68"
"SINNAEVE CANARDS"	"800233-NA"	"BD88"	"A - Cash"	""	"(450) 555-8821"	"(450) 555-0001"	"2,437.58"	"CAD"	"n/a"	"1,004,758.08"
"SKRUNDZ BEAUDOIN"	"800054-FS"	"BD88"	"S - Retirement Savings Plan"	""	"(450) 555-2656"	"(450) 555-2488"	"16,845.54"	"CAD"	"n/a"	"293,643.57"
"SKRUNDZ BEAUDOIN"	"800054-JJ"	"BD88"	"J -"	""	"(450) 555-2656"	"(450) 555-2488"	"0.00"	"CAD"	"n/a"	"0.00"
"SKRUNDZ BEAUDOIN"	"800054-JW"	"BD88"	"W - Spousal - Retirement Income Funds"	""	"(450) 555-2656"	"(450) 555-2488"	"0.00"	"CAD"	"n/a"	"6,161.46"
"SKRUNDZ BEAUDOIN"	"800054-RE"	"BD88"	"E - Margin Long"	""	"(450) 555-2656"	"(450) 555-2488"	"0.00"	"CAD"	"0.00"	"153,325.24"
"STANTON CELINE"	"800005-GT"	"AC42"	"T - Retirement Income Funds"	""	"(450) 555-1520"	"(450) 555-9455"	"0.00"	"CAD"	"n/a"	"0.00"
"STANTON CELINE"	"800005-RE"	"AC42"	"E - Margin Long"	""	"(450) 555-1520"	"(450) 555-9455"	"0.00"	"CAD"	"0.00"	"0.00"
"STANTON CELINE"	"800005-SF"	"AC42"	"E - Margin Long"	""	"(450) 555-1520"	"(450) 555-9455"	"0.00"	"USD"	"0.00"	"0.00"
"STEADWARD ANTOIN"	"800067-NA"	"BD66"	"A - Cash"	""	"(450) 555-5536"	"(450) 555-6424"	"120.06"	"CAD"	"n/a"	"120.06"
"STEADWARD ANTOIN"	"800067-OB"	"BD66"	"A - Cash"	""	"(450) 555-5536"	"(450) 555-6424"	"1,523.77"	"USD"	"n/a"	"125,261.81"
"STEADWARD ANTOIN"	"800067-RE"	"BD66"	"E - Margin Long"	""	"(450) 555-5536"	"(450) 555-6424"	"10,723.72"	"CAD"	"0.00"	"3,186,738.71"
"STEADWARD ANTOIN"	"800067-SF"	"BD66"	"E - Margin Long"	""	"(450) 555-5536"	"(450) 555-6424"	"3,453.39"	"USD"	"0.00"	"79,844.98"
"STEELE AGGIE"	"800000-GT"	"AC42"	"T - Retirement Income Funds"	""	"(450) 555-8918"	"(450) 555-7645"	"0.00"	"CAD"	"n/a"	"0.00"
"STEELE AGGIE"	"800000-JJ"	"AC42"	"J -"	""	"(450) 555-8918"	"(450) 555-7645"	"50.00"	"CAD"	"n/a"	"50.00"
"STEELE AGGIE"	"800000-LY"	"AC42"	"Y - Life Annuity"	""	"(450) 555-8918"	"(450) 555-7645"	"0.00"	"CAD"	"n/a"	"0.00"
"STEELE AGGIE"	"800000-NA"	"AC42"	"A - Cash"	""	"(450) 555-8918"	"(450) 555-7645"	"0.00"	"CAD"	"n/a"	"139,914.11"
"STUART CARTERS"	"800262-FS"	"BD66"	"S - Retirement Savings Plan"	""	"(450) 555-5369"	"(450) 555-2378"	"2,029.02"	"CAD"	"n/a"	"219,745.92"
"STUART CARTERS"	"800262-JW"	"BD66"	"W - Spousal - Retirement Income Funds"	""	"(450) 555-5369"	"(450) 555-2378"	"5,094.86"	"CAD"	"n/a"	"10,159.16"
"STUART CARTERS"	"800262-RE"	"BD66"	"E - Margin Long"	""	"(450) 555-5369"	"(450) 555-2378"	"11,925.24"	"CAD"	"0.00"	"251,962.30"
"STUART CARTERS"	"800262-SF"	"BD66"	"E - Margin Long"	""	"(450) 555-5369"	"(450) 555-2378"	"3,504.86"	"USD"	"0.00"	"3,504.86"
"SWAN BELLA"	"800290-FS"	"BD66"	"S - Retirement Savings Plan"	""	"(416) 667-7654"	"(416) 667-7698"	"0.00"	"CAD"	"n/a"	"0.00"
"SWAN BELLA"	"800290-GT"	"BD66"	"T - Retirement Income Funds"	""	"(416) 667-7654"	"(416) 667-7698"	"542.89"	"CAD"	"n/a"	"163,884.59"
"SWAN BELLA"	"800290-JW"	"BD66"	"W - Spousal - Retirement Income Funds"	""	"(416) 667-7654"	"(416) 667-7698"	"8,683.94"	"CAD"	"n/a"	"10,742.72"
"SWAN BELLA"	"800290-NA"	"BD66"	"A - Cash"	""	"(416) 667-7654"	"(416) 667-7698"	"1,279.03"	"CAD"	"n/a"	"227,421.11"
"SWAN BELLA"	"800290-OB"	"BD66"	"A - Cash"	""	"(416) 667-7654"	"(416) 667-7698"	"0.00"	"USD"	"n/a"	"0.00"
"TABAK BERANGERE"	"800248-NA"	"BD88"	"A - Cash"	""	"(450) 555-1478"	"(450) 555-9149"	"92,145.40"	"CAD"	"n/a"	"381,107.30"
"TABAK BERANGERE"	"800248-OB"	"BD88"	"A - Cash"	""	"(450) 555-1478"	"(450) 555-9149"	"35,615.77"	"USD"	"n/a"	"546,355.07"
"TODOR ALARIE"	"800286-FS"	"AC42"	"S - Retirement Savings Plan"	""	"(450) 555-4812"	"(450) 555-2241"	"2,495.10"	"CAD"	"n/a"	"686,165.31"
"TODOR ALARIE"	"800286-JW"	"AC42"	"W - Spousal - Retirement Income Funds"	""	"(450) 555-4812"	"(450) 555-2241"	"174.65"	"CAD"	"n/a"	"7,255.15"
"TODOR ALARIE"	"800286-NA"	"AC42"	"A - Cash"	""	"(450) 555-4812"	"(450) 555-2241"	"0.00"	"CAD"	"n/a"	"0.00"
"TODOR ALARIE"	"800286-OB"	"AC42"	"A - Cash"	""	"(450) 555-4812"	"(450) 555-2241"	"0.00"	"USD"	"n/a"	"0.00"
"TODOR ALARIE"	"800286-RE"	"AC42"	"E - Margin Long"	""	"(450) 555-4812"	"(450) 555-2241"	"1,206.81"	"CAD"	"0.00"	"186,552.21"
"TODOR ALARIE"	"800286-SF"	"AC42"	"E - Margin Long"	""	"(450) 555-4812"	"(450) 555-2241"	"281.06"	"USD"	"0.00"	"221,676.46"
"TON ANNEMARIE"	"800040-FS"	"AC55"	"S - Retirement Savings Plan"	""	"(450) 555-3915"	"(450) 555-5535"	"15,489.60"	"CAD"	"n/a"	"557,598.51"
"TON ANNEMARIE"	"800040-RE"	"AC55"	"E - Margin Long"	""	"(450) 555-3915"	"(450) 555-5535"	"16,048.24"	"CAD"	"0.00"	"671,647.02"
"TREMBLAY CHINDA"	"800084-NA"	"BD77"	"A - Cash"	""	"(450) 555-3915"	"(450) 555-8506"	"8,464.67"	"CAD"	"n/a"	"2,598,428.87"
"TREMBLAY CHINDA"	"800084-OB"	"BD77"	"A - Cash"	""	"(450) 555-3915"	"(450) 555-8506"	"680.19"	"USD"	"n/a"	"680.19"
"TREN CIARAN"	"800278-RE"	"AC42"	"E - Margin Long"	""	"(450) 555-2487"	"(450) 555-7833"	"15,972.50"	"CAD"	"0.00"	"269,429.54"
"TRUEMAN AMARJIT"	"800236-GT"	"BD66"	"T - Retirement Income Funds"	""	"(450) 555-9212"	"(450) 555-9276"	"829.74"	"CAD"	"n/a"	"162,436.61"
"TRUEMAN AMARJIT"	"800236-JJ"	"BD66"	"J -"	""	"(450) 555-9212"	"(450) 555-9276"	"3,739.67"	"CAD"	"n/a"	"3,739.67"
"TRUEMAN AMARJIT"	"800236-NA"	"BD66"	"A - Cash"	""	"(450) 555-9212"	"(450) 555-9276"	"95,476.03"	"CAD"	"n/a"	"922,332.15"
"TRUEMAN AMARJIT"	"800236-OB"	"BD66"	"A - Cash"	""	"(450) 555-9212"	"(450) 555-9276"	"10,647.24"	"USD"	"n/a"	"154,317.20"
"TRXIONS FONDS CI"	"300011-NA"	"BD88"	"A - Cash"	""	"(450) 555-4444"	"(450) 555-4441"	"21,400.00"	"CAD"	"n/a"	"50,780.60"
"TRXIONS WEEKEND"	"300015-NA"	"BD88"	"A - Cash"	""	"(450) 555-4444"	"(450) 555-4441"	"3,292.60"	"CAD"	"n/a"	"22,377.60"
"VALIDATION CR"	"300014-NA"	"BD88"	"A - Cash"	""	"(450) 555-4444"	"(450) 555-4441"	"26,710.77"	"CAD"	"n/a"	"148,791.11"
"VALIDATIONS CAD"	"300001-RE"	"BD88"	"S - Retirement Savings Plan"	""	"(450) 555-4444"	"(450) 555-4441"	"13,192.18"	"CAD"	"n/a"	"417,763.93"
"VALIDATIONS CALC"	"300001-NA"	"BD88"	"A - Cash"	""	"(450) 555-4444"	"(450) 555-4441"	"105,843.52"	"CAD"	"n/a"	"521,522.17"
"VALIDATIONS CALC"	"300008-NA"	"BD88"	"A - Cash"	""	"(450) 555-4444"	"(450) 555-4441"	"49,897.57"	"CAD"	"n/a"	"149,654.06"
"VALIDATIONS SEPA"	"300002-NA"	"BD88"	"A - Cash"	""	"(450) 555-4444"	"(450) 555-4441"	"95,922.40"	"CAD"	"n/a"	"247,431.43"
"VALIDATIONS SEPA"	"300002-OB"	"BD88"	"A - Cash"	""	"(450) 555-4444"	"(450) 555-4441"	"89,929.28"	"USD"	"n/a"	"232,179.33"
"VILLENEUVE GILLE"	"800264-FS"	"BD66"	"S - Retirement Savings Plan"	""	"(450) 555-7022"	"(450) 555-6707"	"1,655.86"	"CAD"	"n/a"	"410,251.90"
"VILLENEUVE GILLE"	"800264-NA"	"BD66"	"A - Cash"	""	"(450) 555-7022"	"(450) 555-6707"	"3,415.56"	"CAD"	"n/a"	"825,811.46"
"VOSSEN CARROLL"	"800045-FS"	"AC55"	"S - Retirement Savings Plan"	""	"(450) 555-0531"	"(450) 555-6343"	"432.24"	"CAD"	"n/a"	"157,744.60"
"VOSSEN CARROLL"	"800045-RE"	"AC55"	"E - Margin Long"	""	"(450) 555-0531"	"(450) 555-6343"	"0.00"	"CAD"	"0.00"	"0.00"
"VOSSEN CARROLL"	"800045-SF"	"AC55"	"E - Margin Long"	""	"(450) 555-0531"	"(450) 555-6343"	"0.00"	"USD"	"0.00"	"0.00"
"VOYER BERNARD"	"800215-NA"	"AC43"	"A - Cash"	""	"(450) 555-3621"	"(450) 555-1081"	"18,819.75"	"CAD"	"n/a"	"4,592,939.27"
"VOYER BERNARD"	"800215-OB"	"AC43"	"A - Cash"	""	"(450) 555-3621"	"(450) 555-1081"	"2,304.65"	"USD"	"n/a"	"156,069.93"
"WATKINS BOURKE"	"800004-JJ"	"AC42"	"J -"	""	"(450) 555-4522"	"(450) 555-6908"	"0.00"	"CAD"	"n/a"	"0.00"
"WATKINS BOURKE"	"800004-NA"	"AC42"	"A - Cash"	""	"(450) 555-4522"	"(450) 555-6908"	"0.00"	"CAD"	"n/a"	"0.00"
"WUSCHKE BRIAN"	"800226-JW"	"AC42"	"W - Spousal - Retirement Income Funds"	""	"(450) 555-8491"	"(450) 555-8049"	"0.00"	"CAD"	"n/a"	"0.00"
"WUSCHKE BRIAN"	"800226-LY"	"AC42"	"Y - Life Annuity"	""	"(450) 555-8491"	"(450) 555-8049"	"0.00"	"CAD"	"n/a"	"0.00"
"WUSCHKE BRIAN"	"800226-NA"	"AC42"	"A - Cash"	""	"(450) 555-8491"	"(450) 555-8049"	"0.00"	"CAD"	"n/a"	"0.00"
"YANIC GOBEILLE A"	"800011-FS"	"AC42"	"S - Retirement Savings Plan"	""	"(450) 555-8961"	"(450) 555-1871"	"0.00"	"CAD"	"n/a"	"0.00"
"YANIC GOBEILLE A"	"800011-GT"	"AC42"	"T - Retirement Income Funds"	""	"(450) 555-8961"	"(450) 555-1871"	"964.76"	"CAD"	"n/a"	"360,081.60"
"YANIC GOBEILLE A"	"800011-JW"	"AC42"	"W - Spousal - Retirement Income Funds"	""	"(450) 555-8961"	"(450) 555-1871"	"(4,889.24)"	"CAD"	"n/a"	"7,158.65"
"YANIC GOBEILLE A"	"800011-LV"	"AC42"	"N -"	""	"(450) 555-8961"	"(450) 555-1871"	"0.00"	"CAD"	"n/a"	"0.00"
"YANIC GOBEILLE A"	"800011-MZ"	"AC42"	"O -"	""	"(450) 555-8961"	"(450) 555-1871"	"0.00"	"CAD"	"n/a"	"0.00"
"YANIC GOBEILLE A"	"800011-NA"	"AC42"	"A - Cash"	""	"(450) 555-8961"	"(450) 555-1871"	"5,014.19"	"CAD"	"n/a"	"598,590.18"
"YEKTA BERNI"	"800230-FS"	"AC43"	"S - Retirement Savings Plan"	""	"(450) 555-0128"	"(450) 555-7330"	"14,565.55"	"CAD"	"n/a"	"584,917.60"
"YEKTA BERNI"	"800230-RE"	"AC43"	"E - Margin Long"	""	"(450) 555-0128"	"(450) 555-7330"	"2,971.95"	"CAD"	"0.00"	"219,593.72"
"ZIMMERMANN AYUKO"	"800204-FS"	"BD66"	"S - Retirement Savings Plan"	""	"(450) 555-8255"	"(450) 555-5445"	"17,336.80"	"CAD"	"n/a"	"161,757.09"
"ZIMMERMANN AYUKO"	"800204-JW"	"BD66"	"W - Spousal - Retirement Income Funds"	""	"(450) 555-8255"	"(450) 555-5445"	"5,108.43"	"CAD"	"n/a"	"11,178.43"
"ZIMMERMANN AYUKO"	"800204-NA"	"BD66"	"A - Cash"	""	"(450) 555-8255"	"(450) 555-5445"	"28,573.36"	"CAD"	"n/a"	"165,089.92"
"ZIMMERMANN AYUKO"	"800204-OB"	"BD66"	"A - Cash"	""	"(450) 555-8255"	"(450) 555-5445"	"0.00"	"USD"	"n/a"	"0.00"
