No de compte	Traitement	Transaction	Code de CP	Type	Symbole	Quantité	Prix	Devise	Total	Commission	Gains/Pertes	Int. courus	Frais	PBR manuel	Solde
300008-NA	2010/01/25	2009/04/02	BD88	Achat	A02479	10 000	99,960	CAD	(9 996,50)	99,96	0,00	0,00	0,50	0,000	127 655,00
300008-NA	2010/01/25	2009/04/01	BD88	Achat	P45616	10 000	98,000	USD	(12 348,50)	123,48	0,00	0,00	0,50	0,000	137 651,50
300008-NA	2010/01/25	2009/04/01	BD88	Dépôt	1CAD	0,00	0,000	CAD	150 000,00	0,00	0,00	0,00	0,00	0,000	150 000,00
300007-OB	2010/01/25	2009/08/17	BD88	Achat	R13369	10 000	97,000	USD	(9 747,13)	99,00	5,74	(46,63)	0,50	0,000	476 961,48
300007-OB	2010/01/25	2009/08/17	BD88	Vente	R13369	(10 000)	98,000	USD	9 752,87	103,00	0,00	(47,63)	0,50	0,000	486 708,61
300007-OB	2010/01/25	2009/08/17	BD88	Vente	R13369	(10 000)	98,000	USD	9 752,87	103,00	99,00	(47,63)	0,50	0,000	476 955,74
300007-OB	2010/01/25	2009/08/17	BD88	Achat	R13369	10 000	97,000	USD	(9 747,13)	99,00	0,00	(46,63)	0,50	0,000	467 202,87
300007-OB	2010/01/25	2009/05/05	BD88	Achat	DIS	500	23,140	USD	(11 593,50)	23,00	5,00	0,00	0,50	0,000	476 950,00
300007-OB	2010/01/25	2009/05/05	BD88	Vente	DIS	(500)	23,150	USD	11 598,50	23,00	0,00	0,00	0,50	0,000	488 543,50
300007-OB	2010/01/25	2009/05/05	BD88	Vente	DIS	(500)	23,150	USD	11 598,50	23,00	5,00	0,00	0,50	0,000	476 945,00
300007-OB	2010/01/25	2009/05/05	BD88	Achat	DIS	500	23,140	USD	(11 593,50)	23,00	0,00	0,00	0,50	0,000	465 346,50
300007-OB	2010/01/25	2009/04/03	BD88	Achat	M22762	20 000	88,230	USD	(17 646,50)	177,00	2,00	0,00	0,50	0,000	476 940,00
300007-OB	2010/01/25	2009/04/03	BD88	Vente	M22762	(20 000)	88,240	USD	17 648,50	490,00	0,00	0,00	0,50	0,000	494 586,50
300007-OB	2010/01/25	2009/04/03	BD88	Vente	M22762	(20 000)	88,240	USD	17 648,50	490,00	2,00	0,00	0,50	0,000	476 938,00
300007-OB	2010/01/25	2009/04/03	BD88	Achat	M22762	20 000	88,230	USD	(17 646,50)	177,00	0,00	0,00	0,50	0,000	459 289,50
300007-OB	2010/01/25	2009/04/01	BD88	Transfert	ABX	1 000	23,540	CAD	0,00	0,00	0,00	0,00	0,00	0,000	476 936,00
300007-OB	2010/01/25	2009/04/01	BD88	Vente	ABX	(1 000)	42,750	CAD	38 468,00	420,00	0,00	0,00	0,50	0,000	476 936,00
300007-OB	2010/01/25	2009/04/01	BD88	Vente	ABX	(1 000)	42,750	CAD	38 468,00	420,00	19 871,40	0,00	0,50	0,000	438 468,00
300007-OB	2010/01/25	2009/04/01	BD88	Transfert	ABX	1 000	23,540	CAD	0,00	0,00	0,00	0,00	0,00	0,000	400 000,00
300007-OB	2010/01/25	2009/04/01	BD88	Dépôt	1USD	0,00	0,000	USD	400 000,00	0,00	0,00	0,00	0,00	0,000	400 000,00
300007-NA	2010/01/25	2009/12/31	BD88	Transfert	ABX	500	23,540	CAD	0,00	0,00	0,00	0,00	0,00	0,000	447 859,00
300007-NA	2010/01/25	2009/12/31	BD88	Transfert	ABX	500	23,540	CAD	0,00	0,00	0,00	0,00	0,00	0,000	447 859,00
300007-NA	2010/01/25	2009/12/29	BD88	Vente	ABX	(500)	41,500	CAD	20 791,50	41,00	0,00	0,00	0,50	0,000	447 859,00
300007-NA	2010/01/25	2009/12/29	BD88	Vente	ABX	(500)	41,500	CAD	20 791,50	41,00	0,00	0,00	0,50	0,000	427 067,50
300007-NA	2010/01/25	2009/04/07	BD88	Vente	M85972	(10 000)	38,250	USD	3 825,50	38,00	25,00	0,00	0,50	0,000	406 276,00
300007-NA	2010/01/25	2009/04/07	BD88	Achat	M85972	10 000	38,000	CAD	(3 800,50)	47,00	0,00	0,00	0,50	0,000	402 450,50
300007-NA	2010/01/25	2009/04/07	BD88	Achat	M85972	10 000	38,000	CAD	(3 800,50)	47,00	25,00	0,00	0,50	0,000	406 251,00
300007-NA	2010/01/25	2009/04/07	BD88	Vente	M85972	(10 000)	38,250	USD	3 825,50	38,00	0,00	0,00	0,50	0,000	410 051,50
300007-NA	2010/01/25	2009/04/03	BD88	Vente	NA	(500)	42,530	CAD	21 307,50	42,00	15,00	0,00	0,50	0,000	406 226,00
300007-NA	2010/01/25	2009/04/03	BD88	Achat	NA	500	42,500	CAD	(21 292,50)	42,00	0,00	0,00	0,50	0,000	384 918,50
300007-NA	2010/01/25	2009/04/03	BD88	Achat	NA	500	42,500	CAD	(21 292,50)	42,00	15,00	0,00	0,50	0,000	406 211,00
300007-NA	2010/01/25	2009/04/03	BD88	Vente	NA	(500)	42,530	CAD	21 307,50	42,00	0,00	0,00	0,50	0,000	427 503,50
300007-NA	2010/01/25	2009/04/03	BD88	Vente	DIS	(500)	30,000	USD	15 592,50	157,00	3 098,00	0,00	0,50	0,000	406 196,00
300007-NA	2010/01/25	2009/04/03	BD88	Achat	DIS	500	19,990	USD	(12 494,50)	200,00	0,00	0,00	0,50	0,000	390 603,50
300007-NA	2010/01/25	2009/04/03	BD88	Achat	DIS	500	19,990	USD	(12 494,50)	200,00	3 098,00	0,00	0,50	0,000	403 098,00
300007-NA	2010/01/25	2009/04/03	BD88	Vente	DIS	(500)	30,000	USD	15 592,50	157,00	0,00	0,00	0,50	0,000	415 592,50
300007-NA	2010/01/25	2009/04/01	BD88	Dépôt	1CAD	0,00	0,000	CAD	400 000,00	0,00	0,00	0,00	0,00	0,000	400 000,00
300006-OB	2010/01/25	2010/01/21	BD88	Vente	M22762	(5 000)	93,500	USD	4 908,25	93,00	327,52	0,00	0,50	0,000	17 804,38
300006-OB	2010/01/25	2010/01/19	BD88	Dividendes	DIS	0	0,000	USD	19,95	0,00	0,00	0,00	0,00	0,000	12 896,13
300006-OB	2010/01/25	2010/01/19	BD88	Dividendes	DIS	5	31,010	USD	0,00	0,00	0,00	0,00	0,00	0,000	12 876,18
300006-OB	2010/01/25	2010/01/11	BD88	Transfert	B55444	10 000	0,000	USD	0,00	0,00	0,00	0,00	0,00	0,000	12 876,18
300006-OB	2010/01/25	2010/01/11	BD88	Transfert	A36754	10 000	0,000	USD	0,00	0,00	0,00	0,00	0,00	0,000	12 876,18
300006-OB	2010/01/25	2010/01/11	BD88	Transfert	AA	1 000	0,000	USD	0,00	0,00	0,00	0,00	0,00	0,000	12 876,18
300006-OB	2010/01/25	2009/12/31	BD88	Vente	NA	(510)	60,000	CAD	32 436,50	306,00	5 638,35	0,00	0,50	0,000	12 876,18
300006-OB	2010/01/25	2009/12/30	BD88	Achat	GGF412	300,000	10,000	USD	(3 030,00)	30,00	0,00	0,00	0,00	0,000	(19 560,32)
300006-OB	2010/01/25	2009/12/29	BD88	Achat	R13369	2 000	105,000	USD	(2 148,26)	105,00	0,00	(47,76)	0,50	0,000	(16 530,32)
300006-OB	2010/01/25	2009/12/23	BD88	Achat	M22762	10 000	93,000	USD	(9 300,50)	93,00	0,00	0,00	0,50	0,000	(14 382,06)
300006-OB	2010/01/25	2009/11/01	BD88	Dividendes	NA	5	56,390	CAD	0,00	0,00	0,00	0,00	0,00	0,000	(5 081,56)
300006-OB	2010/01/25	2009/11/01	BD88	Dividendes	NA	0	0,000	USD	31,15	0,00	0,00	0,00	0,00	0,000	(5 081,56)
300006-OB	2010/01/25	2009/10/31	BD88	Dividendes	GGF412	3,331	10,000	USD	0,00	0,00	0,00	0,00	0,00	0,000	(5 112,71)
300006-OB	2010/01/25	2009/09/30	BD88	Dividendes	GGF412	3,210	10,000	USD	0,00	0,00	0,00	0,00	0,00	0,000	(5 112,71)
300006-OB	2010/01/25	2009/08/31	BD88	Dividendes	GGF412	3,325	10,000	USD	0,00	0,00	0,00	0,00	0,00	0,000	(5 112,71)
300006-OB	2010/01/25	2009/08/17	BD88	Achat	R13369	10 000	99,582	USD	(10 008,16)	99,00	0,00	(49,46)	0,50	0,000	(5 112,71)
300006-OB	2010/01/25	2009/08/01	BD88	Dividendes	NA	5	58,110	CAD	0,00	0,00	0,00	0,00	0,00	0,000	4 895,45
300006-OB	2010/01/25	2009/08/01	BD88	Dividendes	NA	0	0,000	USD	19,45	0,00	0,00	0,00	0,00	0,000	4 895,45
300006-OB	2010/01/25	2009/07/31	BD88	Dividendes	GGF412	3,292	10,000	USD	0,00	0,00	0,00	0,00	0,00	0,000	4 876,00
300006-OB	2010/01/25	2009/06/30	BD88	Dividendes	GGF412	3,257	10,000	USD	0,00	0,00	0,00	0,00	0,00	0,000	4 876,00
300006-OB	2010/01/25	2009/05/31	BD88	Dividendes	GGF412	3,283	10,000	USD	0,00	0,00	0,00	0,00	0,00	0,000	4 876,00
300006-OB	2010/01/25	2009/05/06	BD88	Achat	AGU	500	53,000	CAD	(30 240,50)	500,00	0,00	0,00	0,50	0,000	4 876,00
300006-OB	2010/01/25	2009/05/06	BD88	Achat	FXY	100	101,000	USD	(10 100,50)	101,00	0,00	0,00	0,50	0,000	35 116,50
300006-OB	2010/01/25	2009/04/30	BD88	Dividendes	GGF412	3,175	10,000	USD	0,00	0,00	0,00	0,00	0,00	0,000	45 217,00
300006-OB	2010/01/25	2009/04/14	BD88	Remboursement	P45616	(20 000)	100,000	USD	20 000,00	0,00	0,00	0,00	0,00	0,000	45 217,00
300006-OB	2010/01/25	2009/04/06	BD88	Achat	P45616	10 000	99,900	USD	(9 900,50)	99,00	0,00	0,00	0,50	0,000	25 217,00
300006-OB	2010/01/25	2009/04/06	BD88	Achat	AGU	500	48,000	CAD	(31 505,50)	480,00	0,00	0,00	0,50	0,000	35 117,50
300006-OB	2010/01/25	2009/04/03	BD88	Achat	M22762	20 000	88,500	USD	(17 700,50)	177,00	0,00	0,00	0,50	0,000	66 623,00
300006-OB	2010/01/25	2009/04/03	BD88	Achat	GGF412	950,000	10,000	USD	(9 595,00)	95,00	0,00	0,00	0,00	0,000	84 323,50
300006-OB	2010/01/25	2009/04/03	BD88	Achat	NA	500	42,500	CAD	(26 180,00)	42,00	0,00	0,00	0,50	0,000	93 918,50
300006-OB	2010/01/25	2009/04/03	BD88	Achat	DIS	500	20,000	USD	(10 200,50)	200,00	0,00	0,00	0,50	0,000	120 098,50
300006-OB	2010/01/25	2009/04/03	BD88	Achat	FXY	100	99,000	USD	(9 900,50)	99,00	0,00	0,00	0,50	0,000	130 299,00
300006-OB	2010/01/25	2009/04/01	BD88	Achat	P45616	10 000	98,000	USD	(9 800,50)	98,00	0,00	0,00	0,50	0,000	140 199,50
300006-OB	2010/01/25	2009/04/01	BD88	Dépôt	1USD	0,00	0,000	USD	150 000,00	0,00	0,00	0,00	0,00	0,000	150 000,00
300005-NA	2010/01/25	2010/01/22	BD88	Achat	B87545	10 000	112,700	CAD	(11 331,57)	112,00	0,00	(61,07)	0,50	0,000	49 951,27
300005-NA	2010/01/25	2010/01/21	BD88	Vente	M22762	(5 000)	93,500	USD	4 908,25	93,00	(451,66)	0,00	0,50	0,000	61 282,84
300005-NA	2010/01/25	2010/01/20	BD88	Achat	M61475	10 000	90,000	CAD	(9 000,50)	90,00	0,00	0,00	0,50	0,000	56 374,59
300005-NA	2010/01/25	2010/01/14	BD88	Vente	L05144	(10 000)	99,955	CAD	9 995,50	99,00	(1,44)	0,00	0,50	0,000	65 375,09
300005-NA	2010/01/25	2009/12/23	BD88	Achat	M22762	10 000	93,000	USD	(9 765,50)	93,00	0,00	0,00	0,50	0,000	55 379,59
300005-NA	2010/01/25	2009/12/18	BD88	Intérêts	B87545	0	0,000	CAD	285,00	0,00	0,00	0,00	0,00	0,000	65 145,09
300005-NA	2010/01/25	2009/12/09	BD88	Achat	L05144	20 000	99,900	CAD	(19 980,50)	194,00	0,00	0,00	0,50	0,000	64 860,09
300005-NA	2010/01/25	2009/12/01	BD88	Remboursement	M89953	(20 000)	100,000	CAD	20 000,00	0,00	0,00	0,00	0,00	0,000	84 840,59
300005-NA	2010/01/25	2009/10/01	BD88	Achat	M89953	10 000	99,953	CAD	(9 995,80)	98,50	0,00	0,00	0,50	0,000	64 840,59
300005-NA	2010/01/25	2009/05/14	BD88	Remboursement	A02479	(10 000)	100,000	CAD	10 000,00	0,00	0,00	0,00	0,00	0,000	74 836,39
300005-NA	2010/01/25	2009/04/15	BD88	Achat	L05144	20 000	99,960	CAD	(19 992,50)	199,00	0,00	0,00	0,50	0,000	64 836,39
300005-NA	2010/01/25	2009/04/14	BD88	Remboursement	P45616	(20 000)	100,000	USD	24 200,00	0,00	0,00	0,00	0,00	0,000	84 828,89
300005-NA	2010/01/25	2009/04/07	BD88	Achat	M85972	10 000	37,000	CAD	(3 700,50)	47,00	0,00	0,00	0,50	0,000	60 628,89
300005-NA	2010/01/25	2009/04/06	BD88	Achat	P45616	10 000	99,900	USD	(12 388,10)	124,00	0,00	0,00	0,50	0,000	64 329,39
300005-NA	2010/01/25	2009/04/03	BD88	Achat	B87545	10 000	108,700	CAD	(11 215,01)	108,00	0,00	(344,51)	0,50	0,000	76 717,49
300005-NA	2010/01/25	2009/04/03	BD88	Achat	M61475	10 000	80,000	CAD	(8 000,50)	80,00	0,00	0,00	0,50	0,000	87 932,50
300005-NA	2010/01/25	2009/04/03	BD88	Achat	M22762	20 000	88,500	USD	(21 771,50)	177,00	0,00	0,00	0,50	0,000	95 933,00
300005-NA	2010/01/25	2009/04/03	BD88	Achat	M89953	10 000	99,500	CAD	(9 950,50)	98,50	0,00	0,00	0,50	0,000	117 704,50
300005-NA	2010/01/25	2009/04/02	BD88	Achat	A02479	10 000	99,960	CAD	(9 996,50)	99,96	0,00	0,00	0,50	0,000	127 655,00
300005-NA	2010/01/25	2009/04/01	BD88	Achat	P45616	10 000	98,000	USD	(12 348,50)	123,48	0,00	0,00	0,50	0,000	137 651,50
300005-NA	2010/01/25	2009/04/01	BD88	Dépôt	1CAD	0,00	0,000	CAD	150 000,00	0,00	0,00	0,00	0,00	0,000	150 000,00
300002-OB	2010/01/25	2010/01/21	BD88	Vente	M22762	(5 000)	93,500	USD	4 674,50	490,00	0,00	0,00	0,50	0,000	89 929,28
300002-OB	2010/01/25	2010/01/19	BD88	Transfert	BAB	(100)	32,000	USD	0,00	0,00	0,00	0,00	0,00	0,000	85 254,78
300002-OB	2010/01/25	2010/01/19	BD88	Dividendes	DIS	0	0,000	USD	19,95	0,00	0,00	0,00	0,00	0,000	85 254,78
300002-OB	2010/01/25	2010/01/19	BD88	Dividendes	DIS	5	31,010	USD	0,00	0,00	0,00	0,00	0,00	0,000	85 234,83
300002-OB	2010/01/25	2009/12/31	BD88	Vente	NA	(510)	60,000	CAD	28 824,70	306,00	0,00	0,00	0,50	0,000	85 234,83
300002-OB	2010/01/25	2009/12/31	BD88	Dividendes	TML204	1,787	10,000	CAD	0,00	0,00	0,00	0,00	0,00	0,000	56 410,13
300002-OB	2010/01/25	2009/12/30	BD88	Achat	GGF412	300,000	10,000	USD	(3 210,50)	30,00	0,00	0,00	0,00	0,000	56 410,13
300002-OB	2010/01/25	2009/12/29	BD88	Achat	R13369	2 000	105,000	USD	(2 148,26)	105,00	0,00	(47,76)	0,50	0,000	59 620,63
300002-OB	2010/01/25	2009/12/18	BD88	Vente	AGF420	(1 998,201)	6,150	CAD	12 165,55	122,88	0,00	0,00	0,50	0,000	61 768,89
300002-OB	2010/01/25	2009/12/18	BD88	Intérêts	B87545	0	0,000	USD	267,10	0,00	0,00	0,00	0,00	0,000	49 603,34
300002-OB	2010/01/25	2009/11/30	BD88	Dividendes	TML204	0,862	10,000	CAD	0,00	0,00	0,00	0,00	0,00	0,000	49 336,24
300002-OB	2010/01/25	2009/11/30	BD88	Dividendes	AGF420	44,352	6,150	CAD	0,00	0,00	0,00	0,00	0,00	0,000	49 336,24
300002-OB	2010/01/25	2009/11/03	BD88	Achat	B87545	10 000	112,000	CAD	(10 710,61)	112,00	0,00	(204,51)	0,50	0,000	49 336,24
300002-OB	2010/01/25	2009/11/01	BD88	Dividendes	NA	5	56,390	CAD	0,00	0,00	0,00	0,00	0,00	0,000	60 046,85
300002-OB	2010/01/25	2009/11/01	BD88	Dividendes	NA	0	0,000	CAD	28,84	0,00	0,00	0,00	0,00	0,000	60 046,85
300002-OB	2010/01/25	2009/10/31	BD88	Dividendes	GGF412	3,331	10,000	USD	0,00	0,00	0,00	0,00	0,00	0,000	60 018,01
300002-OB	2010/01/25	2009/10/30	BD88	Dividendes	TML204	0,834	10,000	CAD	0,00	0,00	0,00	0,00	0,00	0,000	60 018,01
300002-OB	2010/01/25	2009/10/30	BD88	Dividendes	AGF420	43,555	6,110	CAD	0,00	0,00	0,00	0,00	0,00	0,000	60 018,01
300002-OB	2010/01/25	2009/09/30	BD88	Dividendes	GGF412	3,210	10,000	USD	0,00	0,00	0,00	0,00	0,00	0,000	60 018,01
300002-OB	2010/01/25	2009/09/30	BD88	Dividendes	TML204	0,833	10,000	CAD	0,00	0,00	0,00	0,00	0,00	0,000	60 018,01
300002-OB	2010/01/25	2009/09/30	BD88	Dividendes	AGF420	42,182	6,060	CAD	0,00	0,00	0,00	0,00	0,00	0,000	60 018,01
300002-OB	2010/01/25	2009/08/31	BD88	Dividendes	GGF412	3,325	10,000	USD	0,00	0,00	0,00	0,00	0,00	0,000	60 018,01
300002-OB	2010/01/25	2009/08/31	BD88	Dividendes	TML204	0,899	10,000	CAD	0,00	0,00	0,00	0,00	0,00	0,000	60 018,01
300002-OB	2010/01/25	2009/08/01	BD88	Dividendes	NA	5	58,110	CAD	0,00	0,00	0,00	0,00	0,00	0,000	60 018,01
300002-OB	2010/01/25	2009/08/01	BD88	Dividendes	NA	0	0,000	USD	18,01	0,00	0,00	0,00	0,00	0,000	60 018,01
300002-OB	2010/01/25	2009/07/31	BD88	Dividendes	GGF412	3,292	10,000	USD	0,00	0,00	0,00	0,00	0,00	0,000	60 000,00
300002-OB	2010/01/25	2009/07/31	BD88	Dividendes	TML204	2,520	10,000	CAD	0,00	0,00	0,00	0,00	0,00	0,000	60 000,00
300002-OB	2010/01/25	2009/06/30	BD88	Dividendes	TML204	1,737	10,000	CAD	0,00	0,00	0,00	0,00	0,00	0,000	60 000,00
300002-OB	2010/01/25	2009/06/30	BD88	Dividendes	GGF412	3,257	10,000	USD	0,00	0,00	0,00	0,00	0,00	0,000	60 000,00
300002-OB	2010/01/25	2009/05/31	BD88	Dividendes	GGF412	3,283	10,000	USD	0,00	0,00	0,00	0,00	0,00	0,000	60 000,00
300002-OB	2010/01/25	2009/05/29	BD88	Dividendes	TML204	3,684	10,000	CAD	0,00	0,00	0,00	0,00	0,00	0,000	60 000,00
300002-OB	2010/01/25	2009/04/30	BD88	Dividendes	TML204	4,675	10,000	CAD	0,00	0,00	0,00	0,00	0,00	0,000	60 000,00
300002-OB	2010/01/25	2009/04/30	BD88	Dividendes	GGF412	3,175	10,000	USD	0,00	0,00	0,00	0,00	0,00	0,000	60 000,00
300002-OB	2010/01/25	2009/04/14	BD88	Remboursement	P45616	(10 000)	100,000	USD	10 000,00	0,00	0,00	0,00	0,00	0,000	60 000,00
300002-OB	2010/01/25	2009/04/03	BD88	Réception	POW	1 000	41,990	CAD	0,00	0,00	0,00	0,00	0,00	0,000	50 000,00
300002-OB	2010/01/25	2009/04/01	BD88	Transfert	AGF420	1 868,112	0,000	CAD	0,00	0,00	0,00	0,00	0,00	0,000	50 000,00
300002-OB	2010/01/25	2009/04/01	BD88	Transfert	TML204	1 000,000	0,000	CAD	0,00	0,00	0,00	0,00	0,00	0,000	50 000,00
300002-OB	2010/01/25	2009/04/01	BD88	Transfert	NA	500	0,000	CAD	0,00	0,00	0,00	0,00	0,00	0,000	50 000,00
300002-OB	2010/01/25	2009/04/01	BD88	Transfert	GGF412	950,000	0,000	USD	0,00	0,00	0,00	0,00	0,00	0,000	50 000,00
300002-OB	2010/01/25	2009/04/01	BD88	Transfert	R13369	10 000	0,000	USD	0,00	0,00	0,00	0,00	0,00	0,000	50 000,00
300002-OB	2010/01/25	2009/04/01	BD88	Transfert	B87545	10 000	0,000	CAD	0,00	0,00	0,00	0,00	0,00	0,000	50 000,00
300002-OB	2010/01/25	2009/04/01	BD88	Transfert	CIG580	100,000	0,000	CAD	0,00	0,00	0,00	0,00	0,00	0,000	50 000,00
300002-OB	2010/01/25	2009/04/01	BD88	Transfert	FID259	1 001,564	0,000	CAD	0,00	0,00	0,00	0,00	0,00	0,000	50 000,00
300002-OB	2010/01/25	2009/04/01	BD88	Transfert	M85972	10 000	30,000	CAD	0,00	0,00	0,00	0,00	0,00	0,000	50 000,00
300002-OB	2010/01/25	2009/04/01	BD88	Transfert	M22762	20 000	80,000	USD	0,00	0,00	0,00	0,00	0,00	0,000	50 000,00
300002-OB	2010/01/25	2009/04/01	BD88	Transfert	DIS	500	20,000	CAD	0,00	0,00	0,00	0,00	0,00	0,000	50 000,00
300002-OB	2010/01/25	2009/04/01	BD88	Transfert	P45616	10 000	0,000	USD	0,00	0,00	0,00	0,00	0,00	0,000	50 000,00
300002-OB	2010/01/25	2009/04/01	BD88	Transfert	ABX	500	23,540	CAD	0,00	0,00	0,00	0,00	0,00	0,000	50 000,00
300002-OB	2010/01/25	2009/04/01	BD88	Transfert	PJC.A	500	16,440	CAD	0,00	0,00	0,00	0,00	0,00	0,000	50 000,00
300002-OB	2010/01/25	2009/04/01	BD88	Dépôt	1USD	0,00	0,000	USD	50 000,00	0,00	0,00	0,00	0,00	0,000	50 000,00
300002-NA	2010/01/25	2010/01/20	BD88	Vente	BBD.B	(240)	5,500	CAD	1 309,50	10,00	709,50	0,00	0,50	0,000	95 922,40
300002-NA	2010/01/25	2010/01/19	BD88	Transfert	BAB	(100)	32,000	USD	0,00	0,00	0,00	0,00	0,00	0,000	94 612,90
300002-NA	2010/01/25	2010/01/19	BD88	Dividendes	DIS	0	0,000	CAD	19,95	0,00	0,00	0,00	0,00	0,000	94 612,90
300002-NA	2010/01/25	2010/01/19	BD88	Dividendes	DIS	5	31,010	USD	0,00	0,00	0,00	0,00	0,00	0,000	94 592,95
300002-NA	2010/01/25	2010/01/06	BD88	Vente	BBD.B	(500)	5,000	CAD	2 489,50	10,00	1 239,50	0,00	0,50	0,000	94 592,95
300002-NA	2010/01/25	2009/12/31	BD88	Vente	NA	(510)	60,000	CAD	30 906,50	306,00	0,00	0,00	0,50	0,000	92 103,45
300002-NA	2010/01/25	2009/12/31	BD88	Dividendes	TML204	1,787	10,000	CAD	0,00	0,00	0,00	0,00	0,00	0,000	61 196,95
300002-NA	2010/01/25	2009/12/30	BD88	Achat	GGF412	300,000	10,000	USD	(3 210,50)	30,00	0,00	0,00	0,00	0,000	61 196,95
300002-NA	2010/01/25	2009/12/29	BD88	Achat	R13369	2 000	105,000	USD	(2 234,17)	105,00	0,00	(49,67)	0,50	0,000	64 407,45
300002-NA	2010/01/25	2009/12/18	BD88	Vente	AGF420	(1 998,201)	6,150	CAD	12 165,55	122,88	0,00	0,00	0,50	0,000	66 641,62
300002-NA	2010/01/25	2009/12/18	BD88	Intérêts	B87545	0	0,000	CAD	285,00	0,00	0,00	0,00	0,00	0,000	54 476,07
300002-NA	2010/01/25	2009/11/30	BD88	Dividendes	TML204	0,862	10,000	CAD	0,00	0,00	0,00	0,00	0,00	0,000	54 191,07
300002-NA	2010/01/25	2009/11/30	BD88	Dividendes	AGF420	44,352	6,150	CAD	0,00	0,00	0,00	0,00	0,00	0,000	54 191,07
300002-NA	2010/01/25	2009/11/03	BD88	Achat	B87545	10 000	112,000	CAD	(11 418,53)	112,00	0,00	(218,03)	0,50	0,000	54 191,07
300002-NA	2010/01/25	2009/11/01	BD88	Dividendes	NA	5	56,390	CAD	0,00	0,00	0,00	0,00	0,00	0,000	65 609,60
300002-NA	2010/01/25	2009/11/01	BD88	Dividendes	NA	0	0,000	CAD	31,15	0,00	0,00	0,00	0,00	0,000	65 609,60
300002-NA	2010/01/25	2009/10/31	BD88	Dividendes	GGF412	3,331	10,000	USD	0,00	0,00	0,00	0,00	0,00	0,000	65 578,45
300002-NA	2010/01/25	2009/10/30	BD88	Dividendes	TML204	0,834	10,000	CAD	0,00	0,00	0,00	0,00	0,00	0,000	65 578,45
300002-NA	2010/01/25	2009/10/30	BD88	Dividendes	AGF420	43,555	6,110	CAD	0,00	0,00	0,00	0,00	0,00	0,000	65 578,45
300002-NA	2010/01/25	2009/09/30	BD88	Dividendes	GGF412	3,210	10,000	USD	0,00	0,00	0,00	0,00	0,00	0,000	65 578,45
300002-NA	2010/01/25	2009/09/30	BD88	Dividendes	TML204	0,833	10,000	CAD	0,00	0,00	0,00	0,00	0,00	0,000	65 578,45
300002-NA	2010/01/25	2009/09/30	BD88	Dividendes	AGF420	42,182	6,060	CAD	0,00	0,00	0,00	0,00	0,00	0,000	65 578,45
300002-NA	2010/01/25	2009/08/31	BD88	Dividendes	GGF412	3,325	10,000	USD	0,00	0,00	0,00	0,00	0,00	0,000	65 578,45
300002-NA	2010/01/25	2009/08/31	BD88	Dividendes	TML204	0,899	10,000	CAD	0,00	0,00	0,00	0,00	0,00	0,000	65 578,45
300002-NA	2010/01/25	2009/08/11	BD88	Transfert	BBD.B	800	2,500	CAD	0,00	0,00	0,00	0,00	0,00	0,000	65 578,45
300002-NA	2010/01/25	2009/08/05	BD88	Vente	BBD.B	(300)	4,000	CAD	1 189,50	10,00	221,10	0,00	0,50	0,000	65 578,45
300002-NA	2010/01/25	2009/08/01	BD88	Dividendes	NA	5	58,110	CAD	0,00	0,00	0,00	0,00	0,00	0,000	64 388,95
300002-NA	2010/01/25	2009/08/01	BD88	Dividendes	NA	0	0,000	CAD	19,45	0,00	0,00	0,00	0,00	0,000	64 388,95
300002-NA	2010/01/25	2009/07/31	BD88	Dividendes	GGF412	3,292	10,000	USD	0,00	0,00	0,00	0,00	0,00	0,000	64 369,50
300002-NA	2010/01/25	2009/07/31	BD88	Dividendes	TML204	2,520	10,000	CAD	0,00	0,00	0,00	0,00	0,00	0,000	64 369,50
300002-NA	2010/01/25	2009/06/30	BD88	Dividendes	TML204	1,737	10,000	CAD	0,00	0,00	0,00	0,00	0,00	0,000	64 369,50
300002-NA	2010/01/25	2009/06/30	BD88	Dividendes	GGF412	3,257	10,000	USD	0,00	0,00	0,00	0,00	0,00	0,000	64 369,50
300002-NA	2010/01/25	2009/05/31	BD88	Dividendes	GGF412	3,283	10,000	USD	0,00	0,00	0,00	0,00	0,00	0,000	64 369,50
300002-NA	2010/01/25	2009/05/29	BD88	Dividendes	TML204	3,684	10,000	CAD	0,00	0,00	0,00	0,00	0,00	0,000	64 369,50
300002-NA	2010/01/25	2009/05/28	BD88	Vente	LB	(100)	30,000	CAD	3 000,00	0,00	0,00	0,00	0,00	0,000	64 369,50
300002-NA	2010/01/25	2009/04/30	BD88	Dividendes	TML204	4,675	10,000	CAD	0,00	0,00	0,00	0,00	0,00	0,000	61 369,50
300002-NA	2010/01/25	2009/04/30	BD88	Dividendes	GGF412	3,175	10,000	USD	0,00	0,00	0,00	0,00	0,00	0,000	61 369,50
300002-NA	2010/01/25	2009/04/14	BD88	Remboursement	P45616	(10 000)	100,000	USD	12 100,00	0,00	0,00	0,00	0,00	0,000	61 369,50
300002-NA	2010/01/25	2009/04/03	BD88	Réception	POW	1 000	41,990	CAD	0,00	0,00	0,00	0,00	0,00	0,000	49 269,50
300002-NA	2010/01/25	2009/04/01	BD88	Achat	BBD.B	240	3,000	CAD	(730,50)	10,00	0,00	0,00	0,50	0,000	49 269,50
