account_number, mgmt_start_date, uma_template, UMA_CASH_MVT, UMA_DATE_PROCH_INTEGR , UMA_MODEL_NO, ALLOCATION_UMA_1A7
1B-5GCT-A,2010-03-20,Template1,1155,2010-03-21,~M-00007-0,2
1B-5GCW-A,2010-03-20,Template1,1156,2010-03-21,~M-00007-0,2
1B-5GQ9-A,2010-03-20,Template1,1157,2010-03-21,~M-00007-0,2
1B-5GYY-E,2010-03-20,Template1,1158,2010-03-21,~M-00007-0,2
1B-5GYZ-E,2010-03-20,Template1,1159,2010-03-21,~M-00007-0,2
1B-5KNQ-A,2010-03-20,Template1,1160,2010-03-21,~M-00007-0,2
1B-5N1Y-A,2010-03-20,Template1,1161,2010-03-21,~M-00007-0,2
1B-5N8Y-E,2010-03-20,Template1,1162,2010-03-21,~M-00007-0,2
1B-5NB4-E,2010-03-20,Template1,1163,2010-03-21,~M-00007-0,2
1B-5NB4-X,2010-03-20,Template1,1164,2010-03-21,~M-00007-0,2
1B-5NC6-A,2010-03-20,Template1,1165,2010-03-21,~M-00007-0,2
1B-5NC6-E,2010-03-20,Template1,1166,2010-03-21,~M-00007-0,2
1B-5NF5-X,2010-03-20,Template1,1167,2010-03-21,~M-00007-0,2
1B-5NFR-A,2010-03-20,Template1,1168,2010-03-21,~M-00007-0,2
1B-5NFR-E,2010-03-20,Template1,1169,2010-03-21,~M-00007-0,2
1B-5NHG-X,2010-03-20,Template1,1170,2010-03-21,~M-00007-0,2
1B-5NHH-X,2010-03-20,Template1,1171,2010-03-21,~M-00007-0,2
1B-5NKX-E,2010-03-20,Template1,1172,2010-03-21,~M-00007-0,2
1B-5NQG-A,2010-03-20,Template1,1173,2010-03-21,~M-00007-0,2
1B-5NR1-A,2010-03-20,Template1,1174,2010-03-21,~M-00007-0,2
1B-5NR4-A,2010-03-20,Template1,1175,2010-03-21,~M-00007-0,2
1B-5NT6-A,2010-03-20,Template1,1176,2010-03-21,~M-00007-0,2
1B-5NZW-A,2010-03-20,Template1,1177,2010-03-21,~M-00007-0,2
1B-5PXV-E,2010-03-20,Template1,1178,2010-03-21,~M-00007-0,2
1B-5Q7K-E,2010-03-20,Template1,1179,2010-03-21,~M-00007-0,2
1B-5QH9-A,2010-03-20,Template1,1180,2010-03-21,~M-00007-0,2
1B-5QPT-A,2010-03-20,Template1,1181,2010-03-21,~M-00007-0,2
1B-5T2W-A,2010-03-20,Template1,1182,2010-03-21,~M-00007-0,2
1B-5T7K-E,2010-03-20,Template1,1183,2010-03-21,~M-00007-0,2
1B-5T7V-A,2010-03-20,Template1,1184,2010-03-21,~M-00007-0,2
1B-5VAR-A,2010-03-20,Template1,1185,2010-03-21,~M-00007-0,2
1B-5VV1-A,2010-03-20,Template1,1186,2010-03-21,~M-00007-0,2
1B-5VW8-A,2010-03-20,Template1,1187,2010-03-21,~M-00007-0,2
1B-5W06-E,2010-03-20,Template1,1188,2010-03-21,~M-00007-0,2
1B-5W48-A,2010-03-20,Template1,1189,2010-03-21,~M-00007-0,2
1B-5W4G-B,2010-03-20,Template1,1190,2010-03-21,~M-00007-0,2
1B-5WB5-A,2010-03-20,Template1,1191,2010-03-21,~M-00007-0,2
1B-5WPG-A,2010-03-20,Template1,1192,2010-03-21,~M-00007-0,2
1B-5WWX-A,2010-03-20,Template1,1193,2010-03-21,~M-00007-0,2
1B-5XWN-A,2010-03-20,Template1,1194,2010-03-21,~M-00007-0,2
1B-5XXG-A,2010-03-20,Template1,1195,2010-03-21,~M-00007-0,2
1B-5XY8-A,2010-03-20,Template1,1196,2010-03-21,~M-00007-0,2
1B-5Z54-A,2010-03-20,Template1,1197,2010-03-21,~M-00007-0,2
1B-5ZB9-A,2010-03-20,Template1,1198,2010-03-21,~M-00007-0,2
1B-5ZT8-A,2010-03-20,Template1,1199,2010-03-21,~M-00007-0,2
1B-60A5-A,2010-03-20,Template1,1200,2010-03-21,~M-00007-0,2
1B-60B3-A,2010-03-20,Template1,1201,2010-03-21,~M-00007-0,2
1B-60CT-A,2010-03-20,Template1,1202,2010-03-21,~M-00007-0,2
1B-60CV-A,2010-03-20,Template1,1203,2010-03-21,~M-00007-0,2
1B-60K8-E,2010-03-20,Template1,1204,2010-03-21,~M-00007-0,2
1B-60N0-A,2010-03-20,Template1,1205,2010-03-21,~M-00007-0,2
1B-60Y1-A,2010-03-20,Template1,1206,2010-03-21,~M-00007-0,2
1B-6109-A,2010-03-20,Template1,1207,2010-03-21,~M-00007-0,2
1B-612Z-E,2010-03-20,Template1,1208,2010-03-21,~M-00007-0,2
1B-615N-A,2010-03-20,Template1,1209,2010-03-21,~M-00007-0,2
1B-618W-A,2010-03-20,Template1,1210,2010-03-21,~M-00007-0,2
1B-62BK-A,2010-03-20,Template1,1211,2010-03-21,~M-00007-0,2
1B-62CX-A,2010-03-20,Template1,1212,2010-03-21,~M-00007-0,2
1B-62G6-E,2010-03-20,Template1,1213,2010-03-21,~M-00007-0,2
1B-62G6-F,2010-03-20,Template1,1214,2010-03-21,~M-00007-0,2
1B-62HT-E,2010-03-20,Template1,1215,2010-03-21,~M-00007-0,2
1B-62RN-A,2010-03-20,Template1,1216,2010-03-21,~M-00007-0,2
1B-6341-A,2010-03-20,Template1,1217,2010-03-21,~M-00007-0,2
1B-63T3-E,2010-03-20,Template1,1218,2010-03-21,~M-00007-0,2
1B-63Y9-A,2010-03-20,Template1,1219,2010-03-21,~M-00007-0,2
1B-64W0-A,2010-03-20,Template1,1220,2010-03-21,~M-00007-0,2
1B-66A3-A,2010-03-20,Template1,1221,2010-03-21,~M-00007-0,2
1B-6947-E,2010-03-20,Template1,1222,2010-03-21,~M-00007-0,2
1B-696W-E,2010-03-20,Template1,1223,2010-03-21,~M-00007-0,2
1B-696W-X,2010-03-20,Template1,1224,2010-03-21,~M-00007-0,2
1B-6B76-E,2010-03-20,Template1,1225,2010-03-21,~M-00007-0,2
1B-6G2Q-E,2010-03-20,Template1,1226,2010-03-21,~M-00007-0,2
1B-6R70-A,2010-03-20,Template1,1227,2010-03-21,~M-00007-0,2
1B-6WNZ-A,2010-03-20,Template1,1228,2010-03-21,~M-00007-0,2
1B-6Z6W-A,2010-03-20,Template1,1229,2010-03-21,~M-00007-0,2
1B-6ZC9-A,2010-03-20,Template1,1230,2010-03-21,~M-00007-0,2
1B-6ZV7-E,2010-03-20,Template1,1231,2010-03-21,~M-00007-0,2
1B-6ZYX-E,2010-03-20,Template1,1232,2010-03-21,~M-00007-0,2
1B-77AW-E,2010-03-20,Template1,1233,2010-03-21,~M-00007-0,2
1B-781N-A,2010-03-20,Template1,1234,2010-03-21,~M-00007-0,2
1B-782Z-E,2010-03-20,Template1,1235,2010-03-21,~M-00007-0,2
1B-78H2-A,2010-03-20,Template1,1236,2010-03-21,~M-00007-0,2
1B-78YK-A,2010-03-20,Template1,1237,2010-03-21,~M-00007-0,2
1B-790Q-X,2010-03-20,Template1,1238,2010-03-21,~M-00007-0,2
1B-790W-X,2010-03-20,Template1,1239,2010-03-21,~M-00007-0,2
1B-7910-E,2010-03-20,Template1,1240,2010-03-21,~M-00007-0,2
1B-7911-A,2010-03-20,Template1,1241,2010-03-21,~M-00007-0,2
1B-7915-A,2010-03-20,Template1,1242,2010-03-21,~M-00007-0,2
1B-791G-A,2010-03-20,Template1,1243,2010-03-21,~M-00007-0,2
1B-792G-A,2010-03-20,Template1,1244,2010-03-21,~M-00007-0,2
1B-792T-A,2010-03-20,Template1,1245,2010-03-21,~M-00007-0,2
1B-792T-E,2010-03-20,Template1,1246,2010-03-21,~M-00007-0,2
1B-7931-A,2010-03-20,Template1,1247,2010-03-21,~M-00007-0,2
1B-7936-E,2010-03-20,Template1,1248,2010-03-21,~M-00007-0,2
1B-793X-A,2010-03-20,Template1,1249,2010-03-21,~M-00007-0,2
1B-794K-E,2010-03-20,Template1,1250,2010-03-21,~M-00007-0,2
1B-7951-E,2010-03-20,Template1,1251,2010-03-21,~M-00007-0,2
1B-795Y-E,2010-03-20,Template1,1252,2010-03-21,~M-00007-0,2
1B-7965-E,2010-03-20,Template1,1253,2010-03-21,~M-00007-0,2
1B-7965-F,2010-03-20,Template1,1254,2010-03-21,~M-00007-0,2
1B-7968-A,2010-03-20,Template1,1255,2010-03-21,~M-00007-0,2
1B-797H-E,2010-03-20,Template1,1256,2010-03-21,~M-00007-0,2
1B-7985-A,2010-03-20,Template1,1257,2010-03-21,~M-00007-0,2
1B-7985-E,2010-03-20,Template1,1258,2010-03-21,~M-00007-0,2
1B-7985-X,2010-03-20,Template1,1259,2010-03-21,~M-00007-0,2
1B-798V-A,2010-03-20,Template1,1260,2010-03-21,~M-00007-0,2
1B-7991-A,2010-03-20,Template1,1261,2010-03-21,~M-00007-0,2
1B-79Q4-A,2010-03-20,Template1,1262,2010-03-21,~M-00007-0,2
1B-79X2-X,2010-03-20,Template1,1263,2010-03-21,~M-00007-0,2
1B-79X7-A,2010-03-20,Template1,1264,2010-03-21,~M-00007-0,2
1B-79XQ-X,2010-03-20,Template1,1265,2010-03-21,~M-00007-0,2
1B-79XW-X,2010-03-20,Template1,1266,2010-03-21,~M-00007-0,2
1B-79Y5-A,2010-03-20,Template1,1267,2010-03-21,~M-00007-0,2
1B-79Y6-X,2010-03-20,Template1,1268,2010-03-21,~M-00007-0,2
1B-79ZY-E,2010-03-20,Template1,1269,2010-03-21,~M-00007-0,2
1B-7C1Q-E,2010-03-20,Template1,1270,2010-03-21,~M-00007-0,2
1B-7C2N-E,2010-03-20,Template1,1271,2010-03-21,~M-00007-0,2
1B-7CTN-E,2010-03-20,Template1,1272,2010-03-21,~M-00007-0,2
1B-807Q-F,2010-03-20,Template1,1273,2010-03-21,~M-00007-0,2
1B-8133-A,2010-03-20,Template1,1274,2010-03-21,~M-00007-0,2
1B-813K-X,2010-03-20,Template1,1275,2010-03-21,~M-00007-0,2
1B-822W-A,2010-03-20,Template1,1276,2010-03-21,~M-00007-0,2
1B-8274-A,2010-03-20,Template1,1277,2010-03-21,~M-00007-0,2
1B-8276-A,2010-03-20,Template1,1278,2010-03-21,~M-00007-0,2
1B-828V-A,2010-03-20,Template1,1279,2010-03-21,~M-00007-0,2
1B-82AX-E,2010-03-20,Template1,1280,2010-03-21,~M-00007-0,2
1B-82R8-E,2010-03-20,Template1,1281,2010-03-21,~M-00007-0,2
1B-82R8-F,2010-03-20,Template1,1282,2010-03-21,~M-00007-0,2
1B-82R9-E,2010-03-20,Template1,1283,2010-03-21,~M-00007-0,2
1B-82R9-F,2010-03-20,Template1,1284,2010-03-21,~M-00007-0,2
1B-82TG-E,2010-03-20,Template1,1285,2010-03-21,~M-00007-0,2
1B-82TG-F,2010-03-20,Template1,1286,2010-03-21,~M-00007-0,2
1B-82Z3-A,2010-03-20,Template1,1287,2010-03-21,~M-00007-0,2
1B-82Z3-E,2010-03-20,Template1,1288,2010-03-21,~M-00007-0,2
1B-830Z-A,2010-03-20,Template1,1289,2010-03-21,~M-00007-0,2
1B-833H-E,2010-03-20,Template1,1290,2010-03-21,~M-00007-0,2
1B-8405-A,2010-03-20,Template1,1291,2010-03-21,~M-00007-0,2
1B-842T-A,2010-03-20,Template1,1292,2010-03-21,~M-00007-0,2
1B-8432-E,2010-03-20,Template1,1293,2010-03-21,~M-00007-0,2
1B-8432-F,2010-03-20,Template1,1294,2010-03-21,~M-00007-0,2
1B-84T2-A,2010-03-20,Template1,1295,2010-03-21,~M-00007-0,2
1B-84TQ-A,2010-03-20,Template1,1296,2010-03-21,~M-00007-0,2
1B-84VX-A,2010-03-20,Template1,1297,2010-03-21,~M-00007-0,2
1B-84WW-A,2010-03-20,Template1,1298,2010-03-21,~M-00007-0,2
1B-84WX-A,2010-03-20,Template1,1299,2010-03-21,~M-00007-0,2
1B-84XT-X,2010-03-20,Template1,1300,2010-03-21,~M-00007-0,2
1B-84ZG-A,2010-03-20,Template1,1301,2010-03-21,~M-00007-0,2
1B-8524-A,2010-03-20,Template1,1302,2010-03-21,~M-00007-0,2
1B-856W-A,2010-03-20,Template1,1303,2010-03-21,~M-00007-0,2
1B-858X-A,2010-03-20,Template1,1304,2010-03-21,~M-00007-0,2
1B-858Y-A,2010-03-20,Template1,1305,2010-03-21,~M-00007-0,2
1B-863Z-X,2010-03-20,Template1,1306,2010-03-21,~M-00007-0,2
1B-86F3-A,2010-03-20,Template1,1307,2010-03-21,~M-00007-0,2
1B-86F3-B,2010-03-20,Template1,1308,2010-03-21,~M-00007-0,2
1B-86W7-E,2010-03-20,Template1,1309,2010-03-21,~M-00007-0,2
1B-86Y4-A,2010-03-20,Template1,1310,2010-03-21,~M-00007-0,2
1B-86Y8-E,2010-03-20,Template1,1311,2010-03-21,~M-00007-0,2
1B-86Z3-A,2010-03-20,Template1,1312,2010-03-21,~M-00007-0,2
1B-871G-A,2010-03-20,Template1,1313,2010-03-21,~M-00007-0,2
1B-871T-E,2010-03-20,Template1,1314,2010-03-21,~M-00007-0,2
1B-876V-A,2010-03-20,Template1,1315,2010-03-21,~M-00007-0,2
1B-8788-A,2010-03-20,Template1,1316,2010-03-21,~M-00007-0,2
1B-878V-E,2010-03-20,Template1,1317,2010-03-21,~M-00007-0,2
1B-878W-A,2010-03-20,Template1,1318,2010-03-21,~M-00007-0,2
1B-87N7-A,2010-03-20,Template1,1319,2010-03-21,~M-00007-0,2
1B-87RH-A,2010-03-20,Template1,1320,2010-03-21,~M-00007-0,2
1B-87XK-E,2010-03-20,Template1,1321,2010-03-21,~M-00007-0,2
1B-881H-A,2010-03-20,Template1,1322,2010-03-21,~M-00007-0,2
1B-8822-A,2010-03-20,Template1,1323,2010-03-21,~M-00007-0,2
1B-8822-E,2010-03-20,Template1,1324,2010-03-21,~M-00007-0,2
1B-8824-A,2010-03-20,Template1,1325,2010-03-21,~M-00007-0,2
1B-8824-E,2010-03-20,Template1,1326,2010-03-21,~M-00007-0,2
1B-8845-A,2010-03-20,Template1,1327,2010-03-21,~M-00007-0,2
1B-885K-A,2010-03-20,Template1,1328,2010-03-21,~M-00007-0,2
1B-88A2-E,2010-03-20,Template1,1329,2010-03-21,~M-00007-0,2
1B-88B0-A,2010-03-20,Template1,1330,2010-03-21,~M-00007-0,2
1B-88B4-A,2010-03-20,Template1,1331,2010-03-21,~M-00007-0,2
1B-88B4-E,2010-03-20,Template1,1332,2010-03-21,~M-00007-0,2
1B-88G4-A,2010-03-20,Template1,1333,2010-03-21,~M-00007-0,2
1B-88K3-E,2010-03-20,Template1,1334,2010-03-21,~M-00007-0,2
1B-8A4T-E,2010-03-20,Template1,1335,2010-03-21,~M-00007-0,2
1B-8AAW-X,2010-03-20,Template1,1336,2010-03-21,~M-00007-0,2
1B-8ABQ-A,2010-03-20,Template1,1337,2010-03-21,~M-00007-0,2
1B-8ABY-X,2010-03-20,Template1,1338,2010-03-21,~M-00007-0,2
1B-8AC9-A,2010-03-20,Template1,1339,2010-03-21,~M-00007-0,2
1B-8ACV-A,2010-03-20,Template1,1340,2010-03-21,~M-00007-0,2
1B-8AF4-A,2010-03-20,Template1,1341,2010-03-21,~M-00007-0,2
1B-8AG9-A,2010-03-20,Template1,1342,2010-03-21,~M-00007-0,2
1B-8AG9-B,2010-03-20,Template1,1343,2010-03-21,~M-00007-0,2
1B-8AG9-E,2010-03-20,Template1,1344,2010-03-21,~M-00007-0,2
1B-8AGK-X,2010-03-20,Template1,1345,2010-03-21,~M-00007-0,2
1B-8AH1-A,2010-03-20,Template1,1346,2010-03-21,~M-00007-0,2
1B-8AHQ-A,2010-03-20,Template1,1347,2010-03-21,~M-00007-0,2
1B-8AHY-A,2010-03-20,Template1,1348,2010-03-21,~M-00007-0,2
1B-8AKV-A,2010-03-20,Template1,1349,2010-03-21,~M-00007-0,2
1B-8AN4-A,2010-03-20,Template1,1350,2010-03-21,~M-00007-0,2
1B-8AN6-A,2010-03-20,Template1,1351,2010-03-21,~M-00007-0,2
1B-8ANR-A,2010-03-20,Template1,1352,2010-03-21,~M-00007-0,2
1B-8AR6-A,2010-03-20,Template1,1353,2010-03-21,~M-00007-0,2
1B-8ATT-A,2010-03-20,Template1,1354,2010-03-21,~M-00007-0,2
1B-8AVK-A,2010-03-20,Template1,1355,2010-03-21,~M-00007-0,2
1B-8BT1-A,2010-03-20,Template1,1356,2010-03-21,~M-00007-0,2
1B-8BTZ-A,2010-03-20,Template1,1357,2010-03-21,~M-00007-0,2
1B-8BZT-A,2010-03-20,Template1,1358,2010-03-21,~M-00007-0,2
1B-8C42-A,2010-03-20,Template1,1359,2010-03-21,~M-00007-0,2
1B-8C9T-A,2010-03-20,Template1,1360,2010-03-21,~M-00007-0,2
1B-8F0Z-A,2010-03-20,Template1,1361,2010-03-21,~M-00007-0,2
1B-8F0Z-E,2010-03-20,Template1,1362,2010-03-21,~M-00007-0,2
1B-8F11-X,2010-03-20,Template1,1363,2010-03-21,~M-00007-0,2
1B-8F19-X,2010-03-20,Template1,1364,2010-03-21,~M-00007-0,2
1B-8F1R-A,2010-03-20,Template1,1365,2010-03-21,~M-00007-0,2
1B-8F26-A,2010-03-20,Template1,1366,2010-03-21,~M-00007-0,2
1B-8F26-E,2010-03-20,Template1,1367,2010-03-21,~M-00007-0,2
1B-8F29-X,2010-03-20,Template1,1368,2010-03-21,~M-00007-0,2
1B-8F2Q-A,2010-03-20,Template1,1369,2010-03-21,~M-00007-0,2
1B-8F3H-A,2010-03-20,Template1,1370,2010-03-21,~M-00007-0,2
1B-8F3X-A,2010-03-20,Template1,1371,2010-03-21,~M-00007-0,2
1B-8F47-A,2010-03-20,Template1,1372,2010-03-21,~M-00007-0,2
1B-8F4G-A,2010-03-20,Template1,1373,2010-03-21,~M-00007-0,2
1B-8F4Q-E,2010-03-20,Template1,1374,2010-03-21,~M-00007-0,2
1B-8F51-X,2010-03-20,Template1,1375,2010-03-21,~M-00007-0,2
1B-8F5Z-X,2010-03-20,Template1,1376,2010-03-21,~M-00007-0,2
1B-8F6K-E,2010-03-20,Template1,1377,2010-03-21,~M-00007-0,2
1B-8F8K-A,2010-03-20,Template1,1378,2010-03-21,~M-00007-0,2
1B-8FFZ-A,2010-03-20,Template1,1379,2010-03-21,~M-00007-0,2
1B-8FHY-E,2010-03-20,Template1,1380,2010-03-21,~M-00007-0,2
1B-8FHY-F,2010-03-20,Template1,1381,2010-03-21,~M-00007-0,2
1B-8FK9-A,2010-03-20,Template1,1382,2010-03-21,~M-00007-0,2
1B-8FKW-A,2010-03-20,Template1,1383,2010-03-21,~M-00007-0,2
1B-8FNZ-E,2010-03-20,Template1,1384,2010-03-21,~M-00007-0,2
1B-8FV1-B,2010-03-20,Template1,1385,2010-03-21,~M-00007-0,2
1B-8FV1-F,2010-03-20,Template1,1386,2010-03-21,~M-00007-0,2
1B-8FVG-E,2010-03-20,Template1,1387,2010-03-21,~M-00007-0,2
1B-8FVY-A,2010-03-20,Template1,1388,2010-03-21,~M-00007-0,2
1B-8FVZ-A,2010-03-20,Template1,1389,2010-03-21,~M-00007-0,2
1B-8FW7-A,2010-03-20,Template1,1390,2010-03-21,~M-00007-0,2
1B-8FW8-A,2010-03-20,Template1,1391,2010-03-21,~M-00007-0,2
1B-8FW9-A,2010-03-20,Template1,1392,2010-03-21,~M-00007-0,2
1B-8FWN-A,2010-03-20,Template1,1393,2010-03-21,~M-00007-0,2
1B-8FX0-X,2010-03-20,Template1,1394,2010-03-21,~M-00007-0,2
1B-8FX5-A,2010-03-20,Template1,1395,2010-03-21,~M-00007-0,2
1B-8FX6-A,2010-03-20,Template1,1396,2010-03-21,~M-00007-0,2
1B-8FXQ-A,2010-03-20,Template1,1397,2010-03-21,~M-00007-0,2
1B-8FXY-E,2010-03-20,Template1,1398,2010-03-21,~M-00007-0,2
1B-8FY7-A,2010-03-20,Template1,1399,2010-03-21,~M-00007-0,2
1B-8FYY-A,2010-03-20,Template1,1400,2010-03-21,~M-00007-0,2
1B-8FYY-X,2010-03-20,Template1,1401,2010-03-21,~M-00007-0,2
1B-8FZ3-A,2010-03-20,Template1,1402,2010-03-21,~M-00007-0,2
1B-8FZ4-A,2010-03-20,Template1,1403,2010-03-21,~M-00007-0,2
1B-8FZ9-A,2010-03-20,Template1,1404,2010-03-21,~M-00007-0,2
1B-8FZV-A,2010-03-20,Template1,1405,2010-03-21,~M-00007-0,2
1B-8FZZ-A,2010-03-20,Template1,1406,2010-03-21,~M-00007-0,2
1B-8G09-A,2010-03-20,Template1,1407,2010-03-21,~M-00007-0,2
1B-8G10-A,2010-03-20,Template1,1408,2010-03-21,~M-00007-0,2
1B-8G80-A,2010-03-20,Template1,1409,2010-03-21,~M-00007-0,2
1B-8GAZ-A,2010-03-20,Template1,1410,2010-03-21,~M-00007-0,2
1B-8GC8-A,2010-03-20,Template1,1411,2010-03-21,~M-00007-0,2
1B-8GF2-A,2010-03-20,Template1,1412,2010-03-21,~M-00007-0,2
1B-8GKH-A,2010-03-20,Template1,1413,2010-03-21,~M-00007-0,2
1B-8GT8-E,2010-03-20,Template1,1414,2010-03-21,~M-00007-0,2
1B-8GT8-F,2010-03-20,Template1,1415,2010-03-21,~M-00007-0,2
1B-8GY2-E,2010-03-20,Template1,1416,2010-03-21,~M-00007-0,2
1B-8H17-A,2010-03-20,Template1,1417,2010-03-21,~M-00007-0,2
1B-8H36-E,2010-03-20,Template1,1418,2010-03-21,~M-00007-0,2
1B-8H4T-E,2010-03-20,Template1,1419,2010-03-21,~M-00007-0,2
1B-8H68-A,2010-03-20,Template1,1420,2010-03-21,~M-00007-0,2
1B-8H68-E,2010-03-20,Template1,1421,2010-03-21,~M-00007-0,2
1B-8H6G-E,2010-03-20,Template1,1422,2010-03-21,~M-00007-0,2
1B-8H7G-A,2010-03-20,Template1,1423,2010-03-21,~M-00007-0,2
1B-8H7G-E,2010-03-20,Template1,1424,2010-03-21,~M-00007-0,2
1B-8H7H-A,2010-03-20,Template1,1425,2010-03-21,~M-00007-0,2
1B-8H7H-E,2010-03-20,Template1,1426,2010-03-21,~M-00007-0,2
1B-8H7K-A,2010-03-20,Template1,1427,2010-03-21,~M-00007-0,2
1B-8H7K-E,2010-03-20,Template1,1428,2010-03-21,~M-00007-0,2
1B-8H7N-A,2010-03-20,Template1,1429,2010-03-21,~M-00007-0,2
1B-8H7N-E,2010-03-20,Template1,1430,2010-03-21,~M-00007-0,2
1B-8HFT-A,2010-03-20,Template1,1431,2010-03-21,~M-00007-0,2
1B-8HHN-A,2010-03-20,Template1,1432,2010-03-21,~M-00007-0,2
1B-8HKR-A,2010-03-20,Template1,1433,2010-03-21,~M-00007-0,2
1B-8HQ1-A,2010-03-20,Template1,1434,2010-03-21,~M-00007-0,2
1B-8HQ5-E,2010-03-20,Template1,1435,2010-03-21,~M-00007-0,2
1B-8HRG-A,2010-03-20,Template1,1436,2010-03-21,~M-00007-0,2
1B-8HV7-E,2010-03-20,Template1,1437,2010-03-21,~M-00007-0,2
1B-8HXH-A,2010-03-20,Template1,1438,2010-03-21,~M-00007-0,2
1B-8HXV-A,2010-03-20,Template1,1439,2010-03-21,~M-00007-0,2
1B-8HXX-A,2010-03-20,Template1,1440,2010-03-21,~M-00007-0,2
1B-8HXY-A,2010-03-20,Template1,1441,2010-03-21,~M-00007-0,2
1B-8HYK-A,2010-03-20,Template1,1442,2010-03-21,~M-00007-0,2
1B-8HZ1-A,2010-03-20,Template1,1443,2010-03-21,~M-00007-0,2
1B-8K13-B,2010-03-20,Template1,1444,2010-03-21,~M-00007-0,2
1B-8K1R-A,2010-03-20,Template1,1445,2010-03-21,~M-00007-0,2
1B-8K72-A,2010-03-20,Template1,1446,2010-03-21,~M-00007-0,2
1B-8K73-A,2010-03-20,Template1,1447,2010-03-21,~M-00007-0,2
1B-8KY9-A,2010-03-20,Template1,1448,2010-03-21,~M-00007-0,2
1B-8KZ4-A,2010-03-20,Template1,1449,2010-03-21,~M-00007-0,2
1B-8KZ5-A,2010-03-20,Template1,1450,2010-03-21,~M-00007-0,2
1B-8N62-A,2010-03-20,Template1,1451,2010-03-21,~M-00007-0,2
1B-8N7N-A,2010-03-20,Template1,1452,2010-03-21,~M-00007-0,2
1B-8Q16-A,2010-03-20,Template1,1453,2010-03-21,~M-00007-0,2
1B-8Q1N-A,2010-03-20,Template1,1454,2010-03-21,~M-00007-0,2
1B-8Q25-A,2010-03-20,Template1,1455,2010-03-21,~M-00007-0,2
1B-8Q26-A,2010-03-20,Template1,1456,2010-03-21,~M-00007-0,2
1B-8Q3N-A,2010-03-20,Template1,1457,2010-03-21,~M-00007-0,2
1B-8Q48-A,2010-03-20,Template1,1458,2010-03-21,~M-00007-0,2
1B-8Q73-E,2010-03-20,Template1,1459,2010-03-21,~M-00007-0,2
1B-8Q7T-A,2010-03-20,Template1,1460,2010-03-21,~M-00007-0,2
1B-8Q7X-A,2010-03-20,Template1,1461,2010-03-21,~M-00007-0,2
1B-8Q81-A,2010-03-20,Template1,1462,2010-03-21,~M-00007-0,2
1B-8QAV-A,2010-03-20,Template1,1463,2010-03-21,~M-00007-0,2
1B-8QFR-A,2010-03-20,Template1,1464,2010-03-21,~M-00007-0,2
1B-8QHQ-A,2010-03-20,Template1,1465,2010-03-21,~M-00007-0,2
1B-8QKZ-E,2010-03-20,Template1,1466,2010-03-21,~M-00007-0,2
1B-8QQ8-E,2010-03-20,Template1,1467,2010-03-21,~M-00007-0,2
1B-8QR2-A,2010-03-20,Template1,1468,2010-03-21,~M-00007-0,2
1B-8QXT-A,2010-03-20,Template1,1469,2010-03-21,~M-00007-0,2
1B-8QYQ-A,2010-03-20,Template1,1470,2010-03-21,~M-00007-0,2
1B-8R0N-A,2010-03-20,Template1,1471,2010-03-21,~M-00007-0,2
1B-8RA7-X,2010-03-20,Template1,1472,2010-03-21,~M-00007-0,2
1B-8RAQ-A,2010-03-20,Template1,1473,2010-03-21,~M-00007-0,2
1B-8RAQ-B,2010-03-20,Template1,1474,2010-03-21,~M-00007-0,2
1B-8RAQ-X,2010-03-20,Template1,1475,2010-03-21,~M-00007-0,2
1B-8RCV-X,2010-03-20,Template1,1476,2010-03-21,~M-00007-0,2
1B-8RCZ-X,2010-03-20,Template1,1477,2010-03-21,~M-00007-0,2
1B-8RFV-B,2010-03-20,Template1,1478,2010-03-21,~M-00007-0,2
1B-8RZV-A,2010-03-20,Template1,1479,2010-03-21,~M-00007-0,2
1B-8T02-A,2010-03-20,Template1,1480,2010-03-21,~M-00007-0,2
1B-8T4W-E,2010-03-20,Template1,1481,2010-03-21,~M-00007-0,2
1B-8TR6-A,2010-03-20,Template1,1482,2010-03-21,~M-00007-0,2
1B-8V4Y-X,2010-03-20,Template1,1483,2010-03-21,~M-00007-0,2
1B-8W0Q-A,2010-03-20,Template1,1484,2010-03-21,~M-00007-0,2
1B-8W0X-A,2010-03-20,Template1,1485,2010-03-21,~M-00007-0,2
1B-8WZQ-A,2010-03-20,Template1,1486,2010-03-21,~M-00007-0,2
1B-8XAY-A,2010-03-20,Template1,1487,2010-03-21,~M-00007-0,2
1B-8YR8-E,2010-03-20,Template1,1488,2010-03-21,~M-00007-0,2
1B-8YVG-X,2010-03-20,Template1,1489,2010-03-21,~M-00007-0,2
1B-8YVT-A,2010-03-20,Template1,1490,2010-03-21,~M-00007-0,2
1B-8YVV-A,2010-03-20,Template1,1491,2010-03-21,~M-00007-0,2
1B-8YVV-B,2010-03-20,Template1,1492,2010-03-21,~M-00007-0,2
1B-8ZXW-X,2010-03-20,Template1,1493,2010-03-21,~M-00007-0,2
1B-8ZZ2-A,2010-03-20,Template1,1494,2010-03-21,~M-00007-0,2
1B-8ZZV-A,2010-03-20,Template1,1495,2010-03-21,~M-00007-0,2
1B-EAZH-E,2010-03-20,Template1,1496,2010-03-21,~M-00007-0,2
