Acct. No.	Source	Settlement	Security	Rate	Note	Name	Manual Invest. Cost	MV Ind.	Invest. Cap. G/L	Interest Portion	Description	Client No.	Cash Flow	Processing	Transaction	IA Code	Type	Symbol	Quantity	Price	Cur.	Total	Commission	Gains/Losses	Accrued Int.	Fees	Manual ACB	Cash Balance
300002-NA	DIV	01/19/2010	221374	1.03200000	DRIP DISNEY	VALIDATIONS SEPA	0.000		0.00	0.00	DISNEY WALT COMPANY	300002	0.00	01/25/2010	01/19/2010	BD88	Dividends	DIS	5	31.010	USD	0.00	0.00	0.00	0.00	0.00	0.000	94,592.95
300002-NA	VEN	01/11/2010	078336	1.00000000	Vente cree un short	VALIDATIONS SEPA	0.000		1,239.50	0.00	BOMBARDIER INC CL-B  SV	300002	0.00	01/25/2010	01/06/2010	BD88	Sell	BBD.B	(500)	5.000	CAD	2,489.50	10.00	1,239.50	0.00	0.50	0.000	94,592.95
300002-NA	VEN	12/31/2009	460009	1.00000000	Vente BN (gain) reste div. courus	VALIDATIONS SEPA	0.000		0.00	0.00	NATIONAL BANK OF CDA	300002	0.00	01/25/2010	12/31/2009	BD88	Sell	NA	(510)	60.000	CAD	30,906.50	306.00	0.00	0.00	0.50	0.000	92,103.45
300002-NA	DIV	12/31/2009	986031	1.00000000	DRIP TML207 remplace OGF207	VALIDATIONS SEPA	0.000		0.00	0.00	F/T MNY MKY       /N	300002	0.00	01/25/2010	12/31/2009	BD88	Dividends	TML204	1.787	10.000	CAD	0.00	0.00	0.00	0.00	0.00	0.000	61,196.95
300002-NA	ACH	01/04/2010	995576	1.06000000	GGF412 remplace TRI375	VALIDATIONS SEPA	0.000		0.00	0.00	BMOG US MNY MKT   /N	300002	0.00	01/25/2010	12/30/2009	BD88	Buy	GGF412	300.000	10.000	USD	(3,210.50)	30.00	0.00	0.00	0.00	0.000	61,196.95
300002-NA	ACH	12/31/2009	R13369	1.04000000	Oblig ALCAN remplace NY tel	VALIDATIONS SEPA	0.000		0.00	0.00	ALCAN INC U$  5.2% 15JA14	300002	0.00	01/25/2010	12/29/2009	BD88	Buy	R13369	2,000	105.000	USD	(2,234.17)	105.00	0.00	(49.67)	0.50	0.000	64,407.45
300002-NA	VEN	12/22/2009	995321	1.00000000	AGF420 remplace Fond ODONNEL	VALIDATIONS SEPA	0.000		0.00	0.00	AGF CDN H/Y BD  /D/N	300002	0.00	01/25/2010	12/18/2009	BD88	Sell	AGF420	(1,998.201)	6.150	CAD	12,165.55	122.88	0.00	0.00	0.50	0.000	66,641.62
300002-NA	INT	12/18/2009	B87545	1.00000000	Interet PROV C.B. 5.7%18JN29	VALIDATIONS SEPA	0.000		0.00	0.00	PROV B.C.     5.7% 18JN29	300002	0.00	01/25/2010	12/18/2009	BD88	Interest	B87545	0	0.000	CAD	285.00	0.00	0.00	0.00	0.00	0.000	54,476.07
300002-NA	DIV	11/30/2009	986031	1.00000000	DRIP TML207 remplace OGF207	VALIDATIONS SEPA	0.000		0.00	0.00	F/T MNY MKY       /N	300002	0.00	01/25/2010	11/30/2009	BD88	Dividends	TML204	0.862	10.000	CAD	0.00	0.00	0.00	0.00	0.00	0.000	54,191.07
300002-NA	DIV	11/30/2009	995321	1.00000000	AGF420 remplace DRIP OGF305	VALIDATIONS SEPA	0.000		0.00	0.00	AGF CDN H/Y BD  /D/N	300002	0.00	01/25/2010	11/30/2009	BD88	Dividends	AGF420	44.352	6.150	CAD	0.00	0.00	0.00	0.00	0.00	0.000	54,191.07
300002-NA	ACH	11/05/2009	B87545	1.00000000	2e achat PROV CB	VALIDATIONS SEPA	0.000		0.00	0.00	PROV B.C.     5.7% 18JN29	300002	0.00	01/25/2010	11/03/2009	BD88	Buy	B87545	10,000	112.000	CAD	(11,418.53)	112.00	0.00	(218.03)	0.50	0.000	54,191.07
300002-NA	DIV	11/01/2009	460009	1.00000000	DRIP NA	VALIDATIONS SEPA	0.000		0.00	0.00	NATIONAL BANK OF CDA	300002	0.00	01/25/2010	11/01/2009	BD88	Dividends	NA	5	56.390	CAD	0.00	0.00	0.00	0.00	0.00	0.000	65,609.60
300002-NA	DIV	11/01/2009	460009	1.00000000	Dividende de NA	VALIDATIONS SEPA	0.000		0.00	0.00	NATIONAL BANK OF CDA	300002	0.00	01/25/2010	11/01/2009	BD88	Dividends	NA	0	0.000	CAD	31.15	0.00	0.00	0.00	0.00	0.000	65,609.60
300002-NA	DIV	10/31/2009	995576	1.08000000	GGF412 remplace DRIP TRI375	VALIDATIONS SEPA	0.000		0.00	0.00	BMOG US MNY MKT   /N	300002	0.00	01/25/2010	10/31/2009	BD88	Dividends	GGF412	3.331	10.000	USD	0.00	0.00	0.00	0.00	0.00	0.000	65,578.45
300002-NA	DIV	10/30/2009	986031	1.00000000	DRIP TML207 remplace OGF207	VALIDATIONS SEPA	0.000		0.00	0.00	F/T MNY MKY       /N	300002	0.00	01/25/2010	10/30/2009	BD88	Dividends	TML204	0.834	10.000	CAD	0.00	0.00	0.00	0.00	0.00	0.000	65,578.45
300002-NA	DIV	10/30/2009	995321	1.00000000	AGF420 remplace DRIP OGF305	VALIDATIONS SEPA	0.000		0.00	0.00	AGF CDN H/Y BD  /D/N	300002	0.00	01/25/2010	10/30/2009	BD88	Dividends	AGF420	43.555	6.110	CAD	0.00	0.00	0.00	0.00	0.00	0.000	65,578.45
300002-NA	DIV	09/30/2009	995576	1.07000000	GGF412 remplace DRIP TRI375	VALIDATIONS SEPA	0.000		0.00	0.00	BMOG US MNY MKT   /N	300002	0.00	01/25/2010	09/30/2009	BD88	Dividends	GGF412	3.210	10.000	USD	0.00	0.00	0.00	0.00	0.00	0.000	65,578.45
300002-NA	DIV	09/30/2009	986031	1.00000000	DRIP TML207 remplace OGF207	VALIDATIONS SEPA	0.000		0.00	0.00	F/T MNY MKY       /N	300002	0.00	01/25/2010	09/30/2009	BD88	Dividends	TML204	0.833	10.000	CAD	0.00	0.00	0.00	0.00	0.00	0.000	65,578.45
300002-NA	DIV	09/30/2009	995321	1.00000000	AGF420 remplace DRIP OGF305	VALIDATIONS SEPA	0.000		0.00	0.00	AGF CDN H/Y BD  /D/N	300002	0.00	01/25/2010	09/30/2009	BD88	Dividends	AGF420	42.182	6.060	CAD	0.00	0.00	0.00	0.00	0.00	0.000	65,578.45
300002-NA	DIV	08/31/2009	995576	1.09550000	GGF412 remplace DRIP TRI375	VALIDATIONS SEPA	0.000		0.00	0.00	BMOG US MNY MKT   /N	300002	0.00	01/25/2010	08/31/2009	BD88	Dividends	GGF412	3.325	10.000	USD	0.00	0.00	0.00	0.00	0.00	0.000	65,578.45
300002-NA	DIV	08/31/2009	986031	1.00000000	DRIP TML207 remplace OGF207	VALIDATIONS SEPA	0.000		0.00	0.00	F/T MNY MKY       /N	300002	0.00	01/25/2010	08/31/2009	BD88	Dividends	TML204	0.899	10.000	CAD	0.00	0.00	0.00	0.00	0.00	0.000	65,578.45
300002-NA	TRF	08/11/2009	078336	1.00000000	TRF-in ferme le short cree un lot unmatched	VALIDATIONS SEPA	0.000		0.00	0.00	BOMBARDIER INC CL-B  SV	300002	3,248.00	01/25/2010	08/11/2009	BD88	Transfer	BBD.B	800	2.500	CAD	0.00	0.00	0.00	0.00	0.00	0.000	65,578.45
300002-NA	VEN	08/10/2009	078336	1.00000000	Vente cree un short	VALIDATIONS SEPA	0.000		221.10	0.00	BOMBARDIER INC CL-B  SV	300002	0.00	01/25/2010	08/05/2009	BD88	Sell	BBD.B	(300)	4.000	CAD	1,189.50	10.00	221.10	0.00	0.50	0.000	65,578.45
300002-NA	DIV	08/01/2009	460009	1.00000000	DRIP NA	VALIDATIONS SEPA	0.000		0.00	0.00	NATIONAL BANK OF CDA	300002	0.00	01/25/2010	08/01/2009	BD88	Dividends	NA	5	58.110	CAD	0.00	0.00	0.00	0.00	0.00	0.000	64,388.95
300002-NA	DIV	08/01/2009	460009	1.00000000	Dividende de NA	VALIDATIONS SEPA	0.000		0.00	0.00	NATIONAL BANK OF CDA	300002	0.00	01/25/2010	08/01/2009	BD88	Dividends	NA	0	0.000	CAD	19.45	0.00	0.00	0.00	0.00	0.000	64,388.95
300002-NA	DIV	07/31/2009	995576	1.07950000	GGF412 remplace DRIP TRI375	VALIDATIONS SEPA	0.000		0.00	0.00	BMOG US MNY MKT   /N	300002	0.00	01/25/2010	07/31/2009	BD88	Dividends	GGF412	3.292	10.000	USD	0.00	0.00	0.00	0.00	0.00	0.000	64,369.50
300002-NA	DIV	07/31/2009	986031	1.00000000	DRIP TML207 remplace OGF207	VALIDATIONS SEPA	0.000		0.00	0.00	F/T MNY MKY       /N	300002	0.00	01/25/2010	07/31/2009	BD88	Dividends	TML204	2.520	10.000	CAD	0.00	0.00	0.00	0.00	0.00	0.000	64,369.50
300002-NA	DIV	06/30/2009	986031	1.00000000	DRIP TML207 remplace OGF207	VALIDATIONS SEPA	0.000		0.00	0.00	F/T MNY MKY       /N	300002	0.00	01/25/2010	06/30/2009	BD88	Dividends	TML204	1.737	10.000	CAD	0.00	0.00	0.00	0.00	0.00	0.000	64,369.50
300002-NA	DIV	06/30/2009	995576	1.16250000	GGF412 remplace DRIP TRI375	VALIDATIONS SEPA	0.000		0.00	0.00	BMOG US MNY MKT   /N	300002	0.00	01/25/2010	06/30/2009	BD88	Dividends	GGF412	3.257	10.000	USD	0.00	0.00	0.00	0.00	0.00	0.000	64,369.50
300002-NA	DIV	05/31/2009	995576	1.09500000	GGF412 remplace DRIP TRI375	VALIDATIONS SEPA	0.000		0.00	0.00	BMOG US MNY MKT   /N	300002	0.00	01/25/2010	05/31/2009	BD88	Dividends	GGF412	3.283	10.000	USD	0.00	0.00	0.00	0.00	0.00	0.000	64,369.50
300002-NA	DIV	05/29/2009	986031	1.00000000	DRIP TML207 remplace OGF207	VALIDATIONS SEPA	0.000		0.00	0.00	F/T MNY MKY       /N	300002	0.00	01/25/2010	05/29/2009	BD88	Dividends	TML204	3.684	10.000	CAD	0.00	0.00	0.00	0.00	0.00	0.000	64,369.50
300002-NA	VEN	06/01/2009	388548	1.00000000	Short LB courus négatifs	VALIDATIONS SEPA	0.000		0.00	0.00	LAURENTIAN BANK OF CANADA	300002	0.00	01/25/2010	05/28/2009	BD88	Sell	LB	(100)	30.000	CAD	3,000.00	0.00	0.00	0.00	0.00	0.000	64,369.50
300002-NA	DIV	04/30/2009	986031	1.00000000	DRIP TML207 remplace OGF207	VALIDATIONS SEPA	0.000		0.00	0.00	F/T MNY MKY       /N	300002	0.00	01/25/2010	04/30/2009	BD88	Dividends	TML204	4.675	10.000	CAD	0.00	0.00	0.00	0.00	0.00	0.000	61,369.50
300002-NA	DIV	04/30/2009	995576	1.19450000	GGF412 remplace DRIP TRI375	VALIDATIONS SEPA	0.000		0.00	0.00	BMOG US MNY MKT   /N	300002	0.00	01/25/2010	04/30/2009	BD88	Dividends	GGF412	3.175	10.000	USD	0.00	0.00	0.00	0.00	0.00	0.000	61,369.50
300002-NA	REM	04/14/2009	P45616	1.21000000	Export 20090414 remplace Remb bon du trésor US	VALIDATIONS SEPA	0.000		0.00	0.00	EXPORT DEV C/P U$  14AP09	300002	0.00	01/25/2010	04/14/2009	BD88	Redemption	P45616	(10,000)	100.000	USD	12,100.00	0.00	0.00	0.00	0.00	0.000	61,369.50
300002-NA	REC	04/03/2009	550160	1.00000000	Réception POW	VALIDATIONS SEPA	0.000		0.00	0.00	POWER CORP OF CANADA SV	300002	20,720.00	01/25/2010	04/03/2009	BD88	Receipt	POW	1,000	41.990	CAD	0.00	0.00	0.00	0.00	0.00	0.000	49,269.50
300002-NA	ACH	04/06/2009	078336	1.00000000	Achat	VALIDATIONS SEPA	0.000		0.00	0.00	BOMBARDIER INC CL-B  SV	300002	0.00	01/25/2010	04/01/2009	BD88	Buy	BBD.B	240	3.000	CAD	(730.50)	10.00	0.00	0.00	0.50	0.000	49,269.50
300002-NA	TRF	04/01/2009	995321	1.00000000	TRF-in	VALIDATIONS SEPA	0.000		0.00	0.00	AGF CDN H/Y BD  /D/N	300002	10,199.89	01/25/2010	04/01/2009	BD88	Transfer	AGF420	1,868.112	0.000	CAD	0.00	0.00	0.00	0.00	0.00	0.000	50,000.00
300002-NA	TRF	04/01/2009	986031	1.00000000	TRF-in	VALIDATIONS SEPA	0.000		0.00	0.00	F/T MNY MKY       /N	300002	10,000.00	01/25/2010	04/01/2009	BD88	Transfer	TML204	1,000.000	0.000	CAD	0.00	0.00	0.00	0.00	0.00	0.000	50,000.00
300002-NA	TRF	04/01/2009	460009	1.00000000	TRF-in	VALIDATIONS SEPA	0.000		0.00	0.00	NATIONAL BANK OF CDA	300002	20,940.00	01/25/2010	04/01/2009	BD88	Transfer	NA	500	0.000	CAD	0.00	0.00	0.00	0.00	0.00	0.000	50,000.00
300002-NA	TRF	04/01/2009	995576	1.26150000	TRF-in	VALIDATIONS SEPA	0.000		0.00	0.00	BMOG US MNY MKT   /N	300002	11,984.25	01/25/2010	04/01/2009	BD88	Transfer	GGF412	950.000	0.000	USD	0.00	0.00	0.00	0.00	0.00	0.000	50,000.00
300002-NA	TRF	04/01/2009	R13369	1.26150000	TRF-in	VALIDATIONS SEPA	0.000		0.00	0.00	ALCAN INC U$  5.2% 15JA14	300002	10,788.19	01/25/2010	04/01/2009	BD88	Transfer	R13369	10,000	0.000	USD	0.00	0.00	0.00	0.00	0.00	0.000	50,000.00
300002-NA	TRF	04/01/2009	B87545	1.00000000	TRF-in	VALIDATIONS SEPA	0.000		0.00	0.00	PROV B.C.     5.7% 18JN29	300002	11,128.16	01/25/2010	04/01/2009	BD88	Transfer	B87545	10,000	0.000	CAD	0.00	0.00	0.00	0.00	0.00	0.000	50,000.00
300002-NA	TRF	04/01/2009	993928	1.00000000	TRF-in	VALIDATIONS SEPA	0.000		0.00	0.00	CI GL VAL U$    /D/N	300002	879.27	01/25/2010	04/01/2009	BD88	Transfer	CIG580	100.000	0.000	CAD	0.00	0.00	0.00	0.00	0.00	0.000	50,000.00
300002-NA	TRF	04/01/2009	975243	1.00000000	TRF-in	VALIDATIONS SEPA	0.000		0.00	0.00	FID GL ASST ALLC-S/N	300002	6,645.38	01/25/2010	04/01/2009	BD88	Transfer	FID259	1,001.564	0.000	CAD	0.00	0.00	0.00	0.00	0.00	0.000	50,000.00
300002-NA	TRF	04/01/2009	M85972	1.00000000	TRF-in	VALIDATIONS SEPA	0.000		0.00	0.00	PRIN-QUEBEC         1AP26	300002	3,888.90	01/25/2010	04/01/2009	BD88	Transfer	M85972	10,000	30.000	CAD	0.00	0.00	0.00	0.00	0.00	0.000	50,000.00
300002-NA	TRF	04/01/2009	M22762	1.26150000	TRF-in	VALIDATIONS SEPA	0.000		0.00	0.00	INT-HYDRO QUE  U$  13JA13	300002	22,406.01	01/25/2010	04/01/2009	BD88	Transfer	M22762	20,000	80.000	USD	0.00	0.00	0.00	0.00	0.00	0.000	50,000.00
300002-NA	TRF	04/01/2009	221374	1.00000000	TRF-in	VALIDATIONS SEPA	0.000		0.00	0.00	DISNEY WALT COMPANY	300002	11,851.79	01/25/2010	04/01/2009	BD88	Transfer	DIS	500	20.000	CAD	0.00	0.00	0.00	0.00	0.00	0.000	50,000.00
300002-NA	TRF	04/01/2009	P45616	1.26150000	TRF-in	VALIDATIONS SEPA	0.000		0.00	0.00	EXPORT DEV C/P U$  14AP09	300002	12,613.23	01/25/2010	04/01/2009	BD88	Transfer	P45616	10,000	0.000	USD	0.00	0.00	0.00	0.00	0.00	0.000	50,000.00
300002-NA	TRF	04/01/2009	059960	1.00000000	TRF-in ABX	VALIDATIONS SEPA	0.000		0.00	0.00	BARRICK GOLD CORP	300002	21,400.00	01/25/2010	04/01/2009	BD88	Transfer	ABX	500	23.540	CAD	0.00	0.00	0.00	0.00	0.00	0.000	50,000.00
300002-NA	TRF	04/01/2009	359131	1.00000000	TRF-in JC Grp	VALIDATIONS SEPA	0.000		0.00	0.00	JEAN COUTU GRP-A SV	300002	3,935.00	01/25/2010	04/01/2009	BD88	Transfer	PJC.A	500	16.440	CAD	0.00	0.00	0.00	0.00	0.00	0.000	50,000.00
300002-NA	DEP	04/01/2009		1.00000000	Depot	VALIDATIONS SEPA	0.000		0.00	0.00	BALANCE ( CAD )	300002	50,000.00	01/25/2010	04/01/2009	BD88	Deposit	1CAD	0.00	0.000	CAD	50,000.00	0.00	0.00	0.00	0.00	0.000	50,000.00
300001-NA	ACH	01/28/2010	X05707	1.00000000	Achat Settle futur BD	VALIDATIONS CALC	0.000		0.00	0.00	TALISMAN EN  4.44% 27JA11	300001	0.00	01/25/2010	01/25/2010	BD88	Buy	X05707	10,000	103.010	CAD	(10,302.73)	103.00	0.00	(1.23)	0.50	0.000	105,843.52
300001-NA	ACH	01/27/2010	744310	1.05800000	Yahoo remplace ToysRUs	VALIDATIONS CALC	0.000		0.00	0.00	YAHOO INC	300001	0.00	01/25/2010	01/25/2010	BD88	Buy	YHOO	500	15.850	USD	(8,464.40)	79.25	0.00	0.00	0.50	0.000	116,146.25
300001-NA	ACH	01/27/2010	436714	1.00000000	Achat Methanex	VALIDATIONS CALC	0.000		0.00	0.00	METHANEX CORP	300001	0.00	01/25/2010	01/25/2010	BD88	Buy	MX	145	24.750	CAD	(3,625.13)	35.88	0.00	0.00	0.50	0.000	124,610.65
300001-NA	VEN	01/27/2010	102032	1.05800000	Vente CBS settle 11	VALIDATIONS CALC	0.000		2,062.52	0.00	CBS CORP-CL B	300001	0.00	01/25/2010	01/25/2010	BD88	Sell	CBS	(250)	13.330	USD	3,559.62	33.33	2,062.52	0.00	0.50	0.000	128,235.78
300001-NA	TRF	01/19/2010	086986	1.75529000	BAB remplace TRF-out Brit-Air	VALIDATIONS CALC	0.000		0.00	0.00	BRITISH AIRWYS SPON ADR	300001	(3,415.92)	01/25/2010	01/19/2010	BD88	Transfer	BAB	(100)	32.000	USD	0.00	0.00	0.00	0.00	0.00	0.000	124,676.16
300001-NA	DIV	01/19/2010	221374	1.00000000	Dividende DISNEY	VALIDATIONS CALC	0.000		0.00	0.00	DISNEY WALT COMPANY	300001	0.00	01/25/2010	01/19/2010	BD88	Dividends	DIS	0	0.000	CAD	19.95	0.00	0.00	0.00	0.00	0.000	124,676.16
300001-NA	DIV	01/19/2010	221374	1.03200000	DRIP DISNEY	VALIDATIONS CALC	0.000		0.00	0.00	DISNEY WALT COMPANY	300001	0.00	01/25/2010	01/19/2010	BD88	Dividends	DIS	5	31.010	USD	0.00	0.00	0.00	0.00	0.00	0.000	124,656.21
300001-NA	EXP	01/16/2010	802708	1.00000000	Expiration de l'option CALL	VALIDATIONS CALC	0.000		(1,707.40)	0.00	CALL-100 NA        JAN@60	300001	0.00	01/25/2010	01/16/2010	BD88	Expiration	NA.AL	(10)	0.000	CAD	0.00	0.00	(1,707.40)	0.00	0.00	0.000	124,656.21
300001-NA	DIV	01/15/2010	070623	1.00000000	Dividende	VALIDATIONS CALC	0.000		0.00	0.00	BCE INC	300001	0.00	01/25/2010	01/15/2010	BD88	Dividends	BCE	0	0.000	CAD	81.00	0.00	0.00	0.00	0.00	0.000	124,656.21
300001-NA	DIV	01/14/2010	377331	1.00000000	Kraft remplace Div Dofasco	VALIDATIONS CALC	0.000		0.00	0.00	KRAFT FOODS INC CL-A	300001	0.00	01/25/2010	01/14/2010	BD88	Dividends	KFT	0	0.000	CAD	145.00	0.00	0.00	0.00	0.00	0.000	124,575.21
300001-NA	ACH	01/14/2010	X05707	1.00000000	Achat Settle futur BD	VALIDATIONS CALC	0.000		0.00	0.00	TALISMAN EN  4.44% 27JA11	300001	0.00	01/25/2010	01/11/2010	BD88	Buy	X05707	10,000	103.140	CAD	(10,520.82)	103.00	0.00	(206.32)	0.50	0.000	124,430.21
300001-NA	RET	01/04/2010		1.00000000	retrait	VALIDATIONS CALC	0.000		0.00	0.00	BALANCE ( CAD )	300001	(5,000.00)	01/25/2010	01/04/2010	BD88	Withdrawal	1CAD	0.00	0.000	CAD	(5,000.00)	0.00	0.00	0.00	0.00	0.000	134,951.03
300001-NA	VEN	12/31/2009	460009	1.00000000	Vente BN (gain) reste div. courus	VALIDATIONS CALC	0.000		9,041.50	0.00	NATIONAL BANK OF CDA	300001	0.00	01/25/2010	12/31/2009	BD88	Sell	NA	(510)	60.000	CAD	30,906.50	306.00	9,041.50	0.00	0.50	0.000	139,951.03
300001-NA	FEE	12/31/2009		1.00000000	Frais annuels du compte	VALIDATIONS CALC	0.000		0.00	0.00	BALANCE ( CAD )	300001	0.00	01/25/2010	12/31/2009	BD88	Fees	1CAD	0.00	0.000	CAD	(125.00)	0.00	0.00	0.00	0.00	0.000	109,044.53
300001-NA	DIV	12/31/2009	986031	1.00000000	DRIP TML207 remplace OGF207	VALIDATIONS CALC	0.000		0.00	0.00	F/T MNY MKY       /N	300001	0.00	01/25/2010	12/31/2009	BD88	Dividends	TML204	1.787	10.000	CAD	0.00	0.00	0.00	0.00	0.00	0.000	109,169.53
300001-NA	VEN	01/06/2010	880516	1.00000000	Vente WTS	VALIDATIONS CALC	0.000		8,181.00	0.00	WTS-CDN WESTERN BK 2MAR14	300001	0.00	01/25/2010	12/31/2009	BD88	Sell	CWB.WT	(100)	8.500	CAD	8,585.50	8.00	8,181.00	0.00	0.50	0.000	109,169.53
300001-NA	ACH	01/05/2010	102032	1.23000000	Achat CBS Corp - vente settle janv	VALIDATIONS CALC	0.000		0.00	0.00	CBS CORP-CL B	300001	0.00	01/25/2010	12/31/2009	BD88	Buy	CBS	500	4.750	USD	(2,994.21)	72.46	0.00	0.00	0.50	0.000	100,584.03
300001-NA	ACH	01/04/2010	995576	1.06000000	GGF412 remplace TRI375	VALIDATIONS CALC	0.000		0.00	0.00	BMOG US MNY MKT   /N	300001	0.00	01/25/2010	12/30/2009	BD88	Buy	GGF412	300.000	10.000	USD	(3,210.50)	30.00	0.00	0.00	0.00	0.000	103,578.24
300001-NA	ACH	12/31/2009	R13369	1.04000000	Oblig ALCAN remplace NY tel	VALIDATIONS CALC	0.000		0.00	0.00	ALCAN INC U$  5.2% 15JA14	300001	0.00	01/25/2010	12/29/2009	BD88	Buy	R13369	2,000	105.000	USD	(2,234.17)	105.00	0.00	(49.67)	0.50	0.000	106,788.74
300001-NA	VEN	12/28/2009	040585	1.00000000	AOT remplace Netgraphe (perte)	VALIDATIONS CALC	0.000		(2,081.00)	0.00	ASCOT RES LTD	300001	0.00	01/25/2010	12/24/2009	BD88	Sell	AOT	(10,000)	0.300	CAD	2,969.50	30.00	(2,081.00)	0.00	0.50	0.000	109,022.91
300001-NA	VEN	12/24/2009	599751	1.00000000	SAP remplace Transalta suite à l'assignation	VALIDATIONS CALC	0.000		926.20	0.00	SAPUTO INC	300001	0.00	01/25/2010	12/22/2009	BD88	Sell	SAP	(100)	30.000	CAD	3,030.50	30.00	926.20	0.00	0.50	0.000	106,053.41
300001-NA	ASS	12/22/2009	79538U	1.00000000	Assignation CALL SAP	VALIDATIONS CALC	0.000		197.50	0.00	CALL-100 SAP       APR@29	300001	0.00	01/25/2010	12/22/2009	BD88	Assignment	SAP.DC	1	0.000	CAD	0.00	0.00	197.50	0.00	0.00	0.000	103,022.91
300001-NA	VEN	12/22/2009	995321	1.00000000	AGF420 remplace Fond ODONNEL	VALIDATIONS CALC	0.000		956.88	0.00	AGF CDN H/Y BD  /D/N	300001	0.00	01/25/2010	12/18/2009	BD88	Sell	AGF420	(1,998.201)	6.150	CAD	12,165.55	122.88	162.37	0.00	0.50	0.000	103,022.91
300001-NA	INT	12/18/2009	B87545	1.00000000	Interet PROV C.B. 5.7%18JN29	VALIDATIONS CALC	0.000		0.00	0.00	PROV B.C.     5.7% 18JN29	300001	0.00	01/25/2010	12/18/2009	BD88	Interest	B87545	0	0.000	CAD	285.00	0.00	0.00	0.00	0.00	0.000	90,857.36
300001-NA	JNL	12/17/2009	306362	1.00000000	CGI remplace Correction AXCAN	VALIDATIONS CALC	0.000		0.00	0.00	CGI GROUP INC-A SV	300001	1,421.00	01/25/2010	12/17/2009	BD88	Journal Entry	GIB.A	100	14.250	CAD	0.00	0.00	0.00	0.00	0.00	0.000	90,572.36
300001-NA	ACH	12/18/2009	882147	1.00000000	WTS-CITADEL remplace WTS Cambior	VALIDATIONS CALC	0.000		0.00	0.00	WTS-CITADEL INCM T/U2DC11	300001	0.00	01/25/2010	12/16/2009	BD88	Buy	CTF.WT	10,000	0.330	CAD	(3,333.50)	33.00	0.00	0.00	0.50	0.000	90,572.36
300001-NA	ACH	12/18/2009	306362	1.00000000	CGI remplace AXCAN - Test de correction	VALIDATIONS CALC	0.000		0.00	0.00	CGI GROUP INC-A SV	300001	0.00	01/25/2010	12/16/2009	BD88	Buy	GIB.A	100	14.250	CAD	(2,879.00)	28.50	0.00	0.00	0.50	0.000	93,905.86
300001-NA	DIV	12/15/2009	059960	1.00000000	Div ABX	VALIDATIONS CALC	0.000		0.00	0.00	BARRICK GOLD CORP	300001	0.00	01/25/2010	12/15/2009	BD88	Dividends	ABX	0	0.000	CAD	106.05	0.00	0.00	0.00	0.00	0.000	96,784.86
300001-NA	ACH	12/15/2009	Y23105	1.00000000	FRANCE EUR remplace Bundes	VALIDATIONS CALC	0.000		0.00	0.00	FRANCE EUR(OAT)3.4%25JL29	300001	0.00	01/25/2010	12/11/2009	BD88	Buy	Y23105	10,000	227.000	CAD	(22,922.66)	227.00	0.00	(222.16)	0.50	0.000	96,678.81
300001-NA	ACH	12/11/2009	L05144	1.00000000	ACC BANC remplace bon du trésor CAD	VALIDATIONS CALC	0.000		0.00	0.00	NBC BA              9MR10	300001	0.00	01/25/2010	12/09/2009	BD88	Buy	L05144	20,000	99.900	CAD	(19,980.50)	194.00	0.00	0.00	0.50	0.000	119,601.47
300001-NA	ACH	12/13/2009	A10662	1.00000000	2e Achat CSB	VALIDATIONS CALC	0.000		0.00	0.00	CSB CS52        2%  1NV17	300001	0.00	01/25/2010	12/08/2009	BD88	Buy	CSBCS52	1,000	160.000	CAD	(1,600.50)	16.00	0.00	0.00	0.50	0.000	139,581.97
300001-NA	ACH	12/08/2009	416516	1.00000000	MFC remplace BCE exercise du CALL	VALIDATIONS CALC	0.000		0.00	0.00	MANULIFE FINANCIAL CORP	300001	0.00	01/25/2010	12/04/2009	BD88	Buy	MFC	100	18.000	CAD	(1,818.50)	18.00	0.00	0.00	0.50	0.000	141,182.47
300001-NA	EXE	12/04/2009	832566	1.00000000	MFC remplace Exercise CALL BCE	VALIDATIONS CALC	0.000		(1,010.50)	0.00	CALL-100 MFC'11     JAN@9	300001	0.00	01/25/2010	12/04/2009	BD88	Exercise	VCF.AZ	(1)	0.000	CAD	0.00	0.00	(1,010.50)	0.00	0.00	0.000	143,000.97
300001-NA	ACH	12/03/2009	U63676	1.00000000	OTF remplace CSB RS47	VALIDATIONS CALC	0.000		0.00	0.00	QUE FRB  R  4.25%A  3OC13	300001	0.00	01/25/2010	12/01/2009	BD88	Buy	U63676	10,000	100.000	CAD	(10,071.50)	100.00	0.00	(71.00)	0.50	0.000	143,000.97
300001-NA	ACH	12/03/2009	070623	1.00000000	Achat BCE	VALIDATIONS CALC	0.000		0.00	0.00	BCE INC	300001	0.00	01/25/2010	12/01/2009	BD88	Buy	BCE	100	28.000	CAD	(2,828.50)	28.00	0.00	0.00	0.50	0.000	153,072.47
300001-NA	DIV	11/30/2009	986031	1.00000000	DRIP TML207 remplace OGF207	VALIDATIONS CALC	0.000		0.00	0.00	F/T MNY MKY       /N	300001	0.00	01/25/2010	11/30/2009	BD88	Dividends	TML204	0.862	10.000	CAD	0.00	0.00	0.00	0.00	0.00	0.000	155,900.97
