Titre	Taux	Source	Règlement	Portion de l'intérêt	Note	Nom	No client	Mouv. d'enc.	Invest. unit. manuel	Ind. VM	G/P cap. investi	Description	Traitement	Transaction	Code de CP	Type	Symbole	Quantité	Prix	Total	Commission	Gains/Pertes	Int. courus	Frais	PBR manuel	Solde	No de compte
995576	1,00000000	TRF	2009/04/01	0,00	TRF-in	VALIDATIONS SEPA	300002	9 500,00	0,000		0,00	BMOG MCH MON AMER /N	2010/01/25	2009/04/01	BD88	Transfert	GGF412	950,000	0,000	0,00	0,00	0,00	0,00	0,00	0,000	50 000,00	300002-OB
R13369	1,00000000	TRF	2009/04/01	0,00	TRF-in	VALIDATIONS SEPA	300002	8 550,97	0,000		0,00	ALCAN INC U$  5.2% 15JA14	2010/01/25	2009/04/01	BD88	Transfert	R13369	10 000	0,000	0,00	0,00	0,00	0,00	0,00	0,000	50 000,00	300002-OB
B87545	0,79270709	TRF	2009/04/01	0,00	TRF-in	VALIDATIONS SEPA	300002	8 821,37	0,000		0,00	PROV C.B.     5.7% 18JN29	2010/01/25	2009/04/01	BD88	Transfert	B87545	10 000	0,000	0,00	0,00	0,00	0,00	0,00	0,000	50 000,00	300002-OB
993928	0,79270709	TRF	2009/04/01	0,00	TRF-in	VALIDATIONS SEPA	300002	697,00	0,000		0,00	CI VAL MDL U$   /S/N	2010/01/25	2009/04/01	BD88	Transfert	CIG580	100,000	0,000	0,00	0,00	0,00	0,00	0,00	0,000	50 000,00	300002-OB
975243	0,79270709	TRF	2009/04/01	0,00	TRF-in	VALIDATIONS SEPA	300002	5 267,84	0,000		0,00	FID REP ACT MDL-S /N	2010/01/25	2009/04/01	BD88	Transfert	FID259	1 001,564	0,000	0,00	0,00	0,00	0,00	0,00	0,000	50 000,00	300002-OB
M85972	0,79270709	TRF	2009/04/01	0,00	TRF-in	VALIDATIONS SEPA	300002	3 082,76	0,000		0,00	PRIN-QUEBEC         1AV26	2010/01/25	2009/04/01	BD88	Transfert	M85972	10 000	0,000	0,00	0,00	0,00	0,00	0,00	0,000	50 000,00	300002-OB
M22762	1,00000000	TRF	2009/04/01	0,00	TRF-in	VALIDATIONS SEPA	300002	17 761,40	0,000		0,00	INT-HYDRO QUE  U$  13JA13	2010/01/25	2009/04/01	BD88	Transfert	M22762	20 000	0,000	0,00	0,00	0,00	0,00	0,00	0,000	50 000,00	300002-OB
221374	0,79270709	TRF	2009/04/01	0,00	TRF-in	VALIDATIONS SEPA	300002	9 395,00	0,000		0,00	DISNEY WALT COMPANY	2010/01/25	2009/04/01	BD88	Transfert	DIS	500	0,000	0,00	0,00	0,00	0,00	0,00	0,000	50 000,00	300002-OB
P45616	1,00000000	TRF	2009/04/01	0,00	TRF-in	VALIDATIONS SEPA	300002	9 998,60	0,000		0,00	EXPORT DEV P/C U$  14AV09	2010/01/25	2009/04/01	BD88	Transfert	P45616	10 000	0,000	0,00	0,00	0,00	0,00	0,00	0,000	50 000,00	300002-OB
059960	0,79270709	TRF	2009/04/01	0,00	TRF-in ABX	VALIDATIONS SEPA	300002	16 963,93	0,000		0,00	BARRICK GOLD CORP	2010/01/25	2009/04/01	BD88	Transfert	ABX	500	0,000	0,00	0,00	0,00	0,00	0,00	0,000	50 000,00	300002-OB
359131	0,79270709	TRF	2009/04/01	0,00	TRF-in JC Grp	VALIDATIONS SEPA	300002	3 119,30	0,000		0,00	JEAN COUTU GRP-A SV	2010/01/25	2009/04/01	BD88	Transfert	PJC.A	500	0,000	0,00	0,00	0,00	0,00	0,00	0,000	50 000,00	300002-OB
	1,00000000	DEP	2009/04/01	0,00	Depot	VALIDATIONS SEPA	300002	50 000,00	0,000		0,00	SOLDE ( USD )	2010/01/25	2009/04/01	BD88	Dépôt	1USD	0,00	0,000	50 000,00	0,00	0,00	0,00	0,00	0,000	50 000,00	300002-OB
416516	1,00000000	TRF	2009/12/30	0,00	MFC TRF-IN from 300001NA	VALIDATIONS SEPA	300002	3 844,00	0,000		0,00	FINANCIERE MANUVIE CORP	2010/01/26	2009/12/30	BD88	Transfert	MFC	200	0,000	0,00	0,00	0,00	0,00	0,00	0,000	66 396,95	300002-NA
	1,00000000	TRF	2009/11/30	0,00	TRF-IN from 300001NA	VALIDATIONS SEPA	300002	5 200,00	0,000		0,00	SOLDE ( CAD )	2010/01/26	2009/11/30	BD88	Transfert	1CAD	0,00	0,000	5 200,00	0,00	0,00	0,00	0,00	0,000	59 391,07	300002-NA
078336	1,00000000	VEN	2010/01/25	0,00	Vente cree un short	VALIDATIONS SEPA	300002	0,00	0,000		0,00	BOMBARDIER INC CL-B  SV	2010/01/25	2010/01/20	BD88	Vente	BBD.B	(240)	5,500	1 309,50	10,00	0,00	0,00	0,50	0,000	101 122,40	300002-NA
086986	1,75529000	TRF	2010/01/19	0,00	BAB remplace TRF-out short	VALIDATIONS SEPA	300002	(3 415,92)	0,000		0,00	BRITISH AIRWYS SPON ADR	2010/01/25	2010/01/19	BD88	Transfert	BAB	(100)	0,000	0,00	0,00	0,00	0,00	0,00	0,000	99 812,90	300002-NA
221374	1,00000000	DIV	2010/01/19	0,00	Dividende DISNEY	VALIDATIONS SEPA	300002	0,00	0,000		0,00	DISNEY WALT COMPANY	2010/01/25	2010/01/19	BD88	Dividendes	DIS	0	0,000	19,95	0,00	0,00	0,00	0,00	0,000	99 812,90	300002-NA
221374	1,03200000	DIV	2010/01/19	0,00	DRIP DISNEY	VALIDATIONS SEPA	300002	0,00	0,000		0,00	DISNEY WALT COMPANY	2010/01/25	2010/01/19	BD88	Dividendes	DIS	5	31,010	0,00	0,00	0,00	0,00	0,00	0,000	99 792,95	300002-NA
078336	1,00000000	VEN	2010/01/11	0,00	Vente cree un short	VALIDATIONS SEPA	300002	0,00	0,000		0,00	BOMBARDIER INC CL-B  SV	2010/01/25	2010/01/06	BD88	Vente	BBD.B	(500)	5,000	2 489,50	10,00	0,00	0,00	0,50	0,000	99 792,95	300002-NA
460009	1,00000000	VEN	2009/12/31	0,00	Vente BN (gain) reste div. courus	VALIDATIONS SEPA	300002	0,00	0,000		0,00	BANQUE NATIONALE DU CDA	2010/01/25	2009/12/31	BD88	Vente	NA	(510)	60,000	30 906,50	306,00	0,00	0,00	0,50	0,000	97 303,45	300002-NA
986031	1,00000000	DIV	2009/12/31	0,00	DRIP TML207 remplace OGF207	VALIDATIONS SEPA	300002	0,00	0,000		0,00	F/T MCH MON       /N	2010/01/25	2009/12/31	BD88	Dividendes	TML204	1,787	10,000	0,00	0,00	0,00	0,00	0,00	0,000	66 396,95	300002-NA
995576	1,06000000	ACH	2010/01/04	0,00	GGF412 remplace TRI375	VALIDATIONS SEPA	300002	0,00	0,000		0,00	BMOG MCH MON AMER /N	2010/01/25	2009/12/30	BD88	Achat	GGF412	300,000	10,000	(3 210,50)	30,00	0,00	0,00	0,00	0,000	66 396,95	300002-NA
R13369	1,04000000	ACH	2009/12/31	0,00	Oblig ALCAN remplace NY tel	VALIDATIONS SEPA	300002	0,00	0,000		0,00	ALCAN INC U$  5.2% 15JA14	2010/01/25	2009/12/29	BD88	Achat	R13369	2 000	105,000	(2 234,17)	105,00	0,00	(49,67)	0,50	0,000	69 607,45	300002-NA
995321	1,00000000	VEN	2009/12/22	0,00	AGF420 remplace Fond ODONNEL	VALIDATIONS SEPA	300002	0,00	0,000		0,00	AGF OBL CDN R/E /S/N	2010/01/25	2009/12/18	BD88	Vente	AGF420	(1 998,201)	6,150	12 165,55	122,88	0,00	0,00	0,50	0,000	71 841,62	300002-NA
B87545	1,00000000	INT	2009/12/18	0,00	Interet PROV C.B. 5.7%18JN29	VALIDATIONS SEPA	300002	0,00	0,000		0,00	PROV C.B.     5.7% 18JN29	2010/01/25	2009/12/18	BD88	Intérêts	B87545	0	0,000	285,00	0,00	0,00	0,00	0,00	0,000	59 676,07	300002-NA
986031	1,00000000	DIV	2009/11/30	0,00	DRIP TML207 remplace OGF207	VALIDATIONS SEPA	300002	0,00	0,000		0,00	F/T MCH MON       /N	2010/01/25	2009/11/30	BD88	Dividendes	TML204	0,862	10,000	0,00	0,00	0,00	0,00	0,00	0,000	54 191,07	300002-NA
995321	1,00000000	DIV	2009/11/30	0,00	AGF420 remplace DRIP OGF305	VALIDATIONS SEPA	300002	0,00	0,000		0,00	AGF OBL CDN R/E /S/N	2010/01/25	2009/11/30	BD88	Dividendes	AGF420	44,352	6,150	0,00	0,00	0,00	0,00	0,00	0,000	54 191,07	300002-NA
B87545	1,00000000	ACH	2009/11/05	0,00	2e achat PROV CB	VALIDATIONS SEPA	300002	0,00	0,000		0,00	PROV C.B.     5.7% 18JN29	2010/01/25	2009/11/03	BD88	Achat	B87545	10 000	112,000	(11 418,53)	112,00	0,00	(218,03)	0,50	0,000	54 191,07	300002-NA
460009	1,00000000	DIV	2009/11/01	0,00	DRIP NA	VALIDATIONS SEPA	300002	0,00	0,000		0,00	BANQUE NATIONALE DU CDA	2010/01/25	2009/11/01	BD88	Dividendes	NA	5	56,390	0,00	0,00	0,00	0,00	0,00	0,000	65 609,60	300002-NA
460009	1,00000000	DIV	2009/11/01	0,00	Dividende de NA	VALIDATIONS SEPA	300002	0,00	0,000		0,00	BANQUE NATIONALE DU CDA	2010/01/25	2009/11/01	BD88	Dividendes	NA	0	0,000	31,15	0,00	0,00	0,00	0,00	0,000	65 609,60	300002-NA
995576	1,08000000	DIV	2009/10/31	0,00	GGF412 remplace DRIP TRI375	VALIDATIONS SEPA	300002	0,00	0,000		0,00	BMOG MCH MON AMER /N	2010/01/25	2009/10/31	BD88	Dividendes	GGF412	3,331	10,000	0,00	0,00	0,00	0,00	0,00	0,000	65 578,45	300002-NA
986031	1,00000000	DIV	2009/10/30	0,00	DRIP TML207 remplace OGF207	VALIDATIONS SEPA	300002	0,00	0,000		0,00	F/T MCH MON       /N	2010/01/25	2009/10/30	BD88	Dividendes	TML204	0,834	10,000	0,00	0,00	0,00	0,00	0,00	0,000	65 578,45	300002-NA
995321	1,00000000	DIV	2009/10/30	0,00	AGF420 remplace DRIP OGF305	VALIDATIONS SEPA	300002	0,00	0,000		0,00	AGF OBL CDN R/E /S/N	2010/01/25	2009/10/30	BD88	Dividendes	AGF420	43,555	6,110	0,00	0,00	0,00	0,00	0,00	0,000	65 578,45	300002-NA
995576	1,07000000	DIV	2009/09/30	0,00	GGF412 remplace DRIP TRI375	VALIDATIONS SEPA	300002	0,00	0,000		0,00	BMOG MCH MON AMER /N	2010/01/25	2009/09/30	BD88	Dividendes	GGF412	3,210	10,000	0,00	0,00	0,00	0,00	0,00	0,000	65 578,45	300002-NA
986031	1,00000000	DIV	2009/09/30	0,00	DRIP TML207 remplace OGF207	VALIDATIONS SEPA	300002	0,00	0,000		0,00	F/T MCH MON       /N	2010/01/25	2009/09/30	BD88	Dividendes	TML204	0,833	10,000	0,00	0,00	0,00	0,00	0,00	0,000	65 578,45	300002-NA
995321	1,00000000	DIV	2009/09/30	0,00	AGF420 remplace DRIP OGF305	VALIDATIONS SEPA	300002	0,00	0,000		0,00	AGF OBL CDN R/E /S/N	2010/01/25	2009/09/30	BD88	Dividendes	AGF420	42,182	6,060	0,00	0,00	0,00	0,00	0,00	0,000	65 578,45	300002-NA
995576	1,09550000	DIV	2009/08/31	0,00	GGF412 remplace DRIP TRI375	VALIDATIONS SEPA	300002	0,00	0,000		0,00	BMOG MCH MON AMER /N	2010/01/25	2009/08/31	BD88	Dividendes	GGF412	3,325	10,000	0,00	0,00	0,00	0,00	0,00	0,000	65 578,45	300002-NA
986031	1,00000000	DIV	2009/08/31	0,00	DRIP TML207 remplace OGF207	VALIDATIONS SEPA	300002	0,00	0,000		0,00	F/T MCH MON       /N	2010/01/25	2009/08/31	BD88	Dividendes	TML204	0,899	10,000	0,00	0,00	0,00	0,00	0,00	0,000	65 578,45	300002-NA
078336	1,00000000	TRF	2009/08/11	0,00	TRF-in ferme le short cree un lot unmatched	VALIDATIONS SEPA	300002	3 248,00	0,000		0,00	BOMBARDIER INC CL-B  SV	2010/01/25	2009/08/11	BD88	Transfert	BBD.B	800	0,000	0,00	0,00	0,00	0,00	0,00	0,000	65 578,45	300002-NA
078336	1,00000000	VEN	2009/08/10	0,00	Vente cree un short	VALIDATIONS SEPA	300002	0,00	0,000		221,10	BOMBARDIER INC CL-B  SV	2010/01/25	2009/08/05	BD88	Vente	BBD.B	(300)	4,000	1 189,50	10,00	221,10	0,00	0,50	0,000	65 578,45	300002-NA
460009	1,00000000	DIV	2009/08/01	0,00	DRIP NA	VALIDATIONS SEPA	300002	0,00	0,000		0,00	BANQUE NATIONALE DU CDA	2010/01/25	2009/08/01	BD88	Dividendes	NA	5	58,110	0,00	0,00	0,00	0,00	0,00	0,000	64 388,95	300002-NA
460009	1,00000000	DIV	2009/08/01	0,00	Dividende de NA	VALIDATIONS SEPA	300002	0,00	0,000		0,00	BANQUE NATIONALE DU CDA	2010/01/25	2009/08/01	BD88	Dividendes	NA	0	0,000	19,45	0,00	0,00	0,00	0,00	0,000	64 388,95	300002-NA
995576	1,07950000	DIV	2009/07/31	0,00	GGF412 remplace DRIP TRI375	VALIDATIONS SEPA	300002	0,00	0,000		0,00	BMOG MCH MON AMER /N	2010/01/25	2009/07/31	BD88	Dividendes	GGF412	3,292	10,000	0,00	0,00	0,00	0,00	0,00	0,000	64 369,50	300002-NA
986031	1,00000000	DIV	2009/07/31	0,00	DRIP TML207 remplace OGF207	VALIDATIONS SEPA	300002	0,00	0,000		0,00	F/T MCH MON       /N	2010/01/25	2009/07/31	BD88	Dividendes	TML204	2,520	10,000	0,00	0,00	0,00	0,00	0,00	0,000	64 369,50	300002-NA
986031	1,00000000	DIV	2009/06/30	0,00	DRIP TML207 remplace OGF207	VALIDATIONS SEPA	300002	0,00	0,000		0,00	F/T MCH MON       /N	2010/01/25	2009/06/30	BD88	Dividendes	TML204	1,737	10,000	0,00	0,00	0,00	0,00	0,00	0,000	64 369,50	300002-NA
995576	1,16250000	DIV	2009/06/30	0,00	GGF412 remplace DRIP TRI375	VALIDATIONS SEPA	300002	0,00	0,000		0,00	BMOG MCH MON AMER /N	2010/01/25	2009/06/30	BD88	Dividendes	GGF412	3,257	10,000	0,00	0,00	0,00	0,00	0,00	0,000	64 369,50	300002-NA
995576	1,09500000	DIV	2009/05/31	0,00	GGF412 remplace DRIP TRI375	VALIDATIONS SEPA	300002	0,00	0,000		0,00	BMOG MCH MON AMER /N	2010/01/25	2009/05/31	BD88	Dividendes	GGF412	3,283	10,000	0,00	0,00	0,00	0,00	0,00	0,000	64 369,50	300002-NA
986031	1,00000000	DIV	2009/05/29	0,00	DRIP TML207 remplace OGF207	VALIDATIONS SEPA	300002	0,00	0,000		0,00	F/T MCH MON       /N	2010/01/25	2009/05/29	BD88	Dividendes	TML204	3,684	10,000	0,00	0,00	0,00	0,00	0,00	0,000	64 369,50	300002-NA
388548	1,00000000	VEN	2009/06/01	0,00	Short LB courus négatifs	VALIDATIONS SEPA	300002	0,00	0,000		0,00	BANQUE LAURENTIENNE CDA	2010/01/25	2009/05/28	BD88	Vente	LB	(100)	30,000	3 000,00	0,00	0,00	0,00	0,00	0,000	64 369,50	300002-NA
986031	1,00000000	DIV	2009/04/30	0,00	DRIP TML207 remplace OGF207	VALIDATIONS SEPA	300002	0,00	0,000		0,00	F/T MCH MON       /N	2010/01/25	2009/04/30	BD88	Dividendes	TML204	4,675	10,000	0,00	0,00	0,00	0,00	0,00	0,000	61 369,50	300002-NA
995576	1,19450000	DIV	2009/04/30	0,00	GGF412 remplace DRIP TRI375	VALIDATIONS SEPA	300002	0,00	0,000		0,00	BMOG MCH MON AMER /N	2010/01/25	2009/04/30	BD88	Dividendes	GGF412	3,175	10,000	0,00	0,00	0,00	0,00	0,00	0,000	61 369,50	300002-NA
P45616	1,21000000	REM	2009/04/14	0,00	Export 20090414 remplace Remb bon du trésor US	VALIDATIONS SEPA	300002	0,00	0,000		0,00	EXPORT DEV P/C U$  14AV09	2010/01/25	2009/04/14	BD88	Remboursement	P45616	(10 000)	100,000	12 100,00	0,00	0,00	0,00	0,00	0,000	61 369,50	300002-NA
550160	1,00000000	REC	2009/04/03	0,00	Réception POW	VALIDATIONS SEPA	300002	20 720,00	0,000		0,00	POWER CORP OF CANADA SV	2010/01/25	2009/04/03	BD88	Réception	POW	1 000	0,000	0,00	0,00	0,00	0,00	0,00	0,000	49 269,50	300002-NA
078336	1,00000000	ACH	2009/04/06	0,00	Achat	VALIDATIONS SEPA	300002	0,00	0,000		0,00	BOMBARDIER INC CL-B  SV	2010/01/25	2009/04/01	BD88	Achat	BBD.B	240	3,000	(730,50)	10,00	0,00	0,00	0,50	0,000	49 269,50	300002-NA
995321	1,00000000	TRF	2009/04/01	0,00	TRF-in	VALIDATIONS SEPA	300002	10 199,89	0,000		0,00	AGF OBL CDN R/E /S/N	2010/01/25	2009/04/01	BD88	Transfert	AGF420	1 868,112	0,000	0,00	0,00	0,00	0,00	0,00	0,000	50 000,00	300002-NA
986031	1,00000000	TRF	2009/04/01	0,00	TRF-in	VALIDATIONS SEPA	300002	10 000,00	0,000		0,00	F/T MCH MON       /N	2010/01/25	2009/04/01	BD88	Transfert	TML204	1 000,000	0,000	0,00	0,00	0,00	0,00	0,00	0,000	50 000,00	300002-NA
460009	1,00000000	TRF	2009/04/01	0,00	TRF-in	VALIDATIONS SEPA	300002	20 940,00	0,000		0,00	BANQUE NATIONALE DU CDA	2010/01/25	2009/04/01	BD88	Transfert	NA	500	0,000	0,00	0,00	0,00	0,00	0,00	0,000	50 000,00	300002-NA
995576	1,26150000	TRF	2009/04/01	0,00	TRF-in	VALIDATIONS SEPA	300002	11 984,25	0,000		0,00	BMOG MCH MON AMER /N	2010/01/25	2009/04/01	BD88	Transfert	GGF412	950,000	0,000	0,00	0,00	0,00	0,00	0,00	0,000	50 000,00	300002-NA
R13369	1,26150000	TRF	2009/04/01	0,00	TRF-in	VALIDATIONS SEPA	300002	10 787,06	0,000		0,00	ALCAN INC U$  5.2% 15JA14	2010/01/25	2009/04/01	BD88	Transfert	R13369	10 000	0,000	0,00	0,00	0,00	0,00	0,00	0,000	50 000,00	300002-NA
B87545	1,00000000	TRF	2009/04/01	0,00	TRF-in	VALIDATIONS SEPA	300002	11 128,16	0,000		0,00	PROV C.B.     5.7% 18JN29	2010/01/25	2009/04/01	BD88	Transfert	B87545	10 000	0,000	0,00	0,00	0,00	0,00	0,00	0,000	50 000,00	300002-NA
993928	1,00000000	TRF	2009/04/01	0,00	TRF-in	VALIDATIONS SEPA	300002	879,27	0,000		0,00	CI VAL MDL U$   /S/N	2010/01/25	2009/04/01	BD88	Transfert	CIG580	100,000	0,000	0,00	0,00	0,00	0,00	0,00	0,000	50 000,00	300002-NA
975243	1,00000000	TRF	2009/04/01	0,00	TRF-in	VALIDATIONS SEPA	300002	6 645,38	0,000		0,00	FID REP ACT MDL-S /N	2010/01/25	2009/04/01	BD88	Transfert	FID259	1 001,564	0,000	0,00	0,00	0,00	0,00	0,00	0,000	50 000,00	300002-NA
M85972	1,00000000	TRF	2009/04/01	0,00	TRF-in	VALIDATIONS SEPA	300002	3 888,90	0,000		0,00	PRIN-QUEBEC         1AV26	2010/01/25	2009/04/01	BD88	Transfert	M85972	10 000	0,000	0,00	0,00	0,00	0,00	0,00	0,000	50 000,00	300002-NA
M22762	1,26150000	TRF	2009/04/01	0,00	TRF-in	VALIDATIONS SEPA	300002	22 406,01	0,000		0,00	INT-HYDRO QUE  U$  13JA13	2010/01/25	2009/04/01	BD88	Transfert	M22762	20 000	0,000	0,00	0,00	0,00	0,00	0,00	0,000	50 000,00	300002-NA
221374	1,00000000	TRF	2009/04/01	0,00	TRF-in	VALIDATIONS SEPA	300002	11 851,79	0,000		0,00	DISNEY WALT COMPANY	2010/01/25	2009/04/01	BD88	Transfert	DIS	500	0,000	0,00	0,00	0,00	0,00	0,00	0,000	50 000,00	300002-NA
P45616	1,26150000	TRF	2009/04/01	0,00	TRF-in	VALIDATIONS SEPA	300002	12 613,23	0,000		0,00	EXPORT DEV P/C U$  14AV09	2010/01/25	2009/04/01	BD88	Transfert	P45616	10 000	0,000	0,00	0,00	0,00	0,00	0,00	0,000	50 000,00	300002-NA
059960	1,00000000	TRF	2009/04/01	0,00	TRF-in ABX	VALIDATIONS SEPA	300002	21 400,00	0,000		0,00	BARRICK GOLD CORP	2010/01/25	2009/04/01	BD88	Transfert	ABX	500	0,000	0,00	0,00	0,00	0,00	0,00	0,000	50 000,00	300002-NA
359131	1,00000000	TRF	2009/04/01	0,00	TRF-in JC Grp	VALIDATIONS SEPA	300002	3 935,00	0,000		0,00	JEAN COUTU GRP-A SV	2010/01/25	2009/04/01	BD88	Transfert	PJC.A	500	0,000	0,00	0,00	0,00	0,00	0,00	0,000	50 000,00	300002-NA
	1,00000000	DEP	2009/04/01	0,00	Depot	VALIDATIONS SEPA	300002	50 000,00	0,000		0,00	SOLDE ( CAD )	2010/01/25	2009/04/01	BD88	Dépôt	1CAD	0,00	0,000	50 000,00	0,00	0,00	0,00	0,00	0,000	50 000,00	300002-NA
416516	1,00000000	TRF	2009/12/30	0,00	MFC TRF-OUT to 300002NA	VALIDATIONS CALC	300001	(3 844,00)	0,000		0,00	FINANCIERE MANUVIE CORP	2010/01/26	2009/12/30	BD88	Transfert	MFC	(200)	0,000	0,00	0,00	0,00	0,00	0,00	0,000	98 427,74	300001-NA
	1,00000000	TRF	2009/11/30	0,00	TRF-OUT to 300002NA	VALIDATIONS CALC	300001	(5 200,00)	0,000		0,00	SOLDE ( CAD )	2010/01/26	2009/11/30	BD88	Transfert	1CAD	0,00	0,000	(5 200,00)	0,00	0,00	0,00	0,00	0,000	140 750,47	300001-NA
X05707	1,00000000	ACH	2010/01/28	0,00	Achat Settle futur BD	VALIDATIONS CALC	300001	0,00	0,000		0,00	TALISMAN EN  4.44% 27JA11	2010/01/25	2010/01/25	BD88	Achat	X05707	10 000	103,010	(10 302,73)	103,00	0,00	(1,23)	0,50	0,000	100 693,02	300001-NA
744310	1,05800000	ACH	2010/01/27	0,00	Yahoo remplace ToysRUs	VALIDATIONS CALC	300001	0,00	0,000		0,00	YAHOO INC	2010/01/25	2010/01/25	BD88	Achat	YHOO	500	15,850	(8 464,40)	79,25	0,00	0,00	0,50	0,000	110 995,75	300001-NA
436714	1,00000000	ACH	2010/01/27	0,00	Achat Methanex	VALIDATIONS CALC	300001	0,00	0,000		0,00	METHANEX CORP	2010/01/25	2010/01/25	BD88	Achat	MX	145	24,750	(3 625,13)	35,88	0,00	0,00	0,50	0,000	119 460,15	300001-NA
102032	1,05800000	VEN	2010/01/27	0,00	Vente CBS settle 11	VALIDATIONS CALC	300001	0,00	0,000		2 062,52	CBS CORP-CL B	2010/01/25	2010/01/25	BD88	Vente	CBS	(250)	13,330	3 559,62	33,33	2 062,52	0,00	0,50	0,000	123 085,28	300001-NA
086986	1,75529000	TRF	2010/01/19	0,00	BAB remplace TRF-out Brit-Air	VALIDATIONS CALC	300001	(3 415,92)	0,000		0,00	BRITISH AIRWYS SPON ADR	2010/01/25	2010/01/19	BD88	Transfert	BAB	(100)	32,000	0,00	0,00	0,00	0,00	0,00	0,000	119 525,66	300001-NA
221374	1,00000000	DIV	2010/01/19	0,00	Dividende DISNEY	VALIDATIONS CALC	300001	0,00	0,000		0,00	DISNEY WALT COMPANY	2010/01/25	2010/01/19	BD88	Dividendes	DIS	0	0,000	19,95	0,00	0,00	0,00	0,00	0,000	119 525,66	300001-NA
221374	1,03200000	DIV	2010/01/19	0,00	DRIP DISNEY	VALIDATIONS CALC	300001	0,00	0,000		0,00	DISNEY WALT COMPANY	2010/01/25	2010/01/19	BD88	Dividendes	DIS	5	31,010	0,00	0,00	0,00	0,00	0,00	0,000	119 505,71	300001-NA
802708	1,00000000	EXP	2010/01/16	0,00	Expiration de l'option CALL	VALIDATIONS CALC	300001	0,00	0,000		(1 707,40)	CALL-100 NA        JAN@60	2010/01/25	2010/01/16	BD88	Expiration	NA.AL	(10)	0,000	0,00	0,00	(1 707,40)	0,00	0,00	0,000	119 505,71	300001-NA
070623	1,00000000	DIV	2010/01/15	0,00	Dividende	VALIDATIONS CALC	300001	0,00	0,000		0,00	BCE INC	2010/01/25	2010/01/15	BD88	Dividendes	BCE	0	0,000	81,00	0,00	0,00	0,00	0,00	0,000	119 505,71	300001-NA
377331	1,00000000	DIV	2010/01/14	0,00	Kraft remplace Div Dofasco	VALIDATIONS CALC	300001	0,00	0,000		0,00	KRAFT FOODS INC CL-A	2010/01/25	2010/01/14	BD88	Dividendes	KFT	0	0,000	145,00	0,00	0,00	0,00	0,00	0,000	119 424,71	300001-NA
X05707	1,00000000	ACH	2010/01/14	0,00	Achat Settle futur BD	VALIDATIONS CALC	300001	0,00	0,000		0,00	TALISMAN EN  4.44% 27JA11	2010/01/25	2010/01/11	BD88	Achat	X05707	10 000	103,140	(10 520,82)	103,00	0,00	(206,32)	0,50	0,000	119 279,71	300001-NA
	1,00000000	RET	2010/01/04	0,00	retrait	VALIDATIONS CALC	300001	(5 000,00)	0,000		0,00	SOLDE ( CAD )	2010/01/25	2010/01/04	BD88	Retrait	1CAD	0,00	0,000	(5 000,00)	0,00	0,00	0,00	0,00	0,000	129 800,53	300001-NA
460009	1,00000000	VEN	2009/12/31	0,00	Vente BN (gain) reste div. courus	VALIDATIONS CALC	300001	0,00	0,000		9 614,00	BANQUE NATIONALE DU CDA	2010/01/25	2009/12/31	BD88	Vente	NA	(510)	60,000	30 906,50	306,00	9 041,50	0,00	0,50	0,000	134 800,53	300001-NA
	1,00000000	FEE	2009/12/31	0,00	Frais annuels du compte	VALIDATIONS CALC	300001	0,00	0,000		0,00	SOLDE ( CAD )	2010/01/25	2009/12/31	BD88	Frais	1CAD	0,00	0,000	(125,00)	0,00	0,00	0,00	0,00	0,000	103 894,03	300001-NA
986031	1,00000000	DIV	2009/12/31	0,00	DRIP TML207 remplace OGF207	VALIDATIONS CALC	300001	0,00	0,000		0,00	F/T MCH MON       /N	2010/01/25	2009/12/31	BD88	Dividendes	TML204	1,787	10,000	0,00	0,00	0,00	0,00	0,00	0,000	104 019,03	300001-NA
880516	1,00000000	VEN	2010/01/06	0,00	Vente WTS	VALIDATIONS CALC	300001	0,00	0,000		8 181,00	WTS-CDN WESTERN BK 2MAR14	2010/01/25	2009/12/31	BD88	Vente	CWB.WT	(100)	8,500	8 585,50	8,00	8 181,00	0,00	0,50	0,000	104 019,03	300001-NA
102032	1,23000000	ACH	2010/01/05	0,00	Achat CBS Corp - vente settle janv	VALIDATIONS CALC	300001	0,00	0,000		0,00	CBS CORP-CL B	2010/01/25	2009/12/31	BD88	Achat	CBS	500	4,750	(2 994,21)	72,46	0,00	0,00	0,50	0,000	95 433,53	300001-NA
995576	1,06000000	ACH	2010/01/04	0,00	GGF412 remplace TRI375	VALIDATIONS CALC	300001	0,00	0,000		0,00	BMOG MCH MON AMER /N	2010/01/25	2009/12/30	BD88	Achat	GGF412	300,000	10,000	(3 210,50)	30,00	0,00	0,00	0,00	0,000	98 427,74	300001-NA
R13369	1,04000000	ACH	2009/12/31	0,00	Oblig ALCAN remplace NY tel	VALIDATIONS CALC	300001	0,00	0,000		0,00	ALCAN INC U$  5.2% 15JA14	2010/01/25	2009/12/29	BD88	Achat	R13369	2 000	105,000	(2 234,17)	105,00	0,00	(49,67)	0,50	0,000	101 638,24	300001-NA
040585	1,00000000	VEN	2009/12/28	0,00	AOT remplace Netgraphe (perte)	VALIDATIONS CALC	300001	0,00	0,000		(2 081,00)	ASCOT RES LTD	2010/01/25	2009/12/24	BD88	Vente	AOT	(10 000)	0,300	2 969,50	30,00	(2 081,00)	0,00	0,50	0,000	103 872,41	300001-NA
