Acct. No.	Processing	Transaction	IA Code	Type	Symbol	Quantity	Price	Cur.	Total	Commission	Gains/Losses	Accrued Int.	Fees	Manual ACB	Cash Balance
300008-NA	01/25/2010	04/01/2009	BD88	Buy	P45616	10,000	98.000	USD	(12,348.50)	123.48	0.00	0.00	0.50	0.000	137,651.50
300008-NA	01/25/2010	04/01/2009	BD88	Deposit	1CAD	0.00	0.000	CAD	150,000.00	0.00	0.00	0.00	0.00	0.000	150,000.00
300007-OB	01/25/2010	08/17/2009	BD88	Buy	R13369	10,000	97.000	USD	(9,747.13)	99.00	5.74	(46.63)	0.50	0.000	476,961.48
300007-OB	01/25/2010	08/17/2009	BD88	Sell	R13369	(10,000)	98.000	USD	9,752.87	103.00	0.00	46.63	0.50	0.000	486,708.61
300007-OB	01/25/2010	08/17/2009	BD88	Sell	R13369	(10,000)	98.000	USD	9,752.87	103.00	99.00	46.63	0.50	0.000	476,955.74
300007-OB	01/25/2010	08/17/2009	BD88	Buy	R13369	10,000	97.000	USD	(9,747.13)	99.00	0.00	(46.63)	0.50	0.000	467,202.87
300007-OB	01/25/2010	05/05/2009	BD88	Buy	DIS	500	23.140	USD	(11,593.50)	23.00	5.00	0.00	0.50	0.000	476,950.00
300007-OB	01/25/2010	05/05/2009	BD88	Sell	DIS	(500)	23.150	USD	11,598.50	23.00	0.00	0.00	0.50	0.000	488,543.50
300007-OB	01/25/2010	05/05/2009	BD88	Sell	DIS	(500)	23.150	USD	11,598.50	23.00	5.00	0.00	0.50	0.000	476,945.00
300007-OB	01/25/2010	05/05/2009	BD88	Buy	DIS	500	23.140	USD	(11,593.50)	23.00	0.00	0.00	0.50	0.000	465,346.50
300007-OB	01/25/2010	04/03/2009	BD88	Buy	M22762	20,000	88.230	USD	(17,646.50)	177.00	2.00	0.00	0.50	0.000	476,940.00
300007-OB	01/25/2010	04/03/2009	BD88	Sell	M22762	(20,000)	88.240	USD	17,648.50	490.00	0.00	0.00	0.50	0.000	494,586.50
300007-OB	01/25/2010	04/03/2009	BD88	Sell	M22762	(20,000)	88.240	USD	17,648.50	490.00	2.00	0.00	0.50	0.000	476,938.00
300007-OB	01/25/2010	04/03/2009	BD88	Buy	M22762	20,000	88.230	USD	(17,646.50)	177.00	0.00	0.00	0.50	0.000	459,289.50
300007-OB	01/25/2010	04/01/2009	BD88	Transfer	ABX	1,000	23.540	CAD	0.00	0.00	0.00	0.00	0.00	0.000	476,936.00
300007-OB	01/25/2010	04/01/2009	BD88	Sell	ABX	(1,000)	42.750	CAD	38,468.00	420.00	0.00	0.00	0.50	0.000	476,936.00
300007-OB	01/25/2010	04/01/2009	BD88	Sell	ABX	(1,000)	42.750	CAD	38,468.00	420.00	0.00	0.00	0.50	0.000	438,468.00
300007-OB	01/25/2010	04/01/2009	BD88	Transfer	ABX	1,000	0.000	CAD	0.00	0.00	0.00	0.00	0.00	0.000	400,000.00
300007-OB	01/25/2010	04/01/2009	BD88	Deposit	1USD	0.00	0.000	USD	400,000.00	0.00	0.00	0.00	0.00	0.000	400,000.00
300007-NA	01/25/2010	12/31/2009	BD88	Transfer	ABX	500	23.540	CAD	0.00	0.00	0.00	0.00	0.00	0.000	447,859.00
300007-NA	01/25/2010	12/31/2009	BD88	Transfer	ABX	500	23.540	CAD	0.00	0.00	0.00	0.00	0.00	0.000	447,859.00
300007-NA	01/25/2010	12/29/2009	BD88	Sell	ABX	(500)	41.500	CAD	20,791.50	41.00	0.00	0.00	0.50	0.000	447,859.00
300007-NA	01/25/2010	12/29/2009	BD88	Sell	ABX	(500)	41.500	CAD	20,791.50	41.00	0.00	0.00	0.50	0.000	427,067.50
300007-NA	01/25/2010	04/07/2009	BD88	Sell	M85972	(10,000)	38.250	USD	3,825.50	38.00	25.00	0.00	0.50	0.000	406,276.00
300007-NA	01/25/2010	04/07/2009	BD88	Buy	M85972	10,000	38.000	CAD	(3,800.50)	47.00	0.00	0.00	0.50	0.000	402,450.50
300007-NA	01/25/2010	04/07/2009	BD88	Buy	M85972	10,000	38.000	CAD	(3,800.50)	47.00	25.00	0.00	0.50	0.000	406,251.00
300007-NA	01/25/2010	04/07/2009	BD88	Sell	M85972	(10,000)	38.250	USD	3,825.50	38.00	0.00	0.00	0.50	0.000	410,051.50
300007-NA	01/25/2010	04/03/2009	BD88	Sell	NA	(500)	42.530	CAD	21,307.50	42.00	15.00	0.00	0.50	0.000	406,226.00
300007-NA	01/25/2010	04/03/2009	BD88	Buy	NA	500	42.500	CAD	(21,292.50)	42.00	0.00	0.00	0.50	0.000	384,918.50
300007-NA	01/25/2010	04/03/2009	BD88	Buy	NA	500	42.500	CAD	(21,292.50)	42.00	15.00	0.00	0.50	0.000	406,211.00
300007-NA	01/25/2010	04/03/2009	BD88	Sell	NA	(500)	42.530	CAD	21,307.50	42.00	0.00	0.00	0.50	0.000	427,503.50
300007-NA	01/25/2010	04/03/2009	BD88	Sell	DIS	(500)	30.000	USD	15,592.50	157.00	3,098.00	0.00	0.50	0.000	406,196.00
300007-NA	01/25/2010	04/03/2009	BD88	Buy	DIS	500	19.990	USD	(12,494.50)	200.00	0.00	0.00	0.50	0.000	390,603.50
300007-NA	01/25/2010	04/03/2009	BD88	Buy	DIS	500	19.990	USD	(12,494.50)	200.00	3,098.00	0.00	0.50	0.000	403,098.00
300007-NA	01/25/2010	04/03/2009	BD88	Sell	DIS	(500)	30.000	USD	15,592.50	157.00	0.00	0.00	0.50	0.000	415,592.50
300007-NA	01/25/2010	04/01/2009	BD88	Deposit	1CAD	0.00	0.000	CAD	400,000.00	0.00	0.00	0.00	0.00	0.000	400,000.00
300006-OB	01/25/2010	01/21/2010	BD88	Sell	M22762	(5,000)	93.500	USD	4,908.25	93.00	327.52	0.00	0.50	0.000	17,804.38
300006-OB	01/25/2010	01/19/2010	BD88	Dividends	DIS	0	0.000	USD	19.95	0.00	0.00	0.00	0.00	0.000	12,896.13
300006-OB	01/25/2010	01/19/2010	BD88	Dividends	DIS	5	31.010	USD	0.00	0.00	0.00	0.00	0.00	0.000	12,876.18
300006-OB	01/25/2010	01/11/2010	BD88	Transfer	B55444	10,000	0.000	USD	0.00	0.00	0.00	0.00	0.00	0.000	12,876.18
300006-OB	01/25/2010	01/11/2010	BD88	Transfer	A36754	10,000	0.000	USD	0.00	0.00	0.00	0.00	0.00	0.000	12,876.18
300006-OB	01/25/2010	01/11/2010	BD88	Transfer	AA	1,000	0.000	USD	0.00	0.00	0.00	0.00	0.00	0.000	12,876.18
300006-OB	01/25/2010	12/31/2009	BD88	Sell	NA	(510)	60.000	CAD	32,436.50	306.00	5,638.34	0.00	0.50	0.000	12,876.18
300006-OB	01/25/2010	12/30/2009	BD88	Buy	GGF412	300.000	10.000	USD	(3,030.00)	30.00	0.00	0.00	0.00	0.000	(19,560.32)
300006-OB	01/25/2010	12/29/2009	BD88	Buy	R13369	2,000	105.000	USD	(2,148.26)	105.00	0.00	(47.76)	0.50	0.000	(16,530.32)
300006-OB	01/25/2010	12/23/2009	BD88	Buy	M22762	10,000	93.000	USD	(9,300.50)	93.00	0.00	0.00	0.50	0.000	(14,382.06)
300006-OB	01/25/2010	11/01/2009	BD88	Dividends	NA	5	56.390	CAD	0.00	0.00	0.00	0.00	0.00	0.000	(5,081.56)
300006-OB	01/25/2010	11/01/2009	BD88	Dividends	NA	0	0.000	USD	31.15	0.00	0.00	0.00	0.00	0.000	(5,081.56)
300006-OB	01/25/2010	10/31/2009	BD88	Dividends	GGF412	3.331	10.000	USD	0.00	0.00	0.00	0.00	0.00	0.000	(5,112.71)
300006-OB	01/25/2010	09/30/2009	BD88	Dividends	GGF412	3.210	10.000	USD	0.00	0.00	0.00	0.00	0.00	0.000	(5,112.71)
300006-OB	01/25/2010	08/31/2009	BD88	Dividends	GGF412	3.325	10.000	USD	0.00	0.00	0.00	0.00	0.00	0.000	(5,112.71)
300006-OB	01/25/2010	08/17/2009	BD88	Buy	R13369	10,000	99.582	USD	(10,008.16)	99.00	0.00	(49.46)	0.50	0.000	(5,112.71)
300006-OB	01/25/2010	08/01/2009	BD88	Dividends	NA	5	58.110	CAD	0.00	0.00	0.00	0.00	0.00	0.000	4,895.45
300006-OB	01/25/2010	08/01/2009	BD88	Dividends	NA	0	0.000	USD	19.45	0.00	0.00	0.00	0.00	0.000	4,895.45
300006-OB	01/25/2010	07/31/2009	BD88	Dividends	GGF412	3.292	10.000	USD	0.00	0.00	0.00	0.00	0.00	0.000	4,876.00
300006-OB	01/25/2010	06/30/2009	BD88	Dividends	GGF412	3.257	10.000	USD	0.00	0.00	0.00	0.00	0.00	0.000	4,876.00
300006-OB	01/25/2010	05/31/2009	BD88	Dividends	GGF412	3.283	10.000	USD	0.00	0.00	0.00	0.00	0.00	0.000	4,876.00
300006-OB	01/25/2010	05/06/2009	BD88	Buy	AGU	500	53.000	CAD	(30,240.50)	500.00	0.00	0.00	0.50	0.000	4,876.00
300006-OB	01/25/2010	05/06/2009	BD88	Buy	FXY	100	101.000	USD	(10,100.50)	101.00	0.00	0.00	0.50	0.000	35,116.50
300006-OB	01/25/2010	04/30/2009	BD88	Dividends	GGF412	3.175	10.000	USD	0.00	0.00	0.00	0.00	0.00	0.000	45,217.00
300006-OB	01/25/2010	04/14/2009	BD88	Redemption	P45616	(20,000)	100.000	USD	20,000.00	0.00	0.00	0.00	0.00	0.000	45,217.00
300006-OB	01/25/2010	04/06/2009	BD88	Buy	P45616	10,000	99.900	USD	(9,900.50)	99.00	0.00	0.00	0.50	0.000	25,217.00
300006-OB	01/25/2010	04/06/2009	BD88	Buy	AGU	500	48.000	CAD	(31,505.50)	480.00	0.00	0.00	0.50	0.000	35,117.50
300006-OB	01/25/2010	04/03/2009	BD88	Buy	M22762	20,000	88.500	USD	(17,700.50)	177.00	0.00	0.00	0.50	0.000	66,623.00
300006-OB	01/25/2010	04/03/2009	BD88	Buy	GGF412	950.000	10.000	USD	(9,595.00)	95.00	0.00	0.00	0.00	0.000	84,323.50
300006-OB	01/25/2010	04/03/2009	BD88	Buy	NA	500	42.500	CAD	(26,180.00)	42.00	0.00	0.00	0.50	0.000	93,918.50
300006-OB	01/25/2010	04/03/2009	BD88	Buy	DIS	500	20.000	USD	(10,200.50)	200.00	0.00	0.00	0.50	0.000	120,098.50
300006-OB	01/25/2010	04/03/2009	BD88	Buy	FXY	100	99.000	USD	(9,900.50)	99.00	0.00	0.00	0.50	0.000	130,299.00
300006-OB	01/25/2010	04/01/2009	BD88	Buy	P45616	10,000	98.000	USD	(9,800.50)	98.00	0.00	0.00	0.50	0.000	140,199.50
300006-OB	01/25/2010	04/01/2009	BD88	Deposit	1USD	0.00	0.000	USD	150,000.00	0.00	0.00	0.00	0.00	0.000	150,000.00
300005-NA	01/25/2010	01/22/2010	BD88	Buy	B87545	10,000	112.700	CAD	(11,331.57)	112.00	0.00	(61.07)	0.50	0.000	49,951.27
300005-NA	01/25/2010	01/21/2010	BD88	Sell	M22762	(5,000)	93.500	USD	4,908.25	93.00	(451.66)	0.00	0.50	0.000	61,282.84
300005-NA	01/25/2010	01/20/2010	BD88	Buy	M61475	10,000	90.000	CAD	(9,000.50)	90.00	0.00	0.00	0.50	0.000	56,374.59
300005-NA	01/25/2010	01/14/2010	BD88	Sell	L05144	(10,000)	99.955	CAD	9,995.50	99.00	(1.44)	0.00	0.50	0.000	65,375.09
300005-NA	01/25/2010	12/23/2009	BD88	Buy	M22762	10,000	93.000	USD	(9,765.50)	93.00	0.00	0.00	0.50	0.000	55,379.59
300005-NA	01/25/2010	12/18/2009	BD88	Interest	B87545	0	0.000	CAD	285.00	0.00	0.00	0.00	0.00	0.000	65,145.09
300005-NA	01/25/2010	12/09/2009	BD88	Buy	L05144	20,000	99.900	CAD	(19,980.50)	194.00	0.00	0.00	0.50	0.000	64,860.09
300005-NA	01/25/2010	12/01/2009	BD88	Redemption	M89953	(20,000)	100.000	CAD	20,000.00	0.00	0.00	0.00	0.00	0.000	84,840.59
300005-NA	01/25/2010	10/01/2009	BD88	Buy	M89953	10,000	99.953	CAD	(9,995.80)	98.50	0.00	0.00	0.50	0.000	64,840.59
300005-NA	01/25/2010	05/14/2009	BD88	Redemption	A02479	(10,000)	100.000	CAD	10,000.00	0.00	0.00	0.00	0.00	0.000	74,836.39
300005-NA	01/25/2010	04/15/2009	BD88	Buy	L05144	20,000	99.960	CAD	(19,992.50)	199.00	0.00	0.00	0.50	0.000	64,836.39
300005-NA	01/25/2010	04/14/2009	BD88	Redemption	P45616	(20,000)	100.000	USD	24,200.00	0.00	0.00	0.00	0.00	0.000	84,828.89
300005-NA	01/25/2010	04/07/2009	BD88	Buy	M85972	10,000	37.000	CAD	(3,700.50)	47.00	0.00	0.00	0.50	0.000	60,628.89
300005-NA	01/25/2010	04/06/2009	BD88	Buy	P45616	10,000	99.900	USD	(12,388.10)	124.00	0.00	0.00	0.50	0.000	64,329.39
300005-NA	01/25/2010	04/03/2009	BD88	Buy	B87545	10,000	108.700	CAD	(11,215.01)	108.00	0.00	(344.51)	0.50	0.000	76,717.49
300005-NA	01/25/2010	04/03/2009	BD88	Buy	M61475	10,000	80.000	CAD	(8,000.50)	80.00	0.00	0.00	0.50	0.000	87,932.50
300005-NA	01/25/2010	04/03/2009	BD88	Buy	M22762	20,000	88.500	USD	(21,771.50)	177.00	0.00	0.00	0.50	0.000	95,933.00
300005-NA	01/25/2010	04/03/2009	BD88	Buy	M89953	10,000	99.500	CAD	(9,950.50)	98.50	0.00	0.00	0.50	0.000	117,704.50
300005-NA	01/25/2010	04/02/2009	BD88	Buy	A02479	10,000	99.960	CAD	(9,996.50)	99.96	0.00	0.00	0.50	0.000	127,655.00
300005-NA	01/25/2010	04/01/2009	BD88	Buy	P45616	10,000	98.000	USD	(12,348.50)	123.48	0.00	0.00	0.50	0.000	137,651.50
300005-NA	01/25/2010	04/01/2009	BD88	Deposit	1CAD	0.00	0.000	CAD	150,000.00	0.00	0.00	0.00	0.00	0.000	150,000.00
300002-OB	01/25/2010	01/21/2010	BD88	Sell	M22762	(5,000)	93.500	USD	4,674.50	490.00	0.00	0.00	0.50	0.000	89,929.28
300002-OB	01/25/2010	01/19/2010	BD88	Transfer	BAB	(100)	0.000	USD	0.00	0.00	0.00	0.00	0.00	0.000	85,254.78
300002-OB	01/25/2010	01/19/2010	BD88	Dividends	DIS	0	0.000	USD	19.95	0.00	0.00	0.00	0.00	0.000	85,254.78
300002-OB	01/25/2010	01/19/2010	BD88	Dividends	DIS	5	31.010	USD	0.00	0.00	0.00	0.00	0.00	0.000	85,234.83
300002-OB	01/25/2010	12/31/2009	BD88	Sell	NA	(510)	60.000	CAD	28,824.70	306.00	0.00	0.00	0.50	0.000	85,234.83
300002-OB	01/25/2010	12/31/2009	BD88	Dividends	TML204	1.787	10.000	CAD	0.00	0.00	0.00	0.00	0.00	0.000	56,410.13
300002-OB	01/25/2010	12/30/2009	BD88	Buy	GGF412	300.000	10.000	USD	(3,210.50)	30.00	0.00	0.00	0.00	0.000	56,410.13
300002-OB	01/25/2010	12/29/2009	BD88	Buy	R13369	2,000	105.000	USD	(2,148.26)	105.00	0.00	(47.76)	0.50	0.000	59,620.63
300002-OB	01/25/2010	12/18/2009	BD88	Sell	AGF420	(1,998.201)	6.150	CAD	12,165.55	122.88	0.00	0.00	0.50	0.000	61,768.89
300002-OB	01/25/2010	12/18/2009	BD88	Interest	B87545	0	0.000	USD	267.10	0.00	0.00	0.00	0.00	0.000	49,603.34
300002-OB	01/25/2010	11/30/2009	BD88	Dividends	TML204	0.862	10.000	CAD	0.00	0.00	0.00	0.00	0.00	0.000	49,336.24
300002-OB	01/25/2010	11/30/2009	BD88	Dividends	AGF420	44.352	6.150	CAD	0.00	0.00	0.00	0.00	0.00	0.000	49,336.24
300002-OB	01/25/2010	11/03/2009	BD88	Buy	B87545	10,000	112.000	CAD	(10,710.61)	112.00	0.00	(204.51)	0.50	0.000	49,336.24
300002-OB	01/25/2010	11/01/2009	BD88	Dividends	NA	5	56.390	CAD	0.00	0.00	0.00	0.00	0.00	0.000	60,046.85
300002-OB	01/25/2010	11/01/2009	BD88	Dividends	NA	0	0.000	CAD	28.84	0.00	0.00	0.00	0.00	0.000	60,046.85
300002-OB	01/25/2010	10/31/2009	BD88	Dividends	GGF412	3.331	10.000	USD	0.00	0.00	0.00	0.00	0.00	0.000	60,018.01
300002-OB	01/25/2010	10/30/2009	BD88	Dividends	TML204	0.834	10.000	CAD	0.00	0.00	0.00	0.00	0.00	0.000	60,018.01
300002-OB	01/25/2010	10/30/2009	BD88	Dividends	AGF420	43.555	6.110	CAD	0.00	0.00	0.00	0.00	0.00	0.000	60,018.01
300002-OB	01/25/2010	09/30/2009	BD88	Dividends	GGF412	3.210	10.000	USD	0.00	0.00	0.00	0.00	0.00	0.000	60,018.01
300002-OB	01/25/2010	09/30/2009	BD88	Dividends	TML204	0.833	10.000	CAD	0.00	0.00	0.00	0.00	0.00	0.000	60,018.01
300002-OB	01/25/2010	09/30/2009	BD88	Dividends	AGF420	42.182	6.060	CAD	0.00	0.00	0.00	0.00	0.00	0.000	60,018.01
300002-OB	01/25/2010	08/31/2009	BD88	Dividends	GGF412	3.325	10.000	USD	0.00	0.00	0.00	0.00	0.00	0.000	60,018.01
300002-OB	01/25/2010	08/31/2009	BD88	Dividends	TML204	0.899	10.000	CAD	0.00	0.00	0.00	0.00	0.00	0.000	60,018.01
300002-OB	01/25/2010	08/01/2009	BD88	Dividends	NA	5	58.110	CAD	0.00	0.00	0.00	0.00	0.00	0.000	60,018.01
300002-OB	01/25/2010	08/01/2009	BD88	Dividends	NA	0	0.000	USD	18.01	0.00	0.00	0.00	0.00	0.000	60,018.01
300002-OB	01/25/2010	07/31/2009	BD88	Dividends	GGF412	3.292	10.000	USD	0.00	0.00	0.00	0.00	0.00	0.000	60,000.00
300002-OB	01/25/2010	07/31/2009	BD88	Dividends	TML204	2.520	10.000	CAD	0.00	0.00	0.00	0.00	0.00	0.000	60,000.00
300002-OB	01/25/2010	06/30/2009	BD88	Dividends	TML204	1.737	10.000	CAD	0.00	0.00	0.00	0.00	0.00	0.000	60,000.00
300002-OB	01/25/2010	06/30/2009	BD88	Dividends	GGF412	3.257	10.000	USD	0.00	0.00	0.00	0.00	0.00	0.000	60,000.00
300002-OB	01/25/2010	05/31/2009	BD88	Dividends	GGF412	3.283	10.000	USD	0.00	0.00	0.00	0.00	0.00	0.000	60,000.00
300002-OB	01/25/2010	05/29/2009	BD88	Dividends	TML204	3.684	10.000	CAD	0.00	0.00	0.00	0.00	0.00	0.000	60,000.00
300002-OB	01/25/2010	04/30/2009	BD88	Dividends	TML204	4.675	10.000	CAD	0.00	0.00	0.00	0.00	0.00	0.000	60,000.00
300002-OB	01/25/2010	04/30/2009	BD88	Dividends	GGF412	3.175	10.000	USD	0.00	0.00	0.00	0.00	0.00	0.000	60,000.00
300002-OB	01/25/2010	04/14/2009	BD88	Redemption	P45616	(10,000)	100.000	USD	10,000.00	0.00	0.00	0.00	0.00	0.000	60,000.00
300002-OB	01/25/2010	04/03/2009	BD88	Receipt	POW	1,000	0.000	CAD	0.00	0.00	0.00	0.00	0.00	0.000	50,000.00
300002-OB	01/25/2010	04/01/2009	BD88	Transfer	AGF420	1,868.112	0.000	CAD	0.00	0.00	0.00	0.00	0.00	0.000	50,000.00
300002-OB	01/25/2010	04/01/2009	BD88	Transfer	TML204	1,000.000	0.000	CAD	0.00	0.00	0.00	0.00	0.00	0.000	50,000.00
300002-OB	01/25/2010	04/01/2009	BD88	Transfer	NA	500	0.000	CAD	0.00	0.00	0.00	0.00	0.00	0.000	50,000.00
300002-OB	01/25/2010	04/01/2009	BD88	Transfer	GGF412	950.000	0.000	USD	0.00	0.00	0.00	0.00	0.00	0.000	50,000.00
300002-OB	01/25/2010	04/01/2009	BD88	Transfer	R13369	10,000	0.000	USD	0.00	0.00	0.00	0.00	0.00	0.000	50,000.00
300002-OB	01/25/2010	04/01/2009	BD88	Transfer	B87545	10,000	0.000	CAD	0.00	0.00	0.00	0.00	0.00	0.000	50,000.00
300002-OB	01/25/2010	04/01/2009	BD88	Transfer	CIG580	100.000	0.000	CAD	0.00	0.00	0.00	0.00	0.00	0.000	50,000.00
300002-OB	01/25/2010	04/01/2009	BD88	Transfer	FID259	1,001.564	0.000	CAD	0.00	0.00	0.00	0.00	0.00	0.000	50,000.00
300002-OB	01/25/2010	04/01/2009	BD88	Transfer	M85972	10,000	0.000	CAD	0.00	0.00	0.00	0.00	0.00	0.000	50,000.00
300002-OB	01/25/2010	04/01/2009	BD88	Transfer	M22762	20,000	0.000	USD	0.00	0.00	0.00	0.00	0.00	0.000	50,000.00
300002-OB	01/25/2010	04/01/2009	BD88	Transfer	DIS	500	0.000	CAD	0.00	0.00	0.00	0.00	0.00	0.000	50,000.00
300002-OB	01/25/2010	04/01/2009	BD88	Transfer	P45616	10,000	0.000	USD	0.00	0.00	0.00	0.00	0.00	0.000	50,000.00
300002-OB	01/25/2010	04/01/2009	BD88	Transfer	ABX	500	0.000	CAD	0.00	0.00	0.00	0.00	0.00	0.000	50,000.00
300002-OB	01/25/2010	04/01/2009	BD88	Transfer	PJC.A	500	0.000	CAD	0.00	0.00	0.00	0.00	0.00	0.000	50,000.00
300002-OB	01/25/2010	04/01/2009	BD88	Deposit	1USD	0.00	0.000	USD	50,000.00	0.00	0.00	0.00	0.00	0.000	50,000.00
300002-NA	01/26/2010	12/30/2009	BD88	Transfer	MFC	200	0.000	CAD	0.00	0.00	0.00	0.00	0.00	0.000	66,396.95
300002-NA	01/26/2010	11/30/2009	BD88	Transfer	1CAD	0.00	0.000	CAD	5,200.00	0.00	0.00	0.00	0.00	0.000	59,391.07
300002-NA	01/25/2010	01/20/2010	BD88	Sell	BBD.B	(240)	5.500	CAD	1,309.50	10.00	0.00	0.00	0.50	0.000	101,122.40
300002-NA	01/25/2010	01/19/2010	BD88	Transfer	BAB	(100)	0.000	USD	0.00	0.00	0.00	0.00	0.00	0.000	99,812.90
300002-NA	01/25/2010	01/19/2010	BD88	Dividends	DIS	0	0.000	CAD	19.95	0.00	0.00	0.00	0.00	0.000	99,812.90
300002-NA	01/25/2010	01/19/2010	BD88	Dividends	DIS	5	31.010	USD	0.00	0.00	0.00	0.00	0.00	0.000	99,792.95
300002-NA	01/25/2010	01/06/2010	BD88	Sell	BBD.B	(500)	5.000	CAD	2,489.50	10.00	0.00	0.00	0.50	0.000	99,792.95
300002-NA	01/25/2010	12/31/2009	BD88	Sell	NA	(510)	60.000	CAD	30,906.50	306.00	0.00	0.00	0.50	0.000	97,303.45
300002-NA	01/25/2010	12/31/2009	BD88	Dividends	TML204	1.787	10.000	CAD	0.00	0.00	0.00	0.00	0.00	0.000	66,396.95
300002-NA	01/25/2010	12/30/2009	BD88	Buy	GGF412	300.000	10.000	USD	(3,210.50)	30.00	0.00	0.00	0.00	0.000	66,396.95
300002-NA	01/25/2010	12/29/2009	BD88	Buy	R13369	2,000	105.000	USD	(2,234.17)	105.00	0.00	(49.67)	0.50	0.000	69,607.45
300002-NA	01/25/2010	12/18/2009	BD88	Sell	AGF420	(1,998.201)	6.150	CAD	12,165.55	122.88	0.00	0.00	0.50	0.000	71,841.62
300002-NA	01/25/2010	12/18/2009	BD88	Interest	B87545	0	0.000	CAD	285.00	0.00	0.00	0.00	0.00	0.000	59,676.07
300002-NA	01/25/2010	11/30/2009	BD88	Dividends	TML204	0.862	10.000	CAD	0.00	0.00	0.00	0.00	0.00	0.000	54,191.07
300002-NA	01/25/2010	11/30/2009	BD88	Dividends	AGF420	44.352	6.150	CAD	0.00	0.00	0.00	0.00	0.00	0.000	54,191.07
300002-NA	01/25/2010	11/03/2009	BD88	Buy	B87545	10,000	112.000	CAD	(11,418.53)	112.00	0.00	(218.03)	0.50	0.000	54,191.07
300002-NA	01/25/2010	11/01/2009	BD88	Dividends	NA	5	56.390	CAD	0.00	0.00	0.00	0.00	0.00	0.000	65,609.60
300002-NA	01/25/2010	11/01/2009	BD88	Dividends	NA	0	0.000	CAD	31.15	0.00	0.00	0.00	0.00	0.000	65,609.60
300002-NA	01/25/2010	10/31/2009	BD88	Dividends	GGF412	3.331	10.000	USD	0.00	0.00	0.00	0.00	0.00	0.000	65,578.45
300002-NA	01/25/2010	10/30/2009	BD88	Dividends	TML204	0.834	10.000	CAD	0.00	0.00	0.00	0.00	0.00	0.000	65,578.45
300002-NA	01/25/2010	10/30/2009	BD88	Dividends	AGF420	43.555	6.110	CAD	0.00	0.00	0.00	0.00	0.00	0.000	65,578.45
300002-NA	01/25/2010	09/30/2009	BD88	Dividends	GGF412	3.210	10.000	USD	0.00	0.00	0.00	0.00	0.00	0.000	65,578.45
300002-NA	01/25/2010	09/30/2009	BD88	Dividends	TML204	0.833	10.000	CAD	0.00	0.00	0.00	0.00	0.00	0.000	65,578.45
300002-NA	01/25/2010	09/30/2009	BD88	Dividends	AGF420	42.182	6.060	CAD	0.00	0.00	0.00	0.00	0.00	0.000	65,578.45
300002-NA	01/25/2010	08/31/2009	BD88	Dividends	GGF412	3.325	10.000	USD	0.00	0.00	0.00	0.00	0.00	0.000	65,578.45
300002-NA	01/25/2010	08/31/2009	BD88	Dividends	TML204	0.899	10.000	CAD	0.00	0.00	0.00	0.00	0.00	0.000	65,578.45
300002-NA	01/25/2010	08/11/2009	BD88	Transfer	BBD.B	800	0.000	CAD	0.00	0.00	0.00	0.00	0.00	0.000	65,578.45
300002-NA	01/25/2010	08/05/2009	BD88	Sell	BBD.B	(300)	4.000	CAD	1,189.50	10.00	221.10	0.00	0.50	0.000	65,578.45
300002-NA	01/25/2010	08/01/2009	BD88	Dividends	NA	5	58.110	CAD	0.00	0.00	0.00	0.00	0.00	0.000	64,388.95
300002-NA	01/25/2010	08/01/2009	BD88	Dividends	NA	0	0.000	CAD	19.45	0.00	0.00	0.00	0.00	0.000	64,388.95
300002-NA	01/25/2010	07/31/2009	BD88	Dividends	GGF412	3.292	10.000	USD	0.00	0.00	0.00	0.00	0.00	0.000	64,369.50
300002-NA	01/25/2010	07/31/2009	BD88	Dividends	TML204	2.520	10.000	CAD	0.00	0.00	0.00	0.00	0.00	0.000	64,369.50
300002-NA	01/25/2010	06/30/2009	BD88	Dividends	TML204	1.737	10.000	CAD	0.00	0.00	0.00	0.00	0.00	0.000	64,369.50
300002-NA	01/25/2010	06/30/2009	BD88	Dividends	GGF412	3.257	10.000	USD	0.00	0.00	0.00	0.00	0.00	0.000	64,369.50
300002-NA	01/25/2010	05/31/2009	BD88	Dividends	GGF412	3.283	10.000	USD	0.00	0.00	0.00	0.00	0.00	0.000	64,369.50
300002-NA	01/25/2010	05/29/2009	BD88	Dividends	TML204	3.684	10.000	CAD	0.00	0.00	0.00	0.00	0.00	0.000	64,369.50
300002-NA	01/25/2010	05/28/2009	BD88	Sell	LB	(100)	30.000	CAD	3,000.00	0.00	0.00	0.00	0.00	0.000	64,369.50
300002-NA	01/25/2010	04/30/2009	BD88	Dividends	TML204	4.675	10.000	CAD	0.00	0.00	0.00	0.00	0.00	0.000	61,369.50
300002-NA	01/25/2010	04/30/2009	BD88	Dividends	GGF412	3.175	10.000	USD	0.00	0.00	0.00	0.00	0.00	0.000	61,369.50
300002-NA	01/25/2010	04/14/2009	BD88	Redemption	P45616	(10,000)	100.000	USD	12,100.00	0.00	0.00	0.00	0.00	0.000	61,369.50
300002-NA	01/25/2010	04/03/2009	BD88	Receipt	POW	1,000	0.000	CAD	0.00	0.00	0.00	0.00	0.00	0.000	49,269.50
300002-NA	01/25/2010	04/01/2009	BD88	Buy	BBD.B	240	3.000	CAD	(730.50)	10.00	0.00	0.00	0.50	0.000	49,269.50
