"Name"	"Account No."	"IA Code"	"Type"	"Plan"	"Telephone 1"	"Telephone 2"	"Balance"	"Currency"	"Status"	"Model Number"	"Model Name"	"Management Start Date"	"Last Transaction"	"Last Trade"	"Language"	"Full Name"	"Creation Date"	"Closing Date"	"Client No."	"Margin"	"Total Value"
"JANSEN BABCOCK"	"800078-OB"	"BD88"	"A - Cash"	""	"(450) 555-0097"	"(450) 555-7078"	"0.00"	"USD"	"Open"	""	""	""	"11/26/2008"	""	"French"	"BABCOCK JANSEN"	"12/01/2009"	""	"800078"	"n/a"	"0.00"
"JOAN CAYLEY"	"800087-FS"	"AC42"	"S - Retirement Savings Plan"	""	"(450) 555-4064"	"(450) 555-0850"	"2,688.39"	"CAD"	"Open"	""	""	""	"01/15/2010"	"01/12/2010"	"English"	"JOAN MCDOWALL"	"12/01/2009"	""	"800087"	"n/a"	"67,352.22"
"JOAN CAYLEY"	"800087-LV"	"AC42"	"N -"	""	"(450) 555-4064"	"(450) 555-0850"	"0.00"	"CAD"	"Open"	""	""	""	"06/30/2009"	""	"English"	"JOAN MCDOWALL"	"12/01/2009"	""	"800087"	"n/a"	"0.00"
"JOAN CAYLEY"	"800087-NA"	"AC42"	"A - Cash"	""	"(450) 555-4064"	"(450) 555-0850"	"2,942.13"	"CAD"	"Open"	""	""	""	"12/31/2009"	""	"English"	"JOAN MCDOWALL"	"12/01/2009"	""	"800087"	"n/a"	"36,158.45"
"JOAN CAYLEY"	"800087-RE"	"AC42"	"E - Margin Long"	""	"(450) 555-4064"	"(450) 555-0850"	"6,779.47"	"CAD"	"Open"	""	""	""	"01/15/2010"	"01/12/2010"	"English"	"JOAN MCDOWALL"	"12/01/2009"	""	"800087"	"0.00"	"277,564.61"
"KADOTA ALOURDES"	"800048-FS"	"AC55"	"S - Retirement Savings Plan"	""	"(450) 555-5398"	"(450) 555-5398"	"35,612.52"	"CAD"	"Open"	""	""	""	"01/15/2010"	"01/14/2010"	"French"	"ALOURDES KADOTA"	"12/01/2009"	""	"800048"	"n/a"	"275,503.91"
"KADOTA ALOURDES"	"800048-JW"	"AC55"	"W - Spousal - Retirement Income Funds"	""	"(450) 555-5398"	"(450) 555-5398"	"0.00"	"CAD"	"Open"	""	""	""	"01/08/2010"	"01/08/2010"	"French"	"ALOURDES KADOTA"	"12/01/2009"	""	"800048"	"n/a"	"10,954.25"
"KADOTA ALOURDES"	"800048-NA"	"AC55"	"A - Cash"	""	"(450) 555-5398"	"(450) 555-5398"	"(464.60)"	"CAD"	"Open"	""	""	""	"01/25/2010"	"01/15/2010"	"French"	"ALOURDES KADOTA"	"12/01/2009"	""	"800048"	"n/a"	"268,971.85"
"KING MCKENZIE"	"800077-NA"	"BD88"	"A - Cash"	""	"(450) 555-6516"	"(450) 555-7029"	"0.00"	"CAD"	"Open"	""	""	""	"12/05/2003"	""	"French"	"MCKENZIE KING"	"12/01/2009"	""	"800077"	"n/a"	"0.00"
"KING MCKENZIE"	"800077-RE"	"BD88"	"E - Margin Long"	""	"(450) 555-6516"	"(450) 555-7029"	"5,903.59"	"CAD"	"Open"	""	""	""	"01/04/2010"	"12/18/2009"	"French"	"MCKENZIE KING"	"12/01/2009"	""	"800077"	"0.00"	"113,162.96"
"KING MCKENZIE"	"800077-SF"	"BD88"	"E - Margin Long"	""	"(450) 555-6516"	"(450) 555-7029"	"890.97"	"USD"	"Open"	""	""	""	"01/06/2010"	"12/18/2009"	"French"	"MCKENZIE KING"	"12/01/2009"	""	"800077"	"0.00"	"53,713.37"
"KINOSHITA CHARTR"	"800260-FS"	"BD66"	"S - Retirement Savings Plan"	""	"(450) 555-1222"	"(450) 555-2627"	"0.53"	"CAD"	"Open"	""	""	""	"12/01/2009"	""	"English"	"CHARTRAND KINOSHITA"	"12/01/2009"	""	"800260"	"n/a"	"467,411.55"
"KINOSHITA CHARTR"	"800260-RE"	"BD66"	"E - Margin Long"	""	"(450) 555-1222"	"(450) 555-2627"	"562.29"	"CAD"	"Open"	""	""	""	"01/15/2010"	""	"English"	"CHARTRAND KINOSHITA"	"12/01/2009"	""	"800260"	"0.00"	"192,483.52"
"KLINGMAN AILLEEN"	"800079-GT"	"BD66"	"T - Retirement Income Funds"	""	"(450) 555-5954"	"(450) 555-2795"	"1,185.97"	"CAD"	"Open"	""	""	""	"01/25/2010"	""	"French"	"AILLEEN KLINGMAN"	"12/01/2009"	""	"800079"	"n/a"	"155,343.14"
"KLINGMAN AILLEEN"	"800079-JW"	"BD66"	"W - Spousal - Retirement Income Funds"	""	"(450) 555-5954"	"(450) 555-2795"	"135.00"	"CAD"	"Open"	""	""	""	"01/20/2010"	""	"French"	"AILLEEN KLINGMAN"	"12/01/2009"	""	"800079"	"n/a"	"10,228.91"
"KLINGMAN AILLEEN"	"800079-NA"	"BD66"	"A - Cash"	""	"(450) 555-5954"	"(450) 555-2795"	"642.14"	"CAD"	"Open"	""	""	""	"01/25/2010"	"01/05/2010"	"French"	"AILLEEN KLINGMAN"	"12/01/2009"	""	"800079"	"n/a"	"659,254.04"
"KNIGHT AMEDEE"	"800234-DQ"	"BD66"	"Q - Stock Savings Plan"	""	"(450) 555-1766"	"(450) 555-1473"	"0.00"	"CAD"	"Open"	""	""	""	"04/25/2005"	""	"French"	"AMEDEE KNIGHT"	"12/01/2009"	""	"800234"	"0.00"	"0.00"
"KNIGHT AMEDEE"	"800234-FS"	"BD66"	"S - Retirement Savings Plan"	""	"(450) 555-1766"	"(450) 555-1473"	"10,563.48"	"CAD"	"Open"	""	""	""	"01/25/2010"	"01/13/2010"	"French"	"AMEDEE KNIGHT"	"12/01/2009"	""	"800234"	"n/a"	"338,792.42"
"KNIGHT AMEDEE"	"800234-RE"	"BD66"	"E - Margin Long"	""	"(450) 555-1766"	"(450) 555-1473"	"2,431.11"	"CAD"	"Open"	""	""	""	"01/20/2010"	"12/23/2009"	"French"	"AMEDEE KNIGHT"	"12/01/2009"	""	"800234"	"0.00"	"322,541.00"
"KNIGHT AMEDEE"	"800234-SF"	"BD66"	"E - Margin Long"	""	"(450) 555-1766"	"(450) 555-1473"	"0.00"	"USD"	"Open"	""	""	""	"10/13/2005"	""	"French"	"AMEDEE KNIGHT"	"12/01/2009"	""	"800234"	"0.00"	"0.00"
"KRABSEN BUBSIE"	"800042-FS"	"AC42"	"S - Retirement Savings Plan"	""	"(450) 555-9672"	"(450) 555-7949"	"0.00"	"CAD"	"Open"	""	""	""	"06/10/2009"	""	"English"	"BUBSIE KRABSEN"	"12/01/2009"	""	"800042"	"n/a"	"0.00"
"KRABSEN BUBSIE"	"800042-NA"	"AC42"	"A - Cash"	""	"(450) 555-9672"	"(450) 555-7949"	"0.00"	"CAD"	"Open"	""	""	""	"07/29/2009"	""	"English"	"BUBSIE KRABSEN"	"12/01/2009"	""	"800042"	"n/a"	"0.00"
"KRABSEN BUBSIE"	"800042-OB"	"AC42"	"A - Cash"	""	"(450) 555-9672"	"(450) 555-7949"	"0.00"	"USD"	"Open"	""	""	""	"05/11/2009"	""	"English"	"BUBSIE KRABSEN"	"12/01/2009"	""	"800042"	"n/a"	"0.00"
"KROEGER BABE"	"800014-RE"	"AC42"	"E - Margin Long"	""	"(450) 555-4622"	"(450) 555-8363"	"0.00"	"CAD"	"Open"	""	""	""	"06/05/2006"	""	"French"	"BABE KROEGER"	"12/01/2009"	""	"800014"	"0.00"	"0.00"
"KROEGER BABE"	"800014-SF"	"AC42"	"E - Margin Long"	""	"(450) 555-4622"	"(450) 555-8363"	"0.00"	"USD"	"Open"	""	""	""	"05/03/2006"	""	"French"	"BABE KROEGER"	"12/01/2009"	""	"800014"	"0.00"	"0.00"
"LAFERRIERE BLAKE"	"800272-DQ"	"BD88"	"Q - Stock Savings Plan"	""	"(450) 555-4522"	"(450) 555-5815"	"0.00"	"CAD"	"Open"	""	""	""	"03/28/2005"	""	"French"	"BLAKE LAFERRIERE"	"12/01/2009"	""	"800272"	"0.00"	"0.00"
"LAFERRIERE BLAKE"	"800272-ER"	"BD88"	"V - Education Savings Plan"	""	"(450) 555-4522"	"(450) 555-5815"	"0.00"	"CAD"	"Open"	""	""	""	""	""	"French"	"BLAKE LAFERRIERE"	"12/01/2009"	""	"800272"	"n/a"	"0.00"
"LAFERRIERE BLAKE"	"800272-FS"	"BD88"	"S - Retirement Savings Plan"	""	"(450) 555-4522"	"(450) 555-5815"	"13,843.40"	"CAD"	"Open"	""	""	""	"01/25/2010"	"01/25/2010"	"French"	"BLAKE LAFERRIERE"	"12/01/2009"	""	"800272"	"n/a"	"452,114.89"
"LAFERRIERE BLAKE"	"800272-RE"	"BD88"	"E - Margin Long"	""	"(450) 555-4522"	"(450) 555-5815"	"14,124.03"	"CAD"	"Open"	""	""	""	"01/15/2010"	""	"French"	"BLAKE LAFERRIERE"	"12/01/2009"	""	"800272"	"0.00"	"298,974.15"
"LAFERRIERE BLAKE"	"800272-SF"	"BD88"	"E - Margin Long"	""	"(450) 555-4522"	"(450) 555-5815"	"0.00"	"USD"	"Open"	""	""	""	""	""	"French"	"BLAKE LAFERRIERE"	"12/01/2009"	""	"800272"	"0.00"	"0.00"
"LANDRY BERNARDIN"	"800013-NA"	"AC55"	"A - Cash"	""	"(450) 555-2336"	"(450) 555-7096"	"31,174.81"	"USD"	"Open"	""	""	""	"01/20/2010"	"01/20/2010"	"French"	"BERNARDIN LANDRY"	"12/01/2009"	""	"800013"	"n/a"	"986,518.02"
"LANDRY BERNARDIN"	"800013-OB"	"AC55"	"A - Cash"	""	"(450) 555-2336"	"(450) 555-7096"	"55,541.99"	"CAD"	"Open"	""	""	""	"01/25/2010"	"01/25/2010"	"French"	"BERNARDIN LANDRY"	"12/01/2009"	""	"800013"	"n/a"	"903,964.93"
"LAPICO BERNICE"	"800218-GT"	"AC42"	"T - Retirement Income Funds"	""	"(450) 555-6452"	"(450) 555-5224"	"274.87"	"CAD"	"Open"	""	""	""	"12/03/2009"	""	"French"	"BERNICE LAPICO"	"12/01/2009"	""	"800218"	"n/a"	"90,454.19"
"LAPICO BERNICE"	"800218-JW"	"AC42"	"W - Spousal - Retirement Income Funds"	""	"(450) 555-6452"	"(450) 555-5224"	"98.08"	"CAD"	"Open"	""	""	""	"01/12/2010"	""	"French"	"BERNICE LAPICO"	"12/01/2009"	""	"800218"	"n/a"	"10,062.06"
"LAPICO BERNICE"	"800218-NA"	"AC42"	"A - Cash"	""	"(450) 555-6452"	"(450) 555-5224"	"235.18"	"CAD"	"Open"	""	""	""	"01/15/2010"	"01/06/2010"	"French"	"BERNICE LAPICO"	"12/01/2009"	""	"800218"	"n/a"	"301,280.56"
"LAWLEY AIDAN"	"800050-BO"	"AC55"	"C - Cash On Delivery"	""	"(450) 555-6989"	"(450) 555-8616"	"0.00"	"USD"	"Open"	""	""	""	"10/08/2008"	""	"French"	"AIDAN LAWLEY"	"12/01/2009"	""	"800050"	"n/a"	"0.00"
"LESTRAT ALUN"	"800037-FS"	"AC44"	"S - Retirement Savings Plan"	""	"(450) 555-2241"	"(450) 555-5351"	"6,984.22"	"CAD"	"Open"	""	""	""	"01/15/2010"	"01/06/2010"	"English"	"ALUN LESTRAT"	"12/01/2009"	""	"800037"	"n/a"	"396,555.84"
"LESTRAT ALUN"	"800037-NA"	"AC44"	"A - Cash"	""	"(450) 555-2241"	"(450) 555-5351"	"4,022.63"	"CAD"	"Open"	""	""	""	"01/15/2010"	"11/27/2009"	"English"	"ALUN LESTRAT"	"12/01/2009"	""	"800037"	"n/a"	"354,401.03"
"LEVEILLEE ABBAYE"	"800247-HU"	"AC42"	"R - RSP Locked-in (Locked-in & LIRA)"	""	"(450) 555-6604"	"(450) 555-3152"	"863.10"	"CAD"	"Open"	""	""	""	"01/20/2010"	"01/20/2010"	"French"	"ABBAYE LEVEILLEE"	"12/01/2009"	""	"800247"	"n/a"	"611,359.03"
"LEVEILLEE ABBAYE"	"800247-JW"	"AC42"	"W - Spousal - Retirement Income Funds"	""	"(450) 555-6604"	"(450) 555-3152"	"4.05"	"CAD"	"Open"	""	""	""	"03/16/2009"	""	"French"	"ABBAYE LEVEILLEE"	"12/01/2009"	""	"800247"	"n/a"	"5,237.00"
"LEVEILLEE ABBAYE"	"800247-NA"	"AC42"	"A - Cash"	""	"(450) 555-6604"	"(450) 555-3152"	"1,079.02"	"CAD"	"Open"	""	""	""	"01/18/2010"	""	"French"	"ABBAYE LEVEILLEE"	"12/01/2009"	""	"800247"	"n/a"	"84,740.43"
"LOUIS BRENNAN"	"800018-FS"	"AC55"	"S - Retirement Savings Plan"	""	"(450) 555-2486"	"(450) 555-6577"	"0.00"	"CAD"	"Open"	""	""	""	"01/06/2010"	""	"English"	"BRENNAN LOUIS"	"12/01/2009"	""	"800018"	"n/a"	"0.00"
"LOUIS BRENNAN"	"800018-MZ"	"AC55"	"O -"	""	"(450) 555-2486"	"(450) 555-6577"	"0.00"	"CAD"	"Open"	""	""	""	"03/30/2004"	""	"English"	"BRENNAN LOUIS"	"12/01/2009"	""	"800018"	"n/a"	"0.00"
"LYE ALINE"	"800052-FS"	"BD66"	"S - Retirement Savings Plan"	""	"(450) 555-9363"	"(450) 555-9832"	"451.26"	"CAD"	"Open"	""	""	""	"12/15/2009"	"12/08/2009"	"French"	"ALINE LYE"	"12/01/2009"	""	"800052"	"n/a"	"363,657.77"
"LYE ALINE"	"800052-JJ"	"BD66"	"J -"	""	"(450) 555-9363"	"(450) 555-9832"	"0.00"	"CAD"	"Open"	""	""	""	"12/30/2009"	""	"French"	"ALINE LYE"	"12/01/2009"	""	"800052"	"n/a"	"0.00"
"LYE ALINE"	"800052-JW"	"BD66"	"W - Spousal - Retirement Income Funds"	""	"(450) 555-9363"	"(450) 555-9832"	"0.38"	"CAD"	"Open"	""	""	""	"02/05/2009"	""	"French"	"ALINE LYE"	"12/01/2009"	""	"800052"	"n/a"	"5,401.17"
"LYE ALINE"	"800052-NA"	"BD66"	"A - Cash"	""	"(450) 555-9363"	"(450) 555-9832"	"3,467.32"	"CAD"	"Open"	""	""	""	"12/31/2009"	"12/07/2009"	"French"	"ALINE LYE"	"12/01/2009"	""	"800052"	"n/a"	"217,453.65"
"LYTLE ALEX"	"800276-NA"	"BD88"	"A - Cash"	""	"(450) 555-7542"	"(450) 555-3195"	"0.00"	"CAD"	"Open"	""	""	""	"11/18/2002"	""	"French"	"ALEX LYTLE"	"12/01/2009"	""	"800276"	"n/a"	"0.00"
"MACDONALD CEDARS"	"800071-HU"	"BD88"	"R - RSP Locked-in (Locked-in & LIRA)"	""	"(450) 555-0523"	"(450) 555-7723"	"1,768.44"	"CAD"	"Open"	""	""	""	"01/04/2010"	""	"French"	"CEDARS MACDONALD"	"12/01/2009"	""	"800071"	"n/a"	"108,893.79"
"MACDONALD CEDARS"	"800071-NA"	"BD88"	"A - Cash"	""	"(450) 555-0523"	"(450) 555-7723"	"0.00"	"CAD"	"Open"	""	""	""	"03/01/1999"	""	"French"	"CEDARS MACDONALD"	"12/01/2009"	""	"800071"	"n/a"	"0.00"
"MAHEU MATHIEU"	"800069-FS"	"BD88"	"S - Retirement Savings Plan"	""	"(450) 555-0843"	"(450) 555-8003"	"6,801.28"	"CAD"	"Open"	""	""	""	"01/04/2010"	"12/18/2009"	"French"	"MATHIEU MAHEU"	"12/01/2009"	""	"800069"	"n/a"	"81,641.86"
"MAHEU MATHIEU"	"800069-JW"	"BD88"	"W - Spousal - Retirement Income Funds"	""	"(450) 555-0843"	"(450) 555-8003"	"0.00"	"CAD"	"Open"	""	""	""	""	""	"French"	"MATHIEU MAHEU"	"12/01/2009"	""	"800069"	"n/a"	"0.00"
"MAHEU MATHIEU"	"800069-LV"	"BD88"	"N -"	""	"(450) 555-0843"	"(450) 555-8003"	"4,501.46"	"CAD"	"Open"	""	""	""	"01/25/2010"	""	"French"	"MATHIEU MAHEU"	"12/01/2009"	""	"800069"	"n/a"	"79,491.27"
"MAHEU MATHIEU"	"800069-RE"	"BD88"	"E - Margin Long"	""	"(450) 555-0843"	"(450) 555-8003"	"0.00"	"CAD"	"Open"	""	""	""	"03/01/2002"	""	"French"	"MATHIEU MAHEU"	"12/01/2009"	""	"800069"	"0.00"	"0.00"
"MAINELLA ANGIOLI"	"800038-NA"	"AC42"	"A - Cash"	""	"(450) 555-7211"	"(450) 555-3571"	"0.00"	"CAD"	"Open"	""	""	""	"01/19/2010"	"01/11/2010"	"French"	"ANGIOLINA MAINELLA"	"12/01/2009"	""	"800038"	"n/a"	"458,579.49"
"MAKRIS ACACIA"	"800020-ER"	"AC42"	"V - Education Savings Plan"	""	"(450) 555-3128"	"(450) 555-7332"	"0.00"	"CAD"	"Open"	""	""	""	""	""	"English"	"ACACIA MAKRIS"	"12/01/2009"	""	"800020"	"n/a"	"0.00"
"MAKRIS ACACIA"	"800020-FS"	"AC42"	"S - Retirement Savings Plan"	""	"(450) 555-3128"	"(450) 555-7332"	"8,260.15"	"CAD"	"Open"	""	""	""	"01/22/2010"	"01/22/2010"	"English"	"ACACIA MAKRIS"	"12/01/2009"	""	"800020"	"n/a"	"1,481,044.83"
"MAKRIS ACACIA"	"800020-RE"	"AC42"	"E - Margin Long"	""	"(450) 555-3128"	"(450) 555-7332"	"113,045.51"	"CAD"	"Open"	""	""	""	"01/22/2010"	"01/15/2010"	"English"	"ACACIA MAKRIS"	"12/01/2009"	""	"800020"	"0.00"	"2,903,584.24"
"MAKRIS ACACIA"	"800020-SF"	"AC42"	"E - Margin Long"	""	"(450) 555-3128"	"(450) 555-7332"	"0.00"	"USD"	"Open"	""	""	""	"09/28/2007"	""	"English"	"ACACIA MAKRIS"	"12/01/2009"	""	"800020"	"0.00"	"0.00"
"MAKRIS ACACIA"	"800020-VL"	"AC42"	"L -"	""	"(450) 555-3128"	"(450) 555-7332"	"0.00"	"CAD"	"Open"	""	""	""	"08/28/2009"	""	"English"	"ACACIA MAKRIS"	"12/01/2009"	""	"800020"	"n/a"	"0.00"
"MAKRIS ACACIA"	"800020-WJ"	"AC42"	"L -"	""	"(450) 555-3128"	"(450) 555-7332"	"0.00"	"USD"	"Open"	""	""	""	""	""	"English"	"ACACIA MAKRIS"	"12/01/2009"	""	"800020"	"n/a"	"0.00"
"MALISKA BALLANTY"	"800229-FS"	"BD88"	"S - Retirement Savings Plan"	""	"(450) 555-4364"	"(450) 555-5087"	"18,916.76"	"CAD"	"Open"	""	""	""	"01/15/2010"	"01/05/2010"	"French"	"BALLANTYNE MALISKA"	"12/01/2009"	""	"800229"	"n/a"	"413,566.57"
"MALISKA BALLANTY"	"800229-NA"	"BD88"	"A - Cash"	""	"(450) 555-4364"	"(450) 555-5087"	"10,826.06"	"CAD"	"Open"	""	""	""	"01/25/2010"	"01/05/2010"	"French"	"BALLANTYNE MALISKA"	"12/01/2009"	""	"800229"	"n/a"	"406,181.58"
"MALITO CELINE"	"800009-NA"	"AC42"	"A - Cash"	""	"(450) 555-8881"	"(450) 555-3223"	"0.00"	"CAD"	"Open"	""	""	""	"10/29/2003"	""	"French"	"CELINE MALITO"	"12/01/2009"	""	"800009"	"n/a"	"0.00"
"MALO BEAULIEU"	"800053-FS"	"BD66"	"S - Retirement Savings Plan"	""	"(450) 555-0152"	"(450) 555-5756"	"728.25"	"CAD"	"Open"	""	""	""	"01/22/2010"	"01/06/2010"	"French"	"BEAULIEU MALO"	"12/01/2009"	""	"800053"	"n/a"	"152,134.05"
"MALO BEAULIEU"	"800053-JW"	"BD66"	"W - Spousal - Retirement Income Funds"	""	"(450) 555-0152"	"(450) 555-5756"	"329.63"	"CAD"	"Open"	""	""	""	"01/15/2010"	""	"French"	"BEAULIEU MALO"	"12/01/2009"	""	"800053"	"n/a"	"11,612.14"
"MALO BEAULIEU"	"800053-NA"	"BD66"	"A - Cash"	""	"(450) 555-0152"	"(450) 555-5756"	"8,754.62"	"CAD"	"Open"	""	""	""	"01/22/2010"	"12/18/2009"	"French"	"BEAULIEU MALO"	"12/01/2009"	""	"800053"	"n/a"	"235,034.29"
"MALO BEAULIEU"	"800053-OB"	"BD66"	"A - Cash"	""	"(450) 555-0152"	"(450) 555-5756"	"26.11"	"USD"	"Open"	""	""	""	"12/31/2009"	""	"French"	"BEAULIEU MALO"	"12/01/2009"	""	"800053"	"n/a"	"10,572.38"
"MARCIL CARLE"	"800246-GT"	"BD66"	"T - Retirement Income Funds"	""	"(450) 555-4339"	"(450) 555-3138"	"1,361.55"	"CAD"	"Open"	""	""	""	"01/15/2010"	""	"French"	"CARLE MARCIL"	"12/01/2009"	""	"800246"	"n/a"	"149,875.60"
"MARCIL CARLE"	"800246-NA"	"BD66"	"A - Cash"	""	"(450) 555-4339"	"(450) 555-3138"	"4,161.03"	"CAD"	"Open"	""	""	""	"01/22/2010"	"12/30/2009"	"French"	"CARLE MARCIL"	"12/01/2009"	""	"800246"	"n/a"	"400,493.53"
"MARSTON BRITT"	"800003-NA"	"AC42"	"A - Cash"	""	"(450) 555-8077"	"(450) 555-1655"	"6,499.10"	"CAD"	"Open"	""	""	""	"01/25/2010"	""	"French"	"BRITT MARSTON"	"12/01/2009"	""	"800003"	"n/a"	"701,177.67"
"MARSTON BRITT"	"800003-OB"	"AC42"	"A - Cash"	""	"(450) 555-8077"	"(450) 555-1655"	"3,718.13"	"USD"	"Open"	""	""	""	"01/19/2010"	""	"French"	"BRITT MARSTON"	"12/01/2009"	""	"800003"	"n/a"	"109,986.39"
"MARTELLO AUDETTE"	"800268-FS"	"AC42"	"S - Retirement Savings Plan"	""	"(450) 555-1284"	"(450) 555-5778"	"4,096.26"	"CAD"	"Open"	""	""	""	"01/22/2010"	""	"French"	"AUDETTE MARTELLO"	"12/01/2009"	""	"800268"	"n/a"	"566,901.30"
"MARTELLO AUDETTE"	"800268-RE"	"AC42"	"E - Margin Long"	""	"(450) 555-1284"	"(450) 555-5778"	"15.00"	"CAD"	"Open"	""	""	""	"12/15/2009"	""	"French"	"AUDETTE MARTELLO"	"12/01/2009"	""	"800268"	"0.00"	"(8,641.50)"
"MASSIE BENNO"	"800205-JW"	"BD88"	"W - Spousal - Retirement Income Funds"	""	"(450) 555-4830"	"(450) 555-4237"	"0.00"	"CAD"	"Open"	""	""	""	"01/19/2010"	"01/19/2010"	"French"	"BENNO MASSIE"	"12/01/2009"	""	"800205"	"n/a"	"10,206.32"
"MASSIE BENNO"	"800205-NA"	"BD88"	"A - Cash"	""	"(450) 555-4830"	"(450) 555-4237"	"11,827.99"	"CAD"	"Open"	""	""	""	"01/25/2010"	"12/24/2009"	"French"	"BENNO MASSIE"	"12/01/2009"	""	"800205"	"n/a"	"6,668,624.85"
"MASSIE BENNO"	"800205-OB"	"BD88"	"A - Cash"	""	"(450) 555-4830"	"(450) 555-4237"	"7,587.01"	"USD"	"Open"	""	""	""	"01/06/2010"	""	"French"	"BENNO MASSIE"	"12/01/2009"	""	"800205"	"n/a"	"855,808.01"
"MCCOMBE AURELIAN"	"800222-FS"	"BD77"	"S - Retirement Savings Plan"	""	"(450) 555-6658"	"(450) 555-6615"	"0.00"	"CAD"	"Open"	""	""	""	"06/04/2004"	""	"French"	"AURELIANO MCCOMBE"	"12/01/2009"	""	"800222"	"n/a"	"0.00"
"MCCOMBE AURELIAN"	"800222-LV"	"BD77"	"N -"	""	"(450) 555-6658"	"(450) 555-6615"	"0.00"	"CAD"	"Open"	""	""	""	"06/28/2004"	""	"French"	"AURELIANO MCCOMBE"	"12/01/2009"	""	"800222"	"n/a"	"0.00"
"MCCOMBE AURELIAN"	"800222-NA"	"BD77"	"A - Cash"	""	"(450) 555-6658"	"(450) 555-6615"	"0.00"	"CAD"	"Open"	""	""	""	"05/10/2004"	""	"French"	"AURELIANO MCCOMBE"	"12/01/2009"	""	"800222"	"n/a"	"0.00"
"MCDOWALL CAYLEY"	"800086-RE"	"AC42"	"E - Margin Long"	""	"(450) 555-4064"	"(450) 555-0850"	"11,094.54"	"CAD"	"Open"	""	""	""	"01/25/2010"	"01/20/2010"	"English"	"CAYLEY MCDOWALL"	"12/01/2009"	""	"800086"	"0.00"	"157,568.79"
"MCGILLICUDDY BLA"	"800006-GT"	"AC42"	"T - Retirement Income Funds"	""	"(450) 555-2490"	"(450) 555-3099"	"577.75"	"CAD"	"Open"	""	""	""	"01/25/2010"	""	"French"	"BLACK MCGILLICUDDY"	"12/01/2009"	""	"800006"	"n/a"	"217,572.42"
"MCGILLICUDDY BLA"	"800006-NA"	"AC42"	"A - Cash"	""	"(450) 555-2490"	"(450) 555-3099"	"(22,607.83)"	"CAD"	"Open"	""	""	""	"01/25/2010"	"01/19/2010"	"French"	"BLACK MCGILLICUDDY"	"12/01/2009"	""	"800006"	"n/a"	"1,667,149.35"
"MCGILLICUDDY BLA"	"800006-OB"	"AC42"	"A - Cash"	""	"(450) 555-2490"	"(450) 555-3099"	"13,779.39"	"USD"	"Open"	""	""	""	"12/07/2009"	""	"French"	"BLACK MCGILLICUDDY"	"12/01/2009"	""	"800006"	"n/a"	"65,872.27"
"MCGILLICUDDY BLA"	"800006-RE"	"AC42"	"E - Margin Long"	""	"(450) 555-2490"	"(450) 555-3099"	"784.64"	"CAD"	"Open"	""	""	""	"01/22/2010"	"01/11/2010"	"French"	"BLACK MCGILLICUDDY"	"12/01/2009"	""	"800006"	"0.00"	"89,568.07"
"MCGRATH ALFONSO"	"800224-GT"	"AC42"	"T - Retirement Income Funds"	""	"(450) 555-5501"	"(450) 555-3816"	"46.24"	"CAD"	"Open"	""	""	""	"01/19/2010"	"01/19/2010"	"English"	"ALFONSO MCGRATH"	"12/01/2009"	""	"800224"	"n/a"	"127,265.58"
"MCGRATH ALFONSO"	"800224-JW"	"AC42"	"W - Spousal - Retirement Income Funds"	""	"(450) 555-5501"	"(450) 555-3816"	"131.40"	"CAD"	"Open"	""	""	""	"01/15/2010"	""	"English"	"ALFONSO MCGRATH"	"12/01/2009"	""	"800224"	"n/a"	"5,103.14"
"MCGRATH ALFONSO"	"800224-RE"	"AC42"	"E - Margin Long"	""	"(450) 555-5501"	"(450) 555-3816"	"21,697.85"	"CAD"	"Open"	""	""	""	"01/25/2010"	"01/25/2010"	"English"	"ALFONSO MCGRATH"	"12/01/2009"	""	"800224"	"0.00"	"341,264.17"
"MCINTAGGART ALDE"	"800203-FS"	"AC42"	"S - Retirement Savings Plan"	""	"(450) 555-2933"	"(450) 555-0804"	"8,752.64"	"CAD"	"Open"	""	""	""	"01/25/2010"	"01/12/2010"	"French"	"ALDEGE MCINTAGGART"	"12/01/2009"	""	"800203"	"n/a"	"187,284.37"
"MCINTAGGART ALDE"	"800203-RE"	"AC42"	"E - Margin Long"	""	"(450) 555-2933"	"(450) 555-0804"	"4,541.91"	"CAD"	"Open"	""	""	""	"01/25/2010"	"01/13/2010"	"French"	"ALDEGE MCINTAGGART"	"12/01/2009"	""	"800203"	"0.00"	"332,900.27"
"MCMULLIN CELESTE"	"800273-DQ"	"BD88"	"Q - Stock Savings Plan"	""	"(450) 555-0869"	"(450) 555-3055"	"0.00"	"CAD"	"Open"	""	""	""	"04/06/2006"	""	"French"	"CELESTE MCMULLIN"	"12/01/2009"	""	"800273"	"0.00"	"0.00"
"MCMULLIN CELESTE"	"800273-ER"	"BD88"	"V - Education Savings Plan"	""	"(450) 555-0869"	"(450) 555-3055"	"0.00"	"CAD"	"Open"	""	""	""	""	""	"French"	"CELESTE MCMULLIN"	"12/01/2009"	""	"800273"	"n/a"	"0.00"
"MCMULLIN CELESTE"	"800273-FS"	"BD88"	"S - Retirement Savings Plan"	""	"(450) 555-0869"	"(450) 555-3055"	"4,517.56"	"CAD"	"Open"	""	""	""	"01/19/2010"	"01/19/2010"	"French"	"CELESTE MCMULLIN"	"12/01/2009"	""	"800273"	"n/a"	"269,494.76"
