"Name"	"Account No."	"IA Code"	"Type"	"Plan"	"Telephone 1"	"Telephone 2"	"Balance"	"Currency"	"Feuille A"	"Withdrawal frequency 2"	"Withdrawal frequency 1"	"Withdrawal amount 2"	"Withdrawal amount 1"	"Withdr. freq. start date 2"	"Withdr. freq. start date 1"	"Status"	"Sleeves"	"Reserves"	"Pro"	"Model Number"	"Model Name"	"Management Start Date"	"Last Transaction"	"Last Trade"	"Language"	"Joint Account"	"Full Name"	"Discretionary"	"Creation Date"	"Closing Date"	"Client No."	"Margin"	"Total Value"
"FOSTEN ALIETTE"	"800235-DQ"	"BD66"	"Q - Stock Savings Plan"	""	""	""	"0.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"02/07/2006"	""	"French"	"No"	"ALIETTE FOSTEN"	"Yes"	"01/01/2009"	""	"800235"	"0.00"	"0.00"
"FOSTEN ALIETTE"	"800235-FS"	"BD66"	"S - Retirement Savings Plan"	""	""	""	"4,072.72"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/25/2010"	""	"French"	"No"	"ALIETTE FOSTEN"	"Yes"	"01/01/2009"	""	"800235"	"n/a"	"657,592.08"
"FOSTEN ALIETTE"	"800235-RE"	"BD66"	"E - Margin Long"	""	""	""	"0.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"07/14/2009"	""	"French"	"No"	"ALIETTE FOSTEN"	"Yes"	"01/01/2009"	""	"800235"	"0.00"	"0.00"
"FRAIS GESTION CR"	"300012-NA"	"BD88"	"A - Cash"	""	"(450) 555-4444"	"(450) 555-4441"	"145,175.96"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"Yes"	""	""	""	"01/25/2010"	"12/31/2009"	"French"	"No"	"TRXIONS FONDS CIBC"	"Yes"	"01/01/2009"	""	"300012"	"n/a"	"185,393.17"
"FRAIS GESTION CR"	"300012-RE"	"BD88"	"A - Cash"	""	"(450) 555-4444"	"(450) 555-4441"	"0.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	""	""	"French"	"No"	"TRXIONS FONDS CIBC"	"Yes"	"01/01/2009"	""	"300012"	"n/a"	"0.00"
"FRANCOIS CELIA"	"800024-GT"	"AC55"	"T - Retirement Income Funds"	""	"(450) 555-7248"	"(450) 555-5038"	"27.80"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/18/2010"	""	"French"	"No"	"CELIA FRANCOIS"	"Yes"	"01/01/2009"	""	"800024"	"n/a"	"27.80"
"FRANCOIS CELIA"	"800024-RE"	"AC55"	"E - Margin Long"	""	"(450) 555-7248"	"(450) 555-5038"	"0.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/03/2006"	""	"French"	"No"	"CELIA FRANCOIS"	"Yes"	"01/01/2009"	""	"800024"	"0.00"	"0.00"
"FRESEY CHRISTINE"	"800046-FS"	"AC55"	"S - Retirement Savings Plan"	""	"(450) 555-3143"	"(450) 555-2128"	"7,926.98"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/15/2010"	""	"French"	"No"	"CHRISTINE FRESEY"	"Yes"	"01/01/2009"	""	"800046"	"n/a"	"246,049.67"
"FRESEY CHRISTINE"	"800046-NA"	"AC55"	"A - Cash"	""	"(450) 555-3143"	"(450) 555-2128"	"8,391.61"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"Yes"	""	""	""	"01/25/2010"	""	"French"	"No"	"CHRISTINE FRESEY"	"Yes"	"01/01/2009"	""	"800046"	"n/a"	"173,806.05"
"FRESEY CHRISTINE"	"800046-OB"	"AC55"	"A - Cash"	""	"(450) 555-3143"	"(450) 555-2128"	"7,050.91"	"USD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	"02/01/2009"	"01/15/2010"	""	"French"	"No"	"CHRISTINE FRESEY"	"Yes"	"01/01/2009"	""	"800046"	"n/a"	"156,376.51"
"FRESEY CHRISTINE"	"800046-RE"	"AC55"	"E - Margin Long"	""	"(450) 555-3143"	"(450) 555-2128"	"7,293.38"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/15/2010"	""	"French"	"No"	"CHRISTINE FRESEY"	"Yes"	"01/01/2009"	""	"800046"	"0.00"	"883,853.62"
"GALLATI BROCHU"	"800076-FS"	"0AED"	"S - Retirement Savings Plan"	""	"1234567890"	"9876543210"	"0.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"08/07/2001"	""	"French"	"Yes"	"BROCHU GALLATI"	"Yes"	"01/01/2009"	""	"800076"	"n/a"	"0.00"
"GALLATI BROCHU"	"800076-GT"	"0AED"	"T - Retirement Income Funds"	""	"1234567890"	"9876543210"	"1,219.59"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"12/28/2009"	""	"French"	"Yes"	"BROCHU GALLATI"	"Yes"	"05/31/2001"	""	"800076"	"n/a"	"10,996.27"
"GALLATI BROCHU"	"800076-NA"	"0AED"	"A - Cash"	""	"1234567890"	"9876543210"	"0.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"Yes"	""	""	""	"07/04/2005"	""	"French"	"Yes"	"BROCHU GALLATI"	"Yes"	"01/01/2009"	""	"800076"	"n/a"	"0.00"
"GALLEY BENEZETTE"	"800280-RE"	"AC43"	"E - Margin Long"	"112577689300"	"1234567890"	"9876543210"	"33,962.21"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/22/2010"	""	"French"	"No"	"BENEZETTE GALLEY"	"Yes"	"01/01/2009"	""	"800280"	"0.00"	"1,102,163.63"
"GALLEY BENEZETTE"	"800280-SF"	"AC43"	"E - Margin Long"	"001000"	"1234567890"	"9876543210"	"171,147.13"	"USD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	"01/01/2009"	"01/18/2010"	""	"French"	"No"	"BENEZETTE GALLEY"	"Yes"	"01/01/2009"	""	"800280"	"0.00"	"474,316.31"
"GARTON BAYNE"	"800021-FS"	"AC44"	"S - Retirement Savings Plan"	""	"(450) 555-7564"	"(450) 555-0541"	"(26,713.18)"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/25/2010"	"01/25/2010"	"English"	"No"	"BAYNE GARTON"	"Yes"	"01/01/2009"	""	"800021"	"n/a"	"673,353.98"
"GARTON BAYNE"	"800021-GT"	"AC44"	"T - Retirement Income Funds"	""	"(450) 555-7564"	"(450) 555-0541"	"3,478.57"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/22/2010"	""	"English"	"No"	"BAYNE GARTON"	"Yes"	"01/01/2009"	""	"800021"	"n/a"	"29,762.58"
"GARTON BAYNE"	"800021-JW"	"AC44"	"W - Spousal - Retirement Income Funds"	""	"(450) 555-7564"	"(450) 555-0541"	"11.24"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/22/2010"	""	"English"	"No"	"BAYNE GARTON"	"Yes"	"01/01/2009"	""	"800021"	"n/a"	"12,110.08"
"GARTON BAYNE"	"800021-NA"	"AC44"	"A - Cash"	""	"(450) 555-7564"	"(450) 555-0541"	"(4,000.00)"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"Yes"	""	""	""	"01/25/2010"	""	"English"	"No"	"BAYNE GARTON"	"Yes"	"01/01/2009"	""	"800021"	"n/a"	"669,946.33"
"GATES ALOIS"	"800267-GT"	"AC43"	"T - Retirement Income Funds"	"111577689309"	"(450) 555-5552"	"(450) 555-4777"	"3,663.99"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/20/2010"	""	"French"	"No"	"ALOIS GATES"	"Yes"	"01/01/2009"	""	"800267"	"n/a"	"425,275.84"
"GATES ALOIS"	"800267-JW"	"AC43"	"W - Spousal - Retirement Income Funds"	""	"(450) 555-5552"	"(450) 555-4777"	"259.12"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"11/24/2009"	""	"French"	"No"	"ALOIS GATES"	"Yes"	"01/01/2009"	""	"800267"	"n/a"	"8,347.04"
"GATES ALOIS"	"800267-RE"	"AC43"	"E - Margin Long"	"001000"	"(450) 555-5552"	"(450) 555-4777"	"23,310.50"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	"01/01/2009"	"01/19/2010"	""	"French"	"No"	"ALOIS GATES"	"Yes"	"01/01/2009"	""	"800267"	"0.00"	"767,077.77"
"GHILZON BOURBON"	"800250-HU"	"AC42"	"R - RSP Locked-in (Locked-in & LIRA)"	""	"7592822"	""	"0.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"05/01/2007"	""	"French"	"Yes"	"BOURBON GHILZON"	"Yes"	"01/01/2009"	""	"800250"	"n/a"	"0.00"
"GHILZON BOURBON"	"800250-NA"	"AC42"	"A - Cash"	""	"7592822"	""	"0.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"Yes"	""	""	""	"05/02/2007"	""	"French"	"Yes"	"BOURBON GHILZON"	"Yes"	"01/01/2009"	""	"800250"	"n/a"	"0.00"
"GIRARDIN ANGELLA"	"800277-NA"	"AC42"	"A - Cash"	""	"123 456 7890"	"123 456-7890"	"321.68"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"Yes"	""	""	""	"01/18/2010"	""	"French"	"No"	"ANGELLA GIRARDIN"	"Yes"	"01/01/2009"	""	"800277"	"n/a"	"321.68"
"GIRARDIN ANGELLA"	"800277-OB"	"AC42"	"A - Cash"	""	"123 456 7890"	"123 456-7890"	"10,498.04"	"USD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/25/2010"	""	"French"	"No"	"ANGELLA GIRARDIN"	"Yes"	"01/01/2009"	""	"800277"	"n/a"	"257,933.14"
"GIRARDIN ANGELLA"	"800277-RE"	"AC42"	"E - Margin Long"	""	"123 456 7890"	"123 456-7890"	"1,995.56"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/25/2010"	""	"French"	"No"	"ANGELLA GIRARDIN"	"Yes"	"01/01/2009"	""	"800277"	"0.00"	"493,678.17"
"GIRARDIN ANGELLA"	"800277-SF"	"AC42"	"E - Margin Long"	""	"123 456 7890"	"123 456-7890"	"13,037.15"	"USD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/13/2010"	""	"French"	"No"	"ANGELLA GIRARDIN"	"Yes"	"01/01/2009"	""	"800277"	"0.00"	"250,620.35"
"GP VALIDATION"	"300007-NA"	"BD88"	"A - Cash"	""	"(450) 555-4444"	"(450) 555-4441"	"447,859.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"Yes"	""	""	""	"01/25/2010"	"12/29/2009"	"French"	"No"	"GP VALIDATION"	"Yes"	"01/01/2009"	""	"300007"	"n/a"	"447,859.00"
"GP VALIDATION"	"300007-OB"	"BD88"	"A - Cash"	""	"(450) 555-4444"	"(450) 555-4441"	"476,961.48"	"USD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/25/2010"	"08/17/2009"	"French"	"No"	"GP VALIDATION"	"Yes"	"01/01/2009"	""	"300007"	"n/a"	"476,961.48"
"GRACIE AMIOT"	"800213-NA"	"AC42"	"A - Cash"	""	"(450) 555-6400"	"(450) 555-0551"	"6,601.05"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"Yes"	""	""	""	"01/22/2010"	""	"English"	"No"	"AMIOT GRACIE"	"Yes"	"01/01/2009"	""	"800213"	"n/a"	"972,978.14"
"GRACIE AMIOT"	"800213-OB"	"AC42"	"A - Cash"	""	"(450) 555-6400"	"(450) 555-0551"	"2,434.55"	"USD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/13/2010"	""	"English"	"No"	"AMIOT GRACIE"	"Yes"	"01/01/2009"	""	"800213"	"n/a"	"63,631.16"
"GREENSPOON SOWLI"	"800031-FS"	"AC42"	"S - Retirement Savings Plan"	""	"4185432287"	""	"17,066.41"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/20/2010"	""	"French"	"No"	"SOWLIN GREENSPOON"	"Yes"	"01/01/2009"	""	"800031"	"n/a"	"106,388.41"
"GREENSPOON SOWLI"	"800031-NA"	"AC42"	"A - Cash"	""	"4185432287"	""	"122,664.08"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"Yes"	""	""	""	"01/18/2010"	""	"French"	"No"	"SOWLIN GREENSPOON"	"Yes"	"01/01/2009"	""	"800031"	"n/a"	"710,444.34"
"GREICO BARRY"	"800269-GT"	"AC42"	"T - Retirement Income Funds"	""	""	""	"0.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"03/07/2006"	""	"French"	"No"	"BARRY GREICO"	"Yes"	"01/01/2009"	""	"800269"	"n/a"	"0.00"
"GREICO BARRY"	"800269-NA"	"AC42"	"A - Cash"	""	""	""	"0.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"Yes"	""	""	""	"03/09/2006"	""	"French"	"No"	"BARRY GREICO"	"Yes"	"01/01/2009"	""	"800269"	"n/a"	"0.00"
"GRUEN CHANTAL"	"800060-NA"	"AC42"	"A - Cash"	"111577689300"	""	""	"198,967.04"	"CAD"	"Yes"	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"Yes"	""	""	""	"01/21/2010"	""	"French"	"No"	"CHANTAL GRUEN"	"Yes"	"01/01/2009"	""	"800060"	"n/a"	"855,676.23"
"GRUEN CHANTAL"	"800060-OB"	"AC42"	"A - Cash"	""	""	""	"63,736.98"	"USD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/21/2010"	""	"French"	"No"	"CHANTAL GRUEN"	"Yes"	"01/01/2009"	""	"800060"	"n/a"	"135,912.04"
"GUERASSIMENKO AL"	"800085-RE"	"AC42"	"E - Margin Long"	""	"(450) 555-2559"	"(450) 555-4855"	"3,150.94"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/22/2010"	""	"English"	"No"	"ALLAN GUERASSIMENKO"	"Yes"	"01/01/2009"	""	"800085"	"0.00"	"136,858.80"
"GUIMOND OLIVIER"	"800279-NA"	"AC42"	"A - Cash"	""	"(450) 555-8609"	"(450) 555-8745"	"0.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"Yes"	""	""	""	"02/20/2003"	""	"French"	"No"	"OLIVIER GUIMOND"	"Yes"	"01/01/2009"	""	"800279"	"n/a"	"0.00"
"GUIMOND OLIVIER"	"800279-OB"	"AC42"	"A - Cash"	""	"(450) 555-8609"	"(450) 555-8745"	"0.00"	"USD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/24/2003"	""	"French"	"No"	"OLIVIER GUIMOND"	"Yes"	"01/01/2009"	""	"800279"	"n/a"	"0.00"
"GUIMOND OLIVIER"	"800279-RE"	"AC42"	"E - Margin Long"	""	"(450) 555-8609"	"(450) 555-8745"	"3,744.41"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/25/2010"	""	"French"	"No"	"OLIVIER GUIMOND"	"Yes"	"01/01/2009"	""	"800279"	"0.00"	"1,524,655.61"
"GUIMOND OLIVIER"	"800279-SF"	"AC42"	"E - Margin Long"	"112577689300"	"(450) 555-8609"	"(450) 555-8745"	"5,459.07"	"USD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/25/2010"	""	"French"	"No"	"OLIVIER GUIMOND"	"Yes"	"01/01/2009"	""	"800279"	"0.00"	"264,627.73"
"GURAK BONACE"	"800061-RE"	"AC42"	"E - Margin Long"	""	""	""	"0.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"11/02/2005"	""	"French"	"No"	"BONACE GURAK"	"Yes"	"01/01/2009"	""	"800061"	"0.00"	"0.00"
"GURAK BONACE"	"800061-SF"	"AC42"	"E - Margin Long"	""	""	""	"0.00"	"USD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"11/02/2005"	""	"French"	"No"	"BONACE GURAK"	"Yes"	"01/01/2009"	""	"800061"	"0.00"	"0.00"
"HARTER AURORE"	"800287-FS"	"BD66"	"S - Retirement Savings Plan"	""	"(450) 555-0474"	"(450) 555-7343"	"105.83"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/20/2010"	""	"French"	"No"	"AURORE HARTER"	"Yes"	"01/01/2009"	""	"800287"	"n/a"	"451,074.26"
"HARTER AURORE"	"800287-NA"	"BD66"	"A - Cash"	""	"(450) 555-0474"	"(450) 555-7343"	"11,302.64"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"Yes"	""	""	""	"12/31/2009"	""	"French"	"No"	"AURORE HARTER"	"Yes"	"01/01/2009"	""	"800287"	"n/a"	"549,372.76"
"HEFFELFINGER ALA"	"800001-NA"	"AC42"	"A - Cash"	""	"(450) 555-6794"	"(450) 555-3879"	"(15,381.69)"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"Yes"	""	""	""	"01/25/2010"	""	"English"	"No"	"ALAIN HEFFELFINGER"	"Yes"	"01/01/2009"	""	"800001"	"n/a"	"815,366.42"
"HEFFELFINGER ALA"	"800001-OB"	"AC42"	"A - Cash"	""	"(450) 555-6794"	"(450) 555-3879"	"46,832.77"	"USD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/25/2010"	""	"English"	"No"	"ALAIN HEFFELFINGER"	"Yes"	"01/01/2009"	""	"800001"	"n/a"	"414,712.37"
"HOFFMAN ARRY"	"800249-NA"	"BD88"	"A - Cash"	"001000"	"(450) 555-6934"	"(450) 555-4795"	"149,888.26"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"Yes"	""	""	""	"01/25/2010"	"01/25/2010"	"French"	"No"	"ARRY HOFFMAN"	"Yes"	"01/01/2009"	""	"800249"	"n/a"	"21,348,070.45"
"HOFFMAN ARRY"	"800249-OB"	"BD88"	"A - Cash"	""	"(450) 555-6934"	"(450) 555-4795"	"12,159.61"	"USD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"12/31/2009"	""	"French"	"No"	"ARRY HOFFMAN"	"Yes"	"01/01/2009"	""	"800249"	"n/a"	"12,159.61"
"HOLLIS ACURA"	"800271-NA"	"BD77"	"A - Cash"	""	"(450) 555-7821"	"(450) 555-9043"	"0.00"	"CAD"	"Yes"	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"Yes"	""	""	""	"01/29/2007"	""	"French"	"No"	"ACURA HOLLIS"	"Yes"	"01/01/2009"	""	"800271"	"n/a"	"0.00"
"HUMPHREY ANTONIN"	"800243-FS"	"AC42"	"S - Retirement Savings Plan"	""	"(450) 555-0805"	"(450) 555-6049"	"0.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"12/11/2009"	""	"French"	"No"	"ANTONINE HUMPHREY"	"Yes"	"01/01/2009"	""	"800243"	"n/a"	"0.00"
"HUMPHREY ANTONIN"	"800243-JW"	"AC42"	"W - Spousal - Retirement Income Funds"	""	"(450) 555-0805"	"(450) 555-6049"	"0.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"12/29/2009"	""	"French"	"No"	"ANTONINE HUMPHREY"	"Yes"	"01/01/2009"	""	"800243"	"n/a"	"6,054.76"
"HUMPHREY ANTONIN"	"800243-NA"	"AC42"	"A - Cash"	"111577689305"	"(450) 555-0805"	"(450) 555-6049"	"511.06"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"Yes"	""	""	""	"01/15/2010"	""	"French"	"No"	"ANTONINE HUMPHREY"	"Yes"	"01/01/2009"	""	"800243"	"n/a"	"90,701.13"
"ISMAN CAHTERINE"	"800220-LY"	"AC42"	"Y - Life Annuity"	""	"(450) 555-2470"	"(450) 555-4704"	"0.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"06/04/2008"	""	"French"	"No"	"CAHTERINE ISMAN"	"Yes"	"01/01/2009"	""	"800220"	"n/a"	"0.00"
"ISMAN CAHTERINE"	"800220-RE"	"AC42"	"E - Margin Long"	""	"(450) 555-2470"	"(450) 555-4704"	"0.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"08/21/2008"	""	"French"	"No"	"CAHTERINE ISMAN"	"Yes"	"01/01/2009"	""	"800220"	"0.00"	"0.00"
"ISSENMAN AMALIE"	"800062-NA"	"AC42"	"A - Cash"	""	"(450) 555-5792"	"(450) 555-5859"	"2,654.52"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"Yes"	""	""	""	"01/20/2010"	""	"English"	"No"	"AMALIE ISSENMAN"	"Yes"	"01/01/2009"	""	"800062"	"n/a"	"120,764.28"
"ISSENMAN AMALIE"	"800062-OB"	"AC42"	"A - Cash"	""	"(450) 555-5792"	"(450) 555-5859"	"35,682.15"	"USD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/25/2010"	""	"English"	"No"	"AMALIE ISSENMAN"	"Yes"	"01/01/2009"	""	"800062"	"n/a"	"108,409.63"
"JACOBSON BEVERAL"	"800036-GT"	"AC44"	"T - Retirement Income Funds"	""	"4502638715F"	""	"57,280.12"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/14/2010"	""	"French"	"No"	"BEVERALY JACOBSON"	"Yes"	"01/01/2009"	""	"800036"	"n/a"	"156,876.15"
"JACOBSON BEVERAL"	"800036-NA"	"AC44"	"A - Cash"	""	"4502638715F"	""	"301,576.54"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"Yes"	""	""	""	"01/22/2010"	""	"French"	"No"	"BEVERALY JACOBSON"	"Yes"	"01/01/2009"	""	"800036"	"n/a"	"834,306.04"
"JAKOBSEN ANTONIU"	"800254-FS"	"AC42"	"S - Retirement Savings Plan"	""	"(450) 555-7000"	"(450) 555-6489"	"0.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"06/27/2006"	""	"French"	"No"	"ANTONIUS JAKOBSEN"	"Yes"	"01/01/2009"	""	"800254"	"n/a"	"0.00"
"JAKOBSEN ANTONIU"	"800254-NA"	"AC42"	"A - Cash"	""	"(450) 555-7000"	"(450) 555-6489"	"0.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"Yes"	""	""	""	"03/22/2007"	""	"French"	"No"	"ANTONIUS JAKOBSEN"	"Yes"	"01/01/2009"	""	"800254"	"n/a"	"0.00"
"JANELLE CARLEY"	"800221-FS"	"BD88"	"S - Retirement Savings Plan"	""	""	""	"921.09"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/22/2010"	""	"French"	"No"	"CARLEY JANELLE"	"Yes"	"01/01/2009"	""	"800221"	"n/a"	"592,814.62"
"JANELLE CARLEY"	"800221-JW"	"BD88"	"W - Spousal - Retirement Income Funds"	""	""	""	"221.19"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/04/2010"	""	"French"	"No"	"CARLEY JANELLE"	"Yes"	"01/01/2009"	""	"800221"	"n/a"	"10,377.91"
"JANELLE CARLEY"	"800221-NA"	"BD88"	"A - Cash"	""	""	""	"2,122.99"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"Yes"	""	""	""	"01/15/2010"	""	"French"	"No"	"CARLEY JANELLE"	"Yes"	"01/01/2009"	""	"800221"	"n/a"	"40,565.15"
"JANSEN BABCOCK"	"800078-NA"	"BD88"	"A - Cash"	""	"(450) 555-0097"	"(450) 555-7078"	"0.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"Yes"	""	""	""	"11/26/2008"	""	"French"	"No"	"BABCOCK JANSEN"	"Yes"	"01/01/2009"	""	"800078"	"n/a"	"0.00"
"JANSEN BABCOCK"	"800078-OB"	"BD88"	"A - Cash"	""	"(450) 555-0097"	"(450) 555-7078"	"0.00"	"USD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"11/26/2008"	""	"French"	"No"	"BABCOCK JANSEN"	"Yes"	"01/01/2009"	""	"800078"	"n/a"	"0.00"
"JOAN CAYLEY"	"800087-FS"	"AC42"	"S - Retirement Savings Plan"	""	"(450) 555-4064"	"(450) 555-0850"	"2,688.39"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/15/2010"	""	"English"	"No"	"JOAN MCDOWALL"	"Yes"	"01/01/2009"	""	"800087"	"n/a"	"67,351.40"
"JOAN CAYLEY"	"800087-LV"	"AC42"	"N -"	""	"(450) 555-4064"	"(450) 555-0850"	"0.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"06/30/2009"	""	"English"	"No"	"JOAN MCDOWALL"	"Yes"	"01/01/2009"	""	"800087"	"n/a"	"0.00"
"JOAN CAYLEY"	"800087-NA"	"AC42"	"A - Cash"	""	"(450) 555-4064"	"(450) 555-0850"	"2,942.13"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"Yes"	""	""	""	"12/31/2009"	""	"English"	"No"	"JOAN MCDOWALL"	"Yes"	"01/01/2009"	""	"800087"	"n/a"	"36,158.45"
"JOAN CAYLEY"	"800087-RE"	"AC42"	"E - Margin Long"	""	"(450) 555-4064"	"(450) 555-0850"	"6,779.47"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/15/2010"	""	"English"	"No"	"JOAN MCDOWALL"	"Yes"	"01/01/2009"	""	"800087"	"0.00"	"302,761.51"
"KADOTA ALOURDES"	"800048-FS"	"AC55"	"S - Retirement Savings Plan"	""	"(450) 555-5398"	"(450) 555-5398"	"35,612.52"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/15/2010"	""	"French"	"No"	"ALOURDES KADOTA"	"Yes"	"01/01/2009"	""	"800048"	"n/a"	"412,583.78"
