"Nom"	"No compte"	"Code de CP"	"Type"	"Régime"	"Téléphone 1"	"Téléphone 2"	"Solde"	"Devise"	"PFSfrench_1"	"PFSfrench"	"Feuille F"	"Segments"	"Réserves"	"Pro"	"Nom modèle"	"Nom complet"	"No modèle"	"No client"	"Montant retrait 2"	"Montant retrait 1"	"Langue"	"Fréquence retrait 2"	"Fréquence retrait 1"	"État"	"Discrétionnaire"	"Dernier achat/vente"	"Dern. trans."	"Début fréq. retrait 2"	"Début fréq. retrait 1"	"Début de gestion"	"Date de fermeture"	"Création"	"Compte conjoint"	"Marge"	"Valeur totale"
"DYNAMIQUE ALVARO"	"800039-OB"	"AC42"	"A - Comptant"	""	"(450) 555-4676"	"(450) 555-4168"	"0,00"	"USD"	""	""	""	"Non"	""	"Non"	""	"ALVARO DYNAMIQUE"	""	"800039"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2005/12/13"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"0,00"
"ERDMAN BERTHE"	"800032-GT"	"AC55"	"T - Fonds de revenu de retraite"	""	"6133897715"	"123 456 7890"	"0,00"	"CAD"	""	""	""	"Non"	""	"Non"	""	"BERTHE ERDMAN"	""	"800032"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2009/12/01"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"0,00"
"ERDMAN BERTHE"	"800032-JW"	"AC55"	"W - Fonds de revenus de retraite - Conjoint"	""	"6133897715"	"123 456 7890"	"0,00"	"CAD"	""	""	""	"Non"	""	"Non"	""	"BERTHE ERDMAN"	""	"800032"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2009/11/03"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"0,00"
"ERDMAN BERTHE"	"800032-NA"	"AC55"	"A - Comptant"	""	"6133897715"	"123 456 7890"	"0,00"	"CAD"	""	""	""	"Non"	""	"Oui"	""	"BERTHE ERDMAN"	""	"800032"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2009/12/10"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"0,00"
"EVERTON BERNATCH"	"800063-NA"	"AC42"	"A - Comptant"	""	"(450) 555-8191"	"(450) 555-7525"	"192 288,35"	"CAD"	""	""	""	"Non"	""	"Oui"	""	"BERNATCHEZ EVERTON"	""	"800063"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2010/01/22"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"1 174 358,51"
"EVERTON BERNATCH"	"800063-OB"	"AC42"	"A - Comptant"	""	"(450) 555-8191"	"(450) 555-7525"	"266 141,04"	"USD"	""	""	""	"Non"	""	"Non"	""	"BERNATCHEZ EVERTON"	""	"800063"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2010/01/19"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"622 706,16"
"FATA ANESTIS"	"800237-DQ"	"0AED"	"Q - Régime d'épargne-actions"	""	"(450) 555-2466"	"(450) 555-8267"	"0,00"	"CAD"	""	""	""	"Non"	""	"Non"	""	"ANESTIS FATA"	""	"800237"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2006/01/26"	""	""	""	""	"2009/01/01"	"Non"	"0,00"	"0,00"
"FATA ANESTIS"	"800237-FS"	"0AED"	"S - Régime d'épargne-retraite"	""	"(450) 555-2466"	"(450) 555-8267"	"9 336,94"	"CAD"	""	""	""	"Non"	""	"Non"	""	"ANESTIS FATA"	""	"800237"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2010/01/15"	""	""	""	""	"1999/02/04"	"Non"	"n/d"	"382 081,87"
"FATA ANESTIS"	"800237-JW"	"0AED"	"W - Fonds de revenus de retraite - Conjoint"	""	"(450) 555-2466"	"(450) 555-8267"	"48,01"	"CAD"	""	""	""	"Non"	""	"Non"	""	"ANESTIS FATA"	""	"800237"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2009/12/31"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"5 619,48"
"FATA ANESTIS"	"800237-RE"	"0AED"	"E - Marge couvert"	""	"(450) 555-2466"	"(450) 555-8267"	"88,11"	"CAD"	""	""	""	"Non"	""	"Non"	""	"ANESTIS FATA"	""	"800237"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2010/01/20"	""	""	""	""	"1999/01/29"	"Non"	"0,00"	"104 040,51"
"FATA ANESTIS"	"800237-SF"	"0AED"	"E - Marge couvert"	""	"(450) 555-2466"	"(450) 555-8267"	"1 093,91"	"USD"	""	""	""	"Non"	""	"Non"	""	"ANESTIS FATA"	""	"800237"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2010/01/20"	""	""	""	""	"1999/01/29"	"Non"	"0,00"	"1 093,91"
"FORTIN CAT"	"800214-FS"	"BD88"	"S - Régime d'épargne-retraite"	""	"(450) 555-8651"	"(450) 555-9211"	"0,00"	"CAD"	""	""	""	"Non"	""	"Non"	""	"CATHY FORTIN"	""	"800214"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2004/11/08"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"0,00"
"FORTIN CAT"	"800214-GT"	"BD88"	"T - Fonds de revenu de retraite"	""	"(450) 555-8651"	"(450) 555-9211"	"3 107,11"	"CAD"	""	""	""	"Non"	""	"Non"	""	"CATHY FORTIN"	""	"800214"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2009/12/16"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"49 117,75"
"FORTIN CAT"	"800214-JW"	"BD88"	"W - Fonds de revenus de retraite - Conjoint"	""	"(450) 555-8651"	"(450) 555-9211"	"0,00"	"CAD"	""	""	""	"Non"	""	"Non"	""	"CATHY FORTIN"	""	"800214"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2009/01/02"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"5 197,59"
"FORTIN CAT"	"800214-NA"	"BD88"	"A - Comptant"	""	"(450) 555-8651"	"(450) 555-9211"	"0,64"	"CAD"	""	""	""	"Non"	""	"Oui"	""	"CATHY FORTIN"	""	"800214"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2009/12/31"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"65 903,57"
"FOSTEN ALIETTE"	"800235-DQ"	"BD66"	"Q - Régime d'épargne-actions"	""	""	""	"0,00"	"CAD"	""	""	""	"Non"	""	"Non"	""	"ALIETTE FOSTEN"	""	"800235"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2006/02/07"	""	""	""	""	"2009/01/01"	"Non"	"0,00"	"0,00"
"FOSTEN ALIETTE"	"800235-FS"	"BD66"	"S - Régime d'épargne-retraite"	""	""	""	"4 072,72"	"CAD"	""	""	""	"Non"	""	"Non"	""	"ALIETTE FOSTEN"	""	"800235"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2010/01/25"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"657 592,08"
"FOSTEN ALIETTE"	"800235-RE"	"BD66"	"E - Marge couvert"	""	""	""	"0,00"	"CAD"	""	""	""	"Non"	""	"Non"	""	"ALIETTE FOSTEN"	""	"800235"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2009/07/14"	""	""	""	""	"2009/01/01"	"Non"	"0,00"	"0,00"
"FRAIS GESTION CR"	"300012-NA"	"BD88"	"A - Comptant"	""	"(450) 555-4444"	"(450) 555-4441"	"145 175,96"	"CAD"	""	""	""	"Non"	""	"Oui"	""	"TRXIONS FONDS CIBC"	""	"300012"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	"2009/12/31"	"2010/01/25"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"185 393,17"
"FRAIS GESTION CR"	"300012-RE"	"BD88"	"A - Comptant"	""	"(450) 555-4444"	"(450) 555-4441"	"0,00"	"CAD"	""	""	""	"Non"	""	"Non"	""	"TRXIONS FONDS CIBC"	""	"300012"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	""	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"0,00"
"FRANCOIS CELIA"	"800024-GT"	"AC55"	"T - Fonds de revenu de retraite"	""	"(450) 555-7248"	"(450) 555-5038"	"27,80"	"CAD"	""	""	""	"Non"	""	"Non"	""	"CELIA FRANCOIS"	""	"800024"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2010/01/18"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"27,80"
"FRANCOIS CELIA"	"800024-RE"	"AC55"	"E - Marge couvert"	""	"(450) 555-7248"	"(450) 555-5038"	"0,00"	"CAD"	""	""	""	"Non"	""	"Non"	""	"CELIA FRANCOIS"	""	"800024"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2006/01/03"	""	""	""	""	"2009/01/01"	"Non"	"0,00"	"0,00"
"FRESEY CHRISTINE"	"800046-FS"	"AC55"	"S - Régime d'épargne-retraite"	""	"(450) 555-3143"	"(450) 555-2128"	"7 926,98"	"CAD"	""	""	""	"Non"	""	"Non"	""	"CHRISTINE FRESEY"	""	"800046"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2010/01/15"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"246 049,67"
"FRESEY CHRISTINE"	"800046-NA"	"AC55"	"A - Comptant"	""	"(450) 555-3143"	"(450) 555-2128"	"8 391,61"	"CAD"	""	""	""	"Non"	""	"Oui"	""	"CHRISTINE FRESEY"	""	"800046"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2010/01/25"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"173 806,05"
"FRESEY CHRISTINE"	"800046-OB"	"AC55"	"A - Comptant"	""	"(450) 555-3143"	"(450) 555-2128"	"7 050,91"	"USD"	""	""	""	"Non"	""	"Non"	""	"CHRISTINE FRESEY"	""	"800046"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2010/01/15"	""	""	"2009/02/01"	""	"2009/01/01"	"Non"	"n/d"	"156 376,51"
"FRESEY CHRISTINE"	"800046-RE"	"AC55"	"E - Marge couvert"	""	"(450) 555-3143"	"(450) 555-2128"	"7 293,38"	"CAD"	""	""	""	"Non"	""	"Non"	""	"CHRISTINE FRESEY"	""	"800046"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2010/01/15"	""	""	""	""	"2009/01/01"	"Non"	"0,00"	"883 853,62"
"GALLATI BROCHU"	"800076-FS"	"0AED"	"S - Régime d'épargne-retraite"	""	"1234567890"	"9876543210"	"0,00"	"CAD"	""	""	""	"Non"	""	"Non"	""	"BROCHU GALLATI"	""	"800076"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2001/08/07"	""	""	""	""	"2009/01/01"	"Oui"	"n/d"	"0,00"
"GALLATI BROCHU"	"800076-GT"	"0AED"	"T - Fonds de revenu de retraite"	""	"1234567890"	"9876543210"	"1 219,59"	"CAD"	""	""	""	"Non"	""	"Non"	""	"BROCHU GALLATI"	""	"800076"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2009/12/28"	""	""	""	""	"2001/05/31"	"Oui"	"n/d"	"10 996,27"
"GALLATI BROCHU"	"800076-NA"	"0AED"	"A - Comptant"	""	"1234567890"	"9876543210"	"0,00"	"CAD"	""	""	""	"Non"	""	"Oui"	""	"BROCHU GALLATI"	""	"800076"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2005/07/04"	""	""	""	""	"2009/01/01"	"Oui"	"n/d"	"0,00"
"GALLEY BENEZETTE"	"800280-RE"	"AC43"	"E - Marge couvert"	"112577689300"	"1234567890"	"9876543210"	"33 962,21"	"CAD"	""	""	""	"Non"	""	"Non"	""	"BENEZETTE GALLEY"	""	"800280"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2010/01/22"	""	""	""	""	"2009/01/01"	"Non"	"0,00"	"1 102 163,63"
"GALLEY BENEZETTE"	"800280-SF"	"AC43"	"E - Marge couvert"	"001000"	"1234567890"	"9876543210"	"171 147,13"	"USD"	""	""	""	"Non"	""	"Non"	""	"BENEZETTE GALLEY"	""	"800280"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2010/01/18"	""	""	"2009/01/01"	""	"2009/01/01"	"Non"	"0,00"	"474 316,31"
"GARTON BAYNE"	"800021-FS"	"AC44"	"S - Régime d'épargne-retraite"	""	"(450) 555-7564"	"(450) 555-0541"	"(26 713,18)"	"CAD"	""	""	""	"Non"	""	"Non"	""	"BAYNE GARTON"	""	"800021"	"n/d"	"n/d"	"Anglais"	""	""	"Ouvert"	"Oui"	"2010/01/25"	"2010/01/25"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"673 353,98"
"GARTON BAYNE"	"800021-GT"	"AC44"	"T - Fonds de revenu de retraite"	""	"(450) 555-7564"	"(450) 555-0541"	"3 478,57"	"CAD"	""	""	""	"Non"	""	"Non"	""	"BAYNE GARTON"	""	"800021"	"n/d"	"n/d"	"Anglais"	""	""	"Ouvert"	"Oui"	""	"2010/01/22"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"29 762,58"
"GARTON BAYNE"	"800021-JW"	"AC44"	"W - Fonds de revenus de retraite - Conjoint"	""	"(450) 555-7564"	"(450) 555-0541"	"11,24"	"CAD"	""	""	""	"Non"	""	"Non"	""	"BAYNE GARTON"	""	"800021"	"n/d"	"n/d"	"Anglais"	""	""	"Ouvert"	"Oui"	""	"2010/01/22"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"12 110,08"
"GARTON BAYNE"	"800021-NA"	"AC44"	"A - Comptant"	""	"(450) 555-7564"	"(450) 555-0541"	"(4 000,00)"	"CAD"	""	""	""	"Non"	""	"Oui"	""	"BAYNE GARTON"	""	"800021"	"n/d"	"n/d"	"Anglais"	""	""	"Ouvert"	"Oui"	""	"2010/01/25"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"669 946,33"
"GATES ALOIS"	"800267-GT"	"AC43"	"T - Fonds de revenu de retraite"	"111577689309"	"(450) 555-5552"	"(450) 555-4777"	"3 663,99"	"CAD"	""	""	""	"Non"	""	"Non"	""	"ALOIS GATES"	""	"800267"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2010/01/20"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"425 275,84"
"GATES ALOIS"	"800267-JW"	"AC43"	"W - Fonds de revenus de retraite - Conjoint"	""	"(450) 555-5552"	"(450) 555-4777"	"259,12"	"CAD"	""	""	""	"Non"	""	"Non"	""	"ALOIS GATES"	""	"800267"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2009/11/24"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"8 347,04"
"GATES ALOIS"	"800267-RE"	"AC43"	"E - Marge couvert"	"001000"	"(450) 555-5552"	"(450) 555-4777"	"23 310,50"	"CAD"	""	""	""	"Non"	""	"Non"	""	"ALOIS GATES"	""	"800267"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2010/01/19"	""	""	"2009/01/01"	""	"2009/01/01"	"Non"	"0,00"	"767 077,77"
"GHILZON BOURBON"	"800250-HU"	"AC42"	"R - RER Immobilisé (Lock-in et CRI)"	""	"7592822"	""	"0,00"	"CAD"	""	""	""	"Non"	""	"Non"	""	"BOURBON GHILZON"	""	"800250"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2007/05/01"	""	""	""	""	"2009/01/01"	"Oui"	"n/d"	"0,00"
"GHILZON BOURBON"	"800250-NA"	"AC42"	"A - Comptant"	""	"7592822"	""	"0,00"	"CAD"	""	""	""	"Non"	""	"Oui"	""	"BOURBON GHILZON"	""	"800250"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2007/05/02"	""	""	""	""	"2009/01/01"	"Oui"	"n/d"	"0,00"
"GIRARDIN ANGELLA"	"800277-NA"	"AC42"	"A - Comptant"	""	"123 456 7890"	"123 456-7890"	"321,68"	"CAD"	""	""	""	"Non"	""	"Oui"	""	"ANGELLA GIRARDIN"	""	"800277"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2010/01/18"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"321,68"
"GIRARDIN ANGELLA"	"800277-OB"	"AC42"	"A - Comptant"	""	"123 456 7890"	"123 456-7890"	"10 498,04"	"USD"	""	""	""	"Non"	""	"Non"	""	"ANGELLA GIRARDIN"	""	"800277"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2010/01/25"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"257 933,14"
"GIRARDIN ANGELLA"	"800277-RE"	"AC42"	"E - Marge couvert"	""	"123 456 7890"	"123 456-7890"	"1 995,56"	"CAD"	""	""	""	"Non"	""	"Non"	""	"ANGELLA GIRARDIN"	""	"800277"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2010/01/25"	""	""	""	""	"2009/01/01"	"Non"	"0,00"	"493 678,17"
"GIRARDIN ANGELLA"	"800277-SF"	"AC42"	"E - Marge couvert"	""	"123 456 7890"	"123 456-7890"	"13 037,15"	"USD"	""	""	""	"Non"	""	"Non"	""	"ANGELLA GIRARDIN"	""	"800277"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2010/01/13"	""	""	""	""	"2009/01/01"	"Non"	"0,00"	"250 620,35"
"GP VALIDATION"	"300007-NA"	"BD88"	"A - Comptant"	""	"(450) 555-4444"	"(450) 555-4441"	"447 859,00"	"CAD"	""	""	""	"Non"	""	"Oui"	""	"GP VALIDATION"	""	"300007"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	"2009/12/29"	"2010/01/25"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"447 859,00"
"GP VALIDATION"	"300007-OB"	"BD88"	"A - Comptant"	""	"(450) 555-4444"	"(450) 555-4441"	"476 961,48"	"USD"	""	""	""	"Non"	""	"Non"	""	"GP VALIDATION"	""	"300007"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	"2009/08/17"	"2010/01/25"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"476 961,48"
"GRACIE AMIOT"	"800213-NA"	"AC42"	"A - Comptant"	""	"(450) 555-6400"	"(450) 555-0551"	"6 601,05"	"CAD"	""	""	""	"Non"	""	"Oui"	""	"AMIOT GRACIE"	""	"800213"	"n/d"	"n/d"	"Anglais"	""	""	"Ouvert"	"Oui"	""	"2010/01/22"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"972 978,14"
"GRACIE AMIOT"	"800213-OB"	"AC42"	"A - Comptant"	""	"(450) 555-6400"	"(450) 555-0551"	"2 434,55"	"USD"	""	""	""	"Non"	""	"Non"	""	"AMIOT GRACIE"	""	"800213"	"n/d"	"n/d"	"Anglais"	""	""	"Ouvert"	"Oui"	""	"2010/01/13"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"63 631,16"
"GREENSPOON SOWLI"	"800031-FS"	"AC42"	"S - Régime d'épargne-retraite"	""	"4185432287"	""	"17 066,41"	"CAD"	""	""	""	"Non"	""	"Non"	""	"SOWLIN GREENSPOON"	""	"800031"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2010/01/20"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"106 388,41"
"GREENSPOON SOWLI"	"800031-NA"	"AC42"	"A - Comptant"	""	"4185432287"	""	"122 664,08"	"CAD"	""	""	""	"Non"	""	"Oui"	""	"SOWLIN GREENSPOON"	""	"800031"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2010/01/18"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"710 444,34"
"GREICO BARRY"	"800269-GT"	"AC42"	"T - Fonds de revenu de retraite"	""	""	""	"0,00"	"CAD"	""	""	""	"Non"	""	"Non"	""	"BARRY GREICO"	""	"800269"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2006/03/07"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"0,00"
"GREICO BARRY"	"800269-NA"	"AC42"	"A - Comptant"	""	""	""	"0,00"	"CAD"	""	""	""	"Non"	""	"Oui"	""	"BARRY GREICO"	""	"800269"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2006/03/09"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"0,00"
"GRUEN CHANTAL"	"800060-NA"	"AC42"	"A - Comptant"	"111577689300"	""	""	"198 967,04"	"CAD"	""	""	"Oui"	"Non"	""	"Oui"	""	"CHANTAL GRUEN"	""	"800060"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2010/01/21"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"855 676,23"
"GRUEN CHANTAL"	"800060-OB"	"AC42"	"A - Comptant"	""	""	""	"63 736,98"	"USD"	""	""	""	"Non"	""	"Non"	""	"CHANTAL GRUEN"	""	"800060"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2010/01/21"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"135 912,04"
"GUERASSIMENKO AL"	"800085-RE"	"AC42"	"E - Marge couvert"	""	"(450) 555-2559"	"(450) 555-4855"	"3 150,94"	"CAD"	""	""	""	"Non"	""	"Non"	""	"ALLAN GUERASSIMENKO"	""	"800085"	"n/d"	"n/d"	"Anglais"	""	""	"Ouvert"	"Oui"	""	"2010/01/22"	""	""	""	""	"2009/01/01"	"Non"	"0,00"	"136 858,80"
"GUIMOND OLIVIER"	"800279-NA"	"AC42"	"A - Comptant"	""	"(450) 555-8609"	"(450) 555-8745"	"0,00"	"CAD"	""	""	""	"Non"	""	"Oui"	""	"OLIVIER GUIMOND"	""	"800279"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2003/02/20"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"0,00"
"GUIMOND OLIVIER"	"800279-OB"	"AC42"	"A - Comptant"	""	"(450) 555-8609"	"(450) 555-8745"	"0,00"	"USD"	""	""	""	"Non"	""	"Non"	""	"OLIVIER GUIMOND"	""	"800279"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2003/01/24"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"0,00"
"GUIMOND OLIVIER"	"800279-RE"	"AC42"	"E - Marge couvert"	""	"(450) 555-8609"	"(450) 555-8745"	"3 744,41"	"CAD"	""	""	""	"Non"	""	"Non"	""	"OLIVIER GUIMOND"	""	"800279"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2010/01/25"	""	""	""	""	"2009/01/01"	"Non"	"0,00"	"1 524 655,61"
"GUIMOND OLIVIER"	"800279-SF"	"AC42"	"E - Marge couvert"	"112577689300"	"(450) 555-8609"	"(450) 555-8745"	"5 459,07"	"USD"	""	""	""	"Non"	""	"Non"	""	"OLIVIER GUIMOND"	""	"800279"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2010/01/25"	""	""	""	""	"2009/01/01"	"Non"	"0,00"	"264 627,73"
"GURAK BONACE"	"800061-RE"	"AC42"	"E - Marge couvert"	""	""	""	"0,00"	"CAD"	""	""	""	"Non"	""	"Non"	""	"BONACE GURAK"	""	"800061"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2005/11/02"	""	""	""	""	"2009/01/01"	"Non"	"0,00"	"0,00"
"GURAK BONACE"	"800061-SF"	"AC42"	"E - Marge couvert"	""	""	""	"0,00"	"USD"	""	""	""	"Non"	""	"Non"	""	"BONACE GURAK"	""	"800061"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2005/11/02"	""	""	""	""	"2009/01/01"	"Non"	"0,00"	"0,00"
"HARTER AURORE"	"800287-FS"	"BD66"	"S - Régime d'épargne-retraite"	""	"(450) 555-0474"	"(450) 555-7343"	"105,83"	"CAD"	""	""	""	"Non"	""	"Non"	""	"AURORE HARTER"	""	"800287"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2010/01/20"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"451 074,26"
"HARTER AURORE"	"800287-NA"	"BD66"	"A - Comptant"	""	"(450) 555-0474"	"(450) 555-7343"	"11 302,64"	"CAD"	""	""	""	"Non"	""	"Oui"	""	"AURORE HARTER"	""	"800287"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2009/12/31"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"549 372,76"
"HEFFELFINGER ALA"	"800001-NA"	"AC42"	"A - Comptant"	""	"(450) 555-6794"	"(450) 555-3879"	"(15 381,69)"	"CAD"	""	""	""	"Non"	""	"Oui"	""	"ALAIN HEFFELFINGER"	""	"800001"	"n/d"	"n/d"	"Anglais"	""	""	"Ouvert"	"Oui"	""	"2010/01/25"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"815 366,42"
"HEFFELFINGER ALA"	"800001-OB"	"AC42"	"A - Comptant"	""	"(450) 555-6794"	"(450) 555-3879"	"46 832,77"	"USD"	""	""	""	"Non"	""	"Non"	""	"ALAIN HEFFELFINGER"	""	"800001"	"n/d"	"n/d"	"Anglais"	""	""	"Ouvert"	"Oui"	""	"2010/01/25"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"414 712,37"
"HOFFMAN ARRY"	"800249-NA"	"BD88"	"A - Comptant"	"001000"	"(450) 555-6934"	"(450) 555-4795"	"149 888,26"	"CAD"	""	""	""	"Non"	""	"Oui"	""	"ARRY HOFFMAN"	""	"800249"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	"2010/01/25"	"2010/01/25"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"21 348 070,45"
"HOFFMAN ARRY"	"800249-OB"	"BD88"	"A - Comptant"	""	"(450) 555-6934"	"(450) 555-4795"	"12 159,61"	"USD"	""	""	""	"Non"	""	"Non"	""	"ARRY HOFFMAN"	""	"800249"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2009/12/31"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"12 159,61"
"HOLLIS ACURA"	"800271-NA"	"BD77"	"A - Comptant"	""	"(450) 555-7821"	"(450) 555-9043"	"0,00"	"CAD"	""	""	"Oui"	"Non"	""	"Oui"	""	"ACURA HOLLIS"	""	"800271"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2007/01/29"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"0,00"
"HUMPHREY ANTONIN"	"800243-FS"	"AC42"	"S - Régime d'épargne-retraite"	""	"(450) 555-0805"	"(450) 555-6049"	"0,00"	"CAD"	""	""	""	"Non"	""	"Non"	""	"ANTONINE HUMPHREY"	""	"800243"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2009/12/11"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"0,00"
